         13x5.5MRF-RH             (13x55MRF-RH.dat)
         v2022-0915
         Simulation Date: 03/31/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS:
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Mach (at prop tip)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =       1000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       26.21      0.3549      0.6039      0.0399      0.0235       0.151       1.591       1.309     112.973       0.180       5.822       5.255        0.31     127044.    0.2714
       27.59      0.3736      0.6028      0.0361      0.0224       0.144       1.518       1.184     107.741       0.171       5.265       4.983        0.31     127207.    0.2447
       28.97      0.3923      0.5956      0.0322      0.0212       0.137       1.439       1.056     102.165       0.163       4.698       4.689        0.31     127375.    0.2175
       30.35      0.4109      0.5814      0.0283      0.0200       0.129       1.356       0.927      96.247       0.153       4.124       4.369        0.31     127548.    0.1899
       31.73      0.4296      0.5584      0.0243      0.0187       0.121       1.268       0.796      89.990       0.143       3.542       4.014        0.31     127727.    0.1617
       33.11      0.4483      0.5246      0.0203      0.0173       0.112       1.175       0.665      83.399       0.133       2.956       3.614        0.31     127911.    0.1330
       34.49      0.4670      0.4768      0.0162      0.0159       0.103       1.077       0.532      76.486       0.122       2.365       3.153        0.31     128101.    0.1038
       35.87      0.4857      0.4105      0.0122      0.0144       0.093       0.976       0.399      69.262       0.110       1.773       2.610        0.31     128297.    0.0744
       37.25      0.5043      0.3186      0.0081      0.0128       0.083       0.870       0.266      61.747       0.098       1.181       1.951        0.31     128497.    0.0454
       38.63      0.5230      0.1894      0.0041      0.0112       0.072       0.760       0.133      53.953       0.086       0.592       1.118        0.31     128700.    0.0184
       40.01      0.5417     -0.0029     -0.0001      0.0095       0.061       0.644      -0.002      45.704       0.073      -0.008      -0.017        0.31     128880.    0.0000



         PROP RPM =       7000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.0956      0.0316       0.324       2.919       4.261     241.771       0.330      18.955       7.995        0.36     145708.    0.7449
        1.64      0.0191      0.0563      0.0935      0.0317       0.325       2.924       4.172     242.149       0.330      18.557       7.815        0.36     145795.    0.7205
        3.29      0.0381      0.1100      0.0914      0.0317       0.325       2.925       4.078     242.208       0.330      18.137       7.636        0.36     145887.    0.6960
        4.93      0.0572      0.1612      0.0892      0.0317       0.324       2.921       3.978     241.879       0.330      17.693       7.459        0.36     145984.    0.6714
        6.57      0.0763      0.2099      0.0868      0.0316       0.323       2.913       3.873     241.210       0.329      17.229       7.283        0.36     146086.    0.6470
        8.22      0.0954      0.2561      0.0844      0.0314       0.322       2.900       3.765     240.210       0.328      16.745       7.108        0.36     146193.    0.6225
        9.86      0.1144      0.2998      0.0818      0.0312       0.320       2.883       3.650     238.731       0.326      16.235       6.935        0.36     146305.    0.5980
       11.51      0.1335      0.3410      0.0792      0.0310       0.318       2.860       3.531     236.841       0.323      15.704       6.761        0.36     146423.    0.5734
       13.15      0.1526      0.3798      0.0764      0.0307       0.315       2.832       3.407     234.540       0.320      15.153       6.588        0.36     146546.    0.5489
       14.79      0.1717      0.4160      0.0735      0.0303       0.311       2.798       3.277     231.718       0.316      14.577       6.415        0.36     146675.    0.5242
       16.44      0.1907      0.4497      0.0705      0.0299       0.306       2.758       3.142     228.386       0.312      13.978       6.241        0.36     146810.    0.4993
       18.08      0.2098      0.4807      0.0673      0.0294       0.301       2.711       3.002     224.495       0.306      13.353       6.065        0.36     146951.    0.4743
       19.72      0.2289      0.5091      0.0641      0.0288       0.295       2.657       2.857     220.076       0.300      12.706       5.887        0.36     147097.    0.4491
       21.37      0.2480      0.5346      0.0607      0.0281       0.288       2.598       2.707     215.126       0.293      12.040       5.707        0.36     147249.    0.4238
       23.01      0.2670      0.5571      0.0572      0.0274       0.281       2.531       2.553     209.639       0.286      11.354       5.523        0.36     147408.    0.3983
       24.65      0.2861      0.5765      0.0537      0.0266       0.273       2.458       2.394     203.605       0.278      10.650       5.334        0.36     147572.    0.3725
       26.30      0.3052      0.5924      0.0500      0.0258       0.264       2.379       2.232     197.015       0.269       9.928       5.138        0.36     147743.    0.3465
       27.94      0.3242      0.6045      0.0463      0.0248       0.255       2.293       2.066     189.862       0.259       9.189       4.935        0.36     147920.    0.3202
       29.59      0.3433      0.6125      0.0425      0.0238       0.244       2.199       1.896     182.138       0.248       8.434       4.722        0.36     148103.    0.2935
       31.23      0.3624      0.6155      0.0386      0.0227       0.233       2.099       1.723     173.838       0.237       7.665       4.496        0.36     148293.    0.2664
       32.87      0.3815      0.6130      0.0347      0.0216       0.221       1.992       1.547     164.957       0.225       6.882       4.254        0.36     148489.    0.2388
       34.52      0.4005      0.6039      0.0307      0.0203       0.209       1.878       1.368     155.496       0.212       6.086       3.991        0.36     148692.    0.2107
       36.16      0.4196      0.5867      0.0266      0.0190       0.195       1.756       1.187     145.457       0.198       5.280       3.701        0.36     148902.    0.1820
       37.80      0.4387      0.5595      0.0225      0.0176       0.181       1.628       1.004     134.850       0.184       4.464       3.376        0.36     149118.    0.1527
       39.45      0.4578      0.5193      0.0184      0.0162       0.166       1.493       0.819     123.686       0.169       3.643       3.003        0.36     149341.    0.1227
       41.09      0.4768      0.4621      0.0142      0.0147       0.150       1.352       0.633     111.986       0.153       2.817       2.565        0.37     149571.    0.0921
       42.73      0.4959      0.3811      0.0100      0.0131       0.134       1.205       0.448      99.779       0.136       1.991       2.034        0.37     149807.    0.0614
       44.38      0.5150      0.2657      0.0059      0.0114       0.117       1.052       0.262      87.096       0.119       1.167       1.366        0.37     150048.    0.0316
       46.02      0.5340      0.0958      0.0017      0.0097       0.099       0.892       0.077      73.900       0.101       0.344       0.475        0.37     150287.    0.0060
       47.66      0.5531



         PROP RPM =       8000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.0961      0.0316       0.483       3.808       5.597     360.382       0.430      24.896       7.044        0.41     166517.    0.7522
        1.85      0.0187      0.0557      0.0941      0.0316       0.484       3.813       5.482     360.939       0.431      24.384       6.889        0.41     166615.    0.7280
        3.69      0.0375      0.1090      0.0920      0.0316       0.484       3.815       5.360     361.044       0.431      23.843       6.734        0.41     166718.    0.7037
        5.54      0.0562      0.1597      0.0898      0.0316       0.484       3.810       5.232     360.577       0.430      23.272       6.581        0.41     166827.    0.6795
        7.38      0.0749      0.2081      0.0875      0.0315       0.482       3.799       5.098     359.598       0.429      22.675       6.430        0.41     166942.    0.6553
        9.23      0.0937      0.2540      0.0851      0.0314       0.480       3.784       4.958     358.150       0.428      22.054       6.279        0.41     167062.    0.6311
       11.07      0.1124      0.2975      0.0826      0.0312       0.477       3.761       4.811     356.010       0.425      21.399       6.129        0.41     167188.    0.6068
       12.92      0.1312      0.3387      0.0800      0.0310       0.474       3.732       4.658     353.243       0.422      20.717       5.981        0.41     167319.    0.5826
       14.76      0.1499      0.3774      0.0772      0.0307       0.469       3.697       4.499     349.909       0.418      20.011       5.832        0.41     167457.    0.5583
       16.61      0.1686      0.4138      0.0744      0.0303       0.464       3.653       4.333     345.790       0.413      19.272       5.683        0.41     167602.    0.5339
       18.45      0.1874      0.4477      0.0714      0.0299       0.457       3.602       4.160     340.966       0.407      18.505       5.534        0.41     167752.    0.5095
       20.30      0.2061      0.4791      0.0683      0.0294       0.450       3.543       3.980     335.304       0.400      17.704       5.384        0.41     167909.    0.4848
       22.14      0.2248      0.5080      0.0651      0.0288       0.441       3.475       3.794     328.865       0.393      16.876       5.233        0.41     168072.    0.4600
       23.99      0.2436      0.5342      0.0618      0.0282       0.431       3.398       3.602     321.650       0.384      16.022       5.079        0.41     168242.    0.4351
       25.83      0.2623      0.5576      0.0584      0.0275       0.421       3.314       3.404     313.648       0.374      15.143       4.923        0.41     168418.    0.4100
       27.68      0.2811      0.5780      0.0550      0.0267       0.409       3.221       3.202     304.848       0.364      14.240       4.763        0.41     168601.    0.3847
       29.52      0.2998      0.5953      0.0514      0.0259       0.396       3.119       2.994     295.235       0.352      13.315       4.599        0.41     168791.    0.3592
       31.37      0.3185      0.6090      0.0477      0.0250       0.382       3.009       2.781     284.799       0.340      12.369       4.429        0.41     168988.    0.3333
       33.22      0.3373      0.6189      0.0440      0.0240       0.367       2.890       2.563     273.527       0.326      11.401       4.250        0.41     169192.    0.3071
       35.06      0.3560      0.6244      0.0402      0.0229       0.351       2.762       2.341     261.412       0.312      10.415       4.062        0.42     169403.    0.2806
       36.91      0.3747      0.6249      0.0363      0.0218       0.333       2.625       2.116     248.447       0.297       9.410       3.862        0.42     169621.    0.2536
       38.75      0.3935      0.6194      0.0324      0.0206       0.315       2.479       1.886     234.629       0.280       8.389       3.646        0.42     169846.    0.2260
       40.60      0.4122      0.6068      0.0284      0.0193       0.295       2.324       1.653     219.962       0.263       7.354       3.409        0.42     170079.    0.1979
       42.44      0.4309      0.5853      0.0243      0.0179       0.274       2.160       1.418     204.455       0.244       6.307       3.146        0.42     170319.    0.1691
       44.29      0.4497      0.5525      0.0203      0.0165       0.252       1.988       1.180     188.122       0.225       5.250       2.846        0.42     170566.    0.1395
       46.13      0.4684      0.5050      0.0162      0.0150       0.229       1.807       0.941     170.990       0.204       4.187       2.497        0.42     170821.    0.1093
       47.98      0.4872      0.4372      0.0120      0.0134       0.205       1.617       0.702     153.095       0.183       3.121       2.079        0.42     171083.    0.0786
       49.82      0.5059      0.3406      0.0079      0.0118       0.180       1.421       0.462     134.482       0.161       2.056       1.559        0.42     171352.    0.0479
       51.67      0.5246      0.1997      0.0038      0.0101       0.154       1.217       0.224     115.178       0.137       0.996       0.882        0.42     171624.    0.0188
       53.51      0.5434     -0.0260     -0.0004      0.0083       0.127       0.997      -0.023      94.354       0.113      -0.103      -0.111        0.42     171833.    0.0000



         PROP RPM =       9000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.0967      0.0316       0.689       4.826       7.130     513.824       0.545      31.712       6.293        0.46     187323.    0.7585
        2.07      0.0187      0.0558      0.0947      0.0317       0.690       4.833       6.984     514.601       0.546      31.063       6.155        0.46     187434.    0.7342
        4.14      0.0373      0.1092      0.0926      0.0317       0.690       4.834       6.830     514.748       0.546      30.378       6.018        0.46     187550.    0.7098
        6.21      0.0560      0.1601      0.0904      0.0316       0.689       4.828       6.667     514.064       0.545      29.654       5.882        0.46     187672.    0.6855
        8.28      0.0747      0.2085      0.0881      0.0316       0.687       4.814       6.497     512.633       0.544      28.897       5.748        0.46     187801.    0.6613
       10.35      0.0934      0.2546      0.0857      0.0314       0.685       4.795       6.320     510.532       0.542      28.110       5.615        0.46     187936.    0.6371
       12.41      0.1120      0.2983      0.0832      0.0312       0.680       4.766       6.133     507.445       0.538      27.280       5.482        0.46     188077.    0.6128
       14.48      0.1307      0.3397      0.0806      0.0310       0.675       4.728       5.939     503.442       0.534      26.415       5.350        0.46     188225.    0.5885
       16.55      0.1494      0.3787      0.0778      0.0307       0.669       4.683       5.738     498.630       0.529      25.521       5.219        0.46     188380.    0.5643
       18.62      0.1681      0.4154      0.0750      0.0303       0.661       4.627       5.527     492.689       0.523      24.583       5.088        0.46     188542.    0.5399
       20.69      0.1867      0.4496      0.0720      0.0299       0.651       4.562       5.308     485.744       0.515      23.612       4.957        0.46     188711.    0.5155
       22.76      0.2054      0.4814      0.0689      0.0294       0.640       4.485       5.080     477.588       0.507      22.596       4.825        0.47     188887.    0.4908
       24.83      0.2241      0.5107      0.0657      0.0288       0.628       4.398       4.844     468.314       0.497      21.546       4.692        0.47     189070.    0.4661
       26.90      0.2428      0.5373      0.0624      0.0282       0.614       4.301       4.601     457.923       0.486      20.463       4.557        0.47     189260.    0.4412
       28.97      0.2614      0.5613      0.0590      0.0275       0.599       4.192       4.350     446.399       0.474      19.349       4.420        0.47     189458.    0.4161
       31.04      0.2801      0.5823      0.0555      0.0267       0.582       4.073       4.093     433.727       0.460      18.205       4.280        0.47     189664.    0.3908
       33.10      0.2988      0.6003      0.0519      0.0259       0.563       3.943       3.829     419.888       0.446      17.032       4.136        0.47     189876.    0.3653
       35.17      0.3175      0.6148      0.0483      0.0249       0.543       3.802       3.559     404.864       0.430      15.831       3.987        0.47     190097.    0.3395
       37.24      0.3361      0.6256      0.0445      0.0239       0.521       3.650       3.283     388.640       0.412      14.605       3.832        0.47     190325.    0.3134
       39.31      0.3548      0.6322      0.0407      0.0229       0.498       3.486       3.002     371.202       0.394      13.354       3.668        0.47     190562.    0.2869
       41.38      0.3735      0.6339      0.0368      0.0217       0.473       3.311       2.716     352.542       0.374      12.080       3.494        0.47     190806.    0.2599
       43.45      0.3922      0.6297      0.0329      0.0205       0.446       3.124       2.425     332.657       0.353      10.785       3.306        0.47     191058.    0.2324
       45.52      0.4108      0.6187      0.0289      0.0192       0.418       2.926       2.130     311.549       0.331       9.472       3.100        0.47     191319.    0.2042
       47.59      0.4295      0.5990      0.0248      0.0178       0.388       2.716       1.831     289.232       0.307       8.144       2.871        0.47     191587.    0.1754
       49.66      0.4482      0.5683      0.0207      0.0164       0.356       2.496       1.530     265.726       0.282       6.803       2.611        0.47     191864.    0.1457
       51.73      0.4669      0.5232      0.0166      0.0148       0.323       2.264       1.226     241.069       0.256       5.454       2.307        0.47     192149.    0.1153
       53.79      0.4855      0.4580      0.0125      0.0133       0.289       2.022       0.922     215.310       0.228       4.101       1.942        0.47     192442.    0.0842
       55.86      0.5042      0.3642      0.0084      0.0116       0.253       1.770       0.618     188.515       0.200       2.749       1.487        0.47     192743.    0.0528
       57.93      0.5229      0.2260      0.0043      0.0099       0.216       1.509       0.315     160.731       0.171       1.403       0.890        0.47     193048.    0.0226
       60.00      0.5415      0.0065      0.0001      0.0081       0.176       1.233       0.007     131.292       0.139       0.032       0.025        0.47     193314.    0.0001



         PROP RPM =      10000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.0974      0.0318       0.949       5.981       8.867     707.595       0.676      39.440       5.684        0.52     208126.    0.7639
        2.30      0.0187      0.0562      0.0954      0.0318       0.950       5.990       8.685     708.631       0.677      38.631       5.559        0.52     208249.    0.7394
        4.61      0.0374      0.1098      0.0933      0.0318       0.951       5.991       8.494     708.802       0.677      37.780       5.435        0.52     208379.    0.7150
        6.91      0.0562      0.1610      0.0911      0.0318       0.949       5.983       8.291     707.806       0.676      36.878       5.313        0.52     208516.    0.6905
        9.22      0.0749      0.2098      0.0888      0.0317       0.946       5.965       8.079     705.744       0.674      35.935       5.192        0.52     208660.    0.6661
       11.52      0.0936      0.2562      0.0863      0.0315       0.942       5.940       7.858     702.738       0.671      34.954       5.072        0.52     208811.    0.6418
       13.82      0.1123      0.3002      0.0838      0.0313       0.937       5.903       7.626     698.363       0.667      33.921       4.953        0.52     208969.    0.6174
       16.13      0.1310      0.3419      0.0811      0.0311       0.929       5.855       7.384     692.686       0.661      32.842       4.835        0.52     209134.    0.5930
       18.43      0.1497      0.3812      0.0784      0.0308       0.920       5.797       7.133     685.876       0.655      31.727       4.717        0.52     209307.    0.5686
       20.74      0.1685      0.4181      0.0755      0.0304       0.909       5.726       6.870     677.485       0.647      30.558       4.599        0.52     209488.    0.5441
       23.04      0.1872      0.4527      0.0725      0.0300       0.895       5.643       6.598     667.684       0.638      29.346       4.482        0.52     209677.    0.5196
       25.35      0.2059      0.4849      0.0694      0.0295       0.880       5.546       6.313     656.185       0.627      28.080       4.364        0.52     209874.    0.4949
       27.65      0.2246      0.5145      0.0661      0.0289       0.862       5.436       6.018     643.118       0.614      26.770       4.245        0.52     210079.    0.4700
       29.95      0.2433      0.5416      0.0628      0.0282       0.843       5.312       5.715     628.484       0.600      25.419       4.124        0.52     210291.    0.4450
       32.26      0.2620      0.5659      0.0594      0.0275       0.821       5.175       5.402     612.261       0.585      24.028       4.002        0.52     210513.    0.4198
       34.56      0.2808      0.5875      0.0558      0.0267       0.797       5.024       5.081     594.428       0.568      22.601       3.877        0.52     210742.    0.3945
       36.87      0.2995      0.6059      0.0522      0.0258       0.771       4.860       4.752     574.959       0.549      21.137       3.749        0.52     210980.    0.3688
       39.17      0.3182      0.6209      0.0485      0.0249       0.743       4.681       4.415     553.829       0.529      19.639       3.616        0.52     211226.    0.3429
       41.47      0.3369      0.6323      0.0447      0.0238       0.712       4.488       4.071     531.017       0.507      18.109       3.477        0.52     211481.    0.3167
       43.78      0.3556      0.6394      0.0409      0.0227       0.679       4.281       3.720     506.506       0.484      16.548       3.331        0.52     211745.    0.2900
       46.08      0.3743      0.6416      0.0369      0.0216       0.644       4.059       3.363     480.284       0.459      14.958       3.176        0.52     212018.    0.2629
       48.39      0.3931      0.6381      0.0330      0.0203       0.607       3.823       3.000     452.345       0.432      13.343       3.008        0.52     212299.    0.2351
       50.69      0.4118      0.6275      0.0289      0.0190       0.567       3.573       2.632     422.698       0.404      11.705       2.824        0.52     212590.    0.2068
       53.00      0.4305      0.6083      0.0248      0.0176       0.525       3.308       2.259     391.358       0.374      10.048       2.618        0.52     212890.    0.1776
       55.30      0.4492      0.5778      0.0207      0.0161       0.481       3.029       1.883     358.358       0.342       8.376       2.383        0.52     213199.    0.1476
       57.60      0.4679      0.5324      0.0165      0.0145       0.434       2.736       1.505     323.751       0.309       6.693       2.108        0.52     213517.    0.1167
       59.91      0.4866      0.4661      0.0124      0.0129       0.386       2.431       1.125     287.610       0.275       5.006       1.775        0.52     213844.    0.0850
       62.21      0.5054      0.3693      0.0082      0.0112       0.335       2.113       0.746     250.027       0.239       3.320       1.354        0.52     214179.    0.0528
       64.52      0.5241      0.2244      0.0041      0.0095       0.283       1.784       0.369     211.063       0.202       1.642       0.793        0.52     214519.    0.0218
       66.82      0.5428     -0.0160     -0.0002      0.0076       0.227       1.430      -0.020     169.204       0.162      -0.091      -0.055        0.52     214787.    0.0000



         PROP RPM =      11000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.0982      0.0320       1.271       7.283      10.819     947.820       0.823      48.124       5.177        0.57     228924.    0.7687
        2.54      0.0187      0.0563      0.0962      0.0320       1.273       7.293      10.598     949.136       0.824      47.138       5.064        0.57     229061.    0.7441
        5.07      0.0375      0.1101      0.0941      0.0320       1.273       7.294      10.364     949.308       0.824      46.101       4.952        0.57     229204.    0.7196
        7.61      0.0562      0.1615      0.0919      0.0320       1.271       7.284      10.117     947.896       0.823      45.002       4.841        0.57     229356.    0.6950
       10.15      0.0749      0.2105      0.0895      0.0319       1.267       7.261       9.858     945.001       0.820      43.851       4.732        0.57     229515.    0.6706
       12.68      0.0937      0.2571      0.0871      0.0317       1.262       7.229       9.589     940.816       0.817      42.654       4.623        0.57     229681.    0.6462
       15.22      0.1124      0.3013      0.0845      0.0315       1.254       7.183       9.306     934.803       0.812      41.393       4.515        0.57     229856.    0.6217
       17.76      0.1311      0.3432      0.0818      0.0313       1.243       7.123       9.010     926.992       0.805      40.077       4.409        0.57     230039.    0.5973
       20.29      0.1499      0.3827      0.0790      0.0309       1.231       7.051       8.704     917.641       0.797      38.715       4.302        0.57     230231.    0.5729
       22.83      0.1686      0.4200      0.0761      0.0306       1.215       6.963       8.383     906.151       0.787      37.288       4.196        0.57     230431.    0.5484
       25.37      0.1873      0.4548      0.0731      0.0301       1.197       6.860       8.050     892.746       0.775      35.808       4.090        0.57     230639.    0.5238
       27.90      0.2060      0.4873      0.0699      0.0296       1.176       6.739       7.703     877.039       0.761      34.262       3.984        0.57     230857.    0.4990
       30.44      0.2248      0.5173      0.0667      0.0290       1.152       6.602       7.343     859.199       0.746      32.661       3.876        0.57     231083.    0.4741
       32.98      0.2435      0.5447      0.0633      0.0283       1.125       6.449       6.972     839.230       0.729      31.011       3.768        0.57     231318.    0.4491
       35.51      0.2622      0.5695      0.0598      0.0276       1.096       6.279       6.590     817.109       0.709      29.312       3.658        0.57     231562.    0.4238
       38.05      0.2810      0.5915      0.0563      0.0267       1.063       6.092       6.198     792.803       0.688      27.568       3.546        0.57     231815.    0.3984
       40.59      0.2997      0.6104      0.0526      0.0258       1.028       5.888       5.796     766.280       0.665      25.780       3.431        0.57     232077.    0.3728
       43.12      0.3184      0.6260      0.0489      0.0249       0.989       5.667       5.384     737.506       0.640      23.949       3.311        0.57     232349.    0.3468
       45.66      0.3372      0.6379      0.0451      0.0238       0.947       5.428       4.964     706.454       0.613      22.079       3.187        0.57     232631.    0.3205
       48.20      0.3559      0.6457      0.0412      0.0227       0.903       5.172       4.535     673.100       0.584      20.172       3.056        0.57     232922.    0.2937
       50.73      0.3746      0.6486      0.0372      0.0215       0.855       4.898       4.098     637.430       0.553      18.230       2.916        0.57     233222.    0.2665
       53.27      0.3934      0.6458      0.0332      0.0202       0.804       4.606       3.655     599.439       0.520      16.256       2.765        0.57     233533.    0.2386
       55.81      0.4121      0.6360      0.0291      0.0189       0.750       4.296       3.205     559.134       0.485      14.254       2.600        0.57     233854.    0.2100
       58.34      0.4308      0.6175      0.0250      0.0174       0.693       3.969       2.749     516.540       0.448      12.229       2.414        0.57     234184.    0.1807
       60.88      0.4496      0.5877      0.0208      0.0159       0.633       3.625       2.290     471.704       0.409      10.185       2.202        0.57     234525.    0.1504
       63.41      0.4683      0.5426      0.0166      0.0143       0.570       3.263       1.828     424.697       0.369       8.129       1.952        0.57     234875.    0.1191
       65.95      0.4870      0.4763      0.0124      0.0127       0.504       2.886       1.364     375.618       0.326       6.068       1.647        0.57     235236.    0.0868
       68.49      0.5058      0.3781      0.0082      0.0109       0.435       2.494       0.901     324.597       0.282       4.008       1.259        0.57     235605.    0.0540
       71.02      0.5245      0.2288      0.0040      0.0092       0.364       2.088       0.440     271.711       0.236       1.958       0.735        0.58     235979.    0.0220
       73.56      0.5432     -0.0284     -0.0004      0.0072       0.287       1.646      -0.042     214.215       0.186      -0.185      -0.088        0.58     236243.    0.0000



         PROP RPM =      12000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.0992      0.0322       1.665       8.744      12.999    1241.446       0.988      57.819       4.749        0.62     249718.    0.7729
        2.82      0.0191      0.0574      0.0971      0.0323       1.667       8.756      12.728    1243.075       0.989      56.613       4.644        0.62     249870.    0.7478
        5.64      0.0382      0.1123      0.0949      0.0323       1.667       8.756      12.443    1243.142       0.989      55.344       4.540        0.62     250031.    0.7228
        8.46      0.0573      0.1646      0.0926      0.0322       1.664       8.741      12.140    1241.031       0.988      53.998       4.437        0.62     250200.    0.6978
       11.29      0.0764      0.2145      0.0902      0.0321       1.659       8.712      11.822    1236.848       0.984      52.585       4.335        0.62     250379.    0.6728
       14.11      0.0955      0.2619      0.0877      0.0320       1.651       8.670      11.492    1230.858       0.979      51.115       4.235        0.62     250566.    0.6479
       16.93      0.1146      0.3069      0.0850      0.0317       1.639       8.610      11.143    1222.330       0.973      49.565       4.135        0.62     250762.    0.6230
       19.75      0.1337      0.3495      0.0822      0.0315       1.624       8.532      10.779    1211.339       0.964      47.945       4.036        0.62     250968.    0.5981
       22.57      0.1528      0.3896      0.0794      0.0311       1.607       8.439      10.402    1198.173       0.953      46.267       3.938        0.62     251183.    0.5732
       25.39      0.1719      0.4274      0.0763      0.0307       1.585       8.326      10.006    1182.064       0.941      44.508       3.840        0.62     251408.    0.5482
       28.22      0.1910      0.4628      0.0732      0.0302       1.560       8.193       9.596    1163.254       0.926      42.681       3.741        0.62     251643.    0.5231
       31.04      0.2101      0.4957      0.0699      0.0296       1.531       8.039       9.166    1141.298       0.908      40.772       3.643        0.62     251888.    0.4978
       33.86      0.2292      0.5260      0.0665      0.0290       1.497       7.864       8.722    1116.414       0.888      38.797       3.544        0.62     252142.    0.4724
       36.68      0.2483      0.5537      0.0631      0.0283       1.460       7.668       8.264    1088.597       0.866      36.760       3.443        0.62     252407.    0.4468
       39.50      0.2674      0.5787      0.0595      0.0275       1.419       7.451       7.793    1057.812       0.842      34.664       3.342        0.62     252682.    0.4210
       42.32      0.2865      0.6007      0.0558      0.0266       1.373       7.213       7.309    1024.013       0.815      32.511       3.237        0.62     252967.    0.3950
       45.14      0.3056      0.6195      0.0520      0.0256       1.324       6.953       6.813     987.160       0.786      30.303       3.130        0.62     253263.    0.3688
       47.97      0.3247      0.6348      0.0481      0.0246       1.270       6.672       6.305     947.206       0.754      28.044       3.019        0.62     253569.    0.3422
       50.79      0.3438      0.6463      0.0441      0.0235       1.212       6.368       5.786     904.117       0.719      25.735       2.903        0.62     253887.    0.3151
       53.61      0.3629      0.6532      0.0401      0.0223       1.150       6.042       5.257     857.863       0.683      23.381       2.779        0.62     254215.    0.2876
       56.43      0.3820      0.6548      0.0360      0.0210       1.084       5.694       4.718     808.433       0.643      20.985       2.647        0.62     254554.    0.2595
       59.25      0.4011      0.6501      0.0318      0.0196       1.014       5.324       4.171     755.823       0.601      18.552       2.503        0.62     254904.    0.2307
       62.07      0.4202      0.6376      0.0276      0.0182       0.939       4.931       3.616     700.057       0.557      16.085       2.343        0.62     255266.    0.2011
       64.89      0.4393      0.6149      0.0233      0.0167       0.860       4.516       3.056     641.182       0.510      13.591       2.162        0.62     255639.    0.1705
       67.72      0.4584      0.5789      0.0190      0.0150       0.777       4.080       2.490     579.277       0.461      11.077       1.950        0.63     256023.    0.1389
       70.54      0.4775      0.5242      0.0147      0.0134       0.690       3.624       1.923     514.463       0.409       8.552       1.695        0.63     256419.    0.1061
       73.36      0.4966      0.4421      0.0103      0.0116       0.599       3.148       1.354     446.900       0.356       6.024       1.375        0.63     256825.    0.0722
       76.18      0.5157      0.3168      0.0060      0.0098       0.505       2.654       0.788     376.767       0.300       3.504       0.948        0.63     257240.    0.0380
       79.00      0.5348      0.1146      0.0017      0.0079       0.407       2.140       0.222     303.787       0.242       0.986       0.331        0.63     257646.    0.0070
       81.82      0.5539



         PROP RPM =      13000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
