         7x11E                    (7x11E.dat)
         v2022-0915
         Simulation Date: 11/07/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS:
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Mach (at prop tip)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =       1000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       16.92      0.3646      0.3953      0.1505      0.1389       0.064       0.580       0.564      48.040       0.066       2.510       5.329        0.20      46573.    0.3356
       19.74      0.4254      0.4497      0.1508      0.1427       0.066       0.596       0.566      49.363       0.067       2.515       5.196        0.20      46786.    0.3276
       22.56      0.4862      0.4997      0.1511      0.1470       0.068       0.614       0.567      50.864       0.069       2.520       5.053        0.20      47023.    0.3188
       25.38      0.5470      0.5451      0.1513      0.1518       0.070       0.634       0.567      52.521       0.072       2.523       4.899        0.20      47286.    0.3093
       28.20      0.6077      0.5859      0.1513      0.1569       0.073       0.656       0.567      54.293       0.074       2.523       4.739        0.20      47575.    0.2992
       31.02      0.6685      0.6222      0.1510      0.1622       0.075       0.678       0.566      56.123       0.077       2.518       4.575        0.20      47889.    0.2885
       33.84      0.7293      0.6542      0.1502      0.1675       0.078       0.700       0.563      57.931       0.079       2.505       4.409        0.20      48229.    0.2774
       36.66      0.7901      0.6822      0.1488      0.1723       0.080       0.720       0.558      59.616       0.081       2.482       4.245        0.20      48594.    0.2658
       39.48      0.8508      0.7068      0.1466      0.1765       0.082       0.737       0.550      61.045       0.083       2.445       4.084        0.20      48984.    0.2538
       42.30      0.9116      0.7284      0.1433      0.1794       0.083       0.749       0.537      62.050       0.085       2.390       3.928        0.20      49400.    0.2414
       45.12      0.9724      0.7477      0.1388      0.1805       0.084       0.754       0.520      62.435       0.085       2.314       3.780        0.20      49840.    0.2286
       47.94      1.0331      0.7651      0.1328      0.1793       0.083       0.749       0.498      62.018       0.085       2.214       3.641        0.20      50305.    0.2153
       50.76      1.0939      0.7810      0.1253      0.1755       0.081       0.733       0.470      60.714       0.083       2.090       3.510        0.21      50794.    0.2017
       53.58      1.1547      0.7952      0.1166      0.1693       0.079       0.707       0.437      58.557       0.080       1.944       3.385        0.21      51304.    0.1876
       56.40      1.2155      0.8071      0.1068      0.1608       0.075       0.672       0.400      55.642       0.076       1.781       3.264        0.21      51836.    0.1731
       59.22      1.2762      0.8156      0.0962      0.1505       0.070       0.629       0.361      52.076       0.071       1.604       3.142        0.21      52388.    0.1582
       62.04      1.3370      0.8197      0.0850      0.1386       0.064       0.579       0.319      47.956       0.065       1.417       3.014        0.21      52958.    0.1426
       64.86      1.3978      0.8175      0.0733      0.1253       0.058       0.524       0.275      43.362       0.059       1.223       2.875        0.21      53547.    0.1263
       67.68      1.4586      0.8060      0.0613      0.1109       0.051       0.463       0.230      38.361       0.052       1.022       2.717        0.21      54153.    0.1092
       70.50      1.5193      0.7806      0.0490      0.0954       0.044       0.399       0.184      33.012       0.045       0.818       2.526        0.22      54776.    0.0908
       73.32      1.5801      0.7321      0.0367      0.0791       0.037       0.330       0.137      27.371       0.037       0.611       2.278        0.22      55414.    0.0708
       76.14      1.6409      0.6412      0.0243      0.0621       0.029       0.260       0.091      21.497       0.029       0.405       1.921        0.22      56068.    0.0486
       78.96      1.7017      0.4579      0.0120      0.0447       0.021       0.187       0.045      15.455       0.021       0.200       1.323        0.22      56738.    0.0235
       81.78      1.7624      0.0006      0.0000      0.0269       0.012       0.113       0.000       9.317       0.013       0.000       0.002        0.22      57421.    0.0000



         PROP RPM =       8000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1506      0.1263       0.087       0.689       0.738      65.222       0.078       3.281       5.129        0.22      52308.    0.3692
        3.23      0.0608      0.0719      0.1503      0.1271       0.088       0.694       0.736      65.648       0.078       3.274       5.086        0.22      52405.    0.3658
        6.45      0.1217      0.1423      0.1502      0.1283       0.089       0.700       0.735      66.276       0.079       3.271       5.032        0.22      52522.    0.3617
        9.68      0.1825      0.2107      0.1501      0.1300       0.090       0.709       0.735      67.138       0.080       3.270       4.966        0.22      52660.    0.3569
       12.90      0.2433      0.2765      0.1502      0.1322       0.092       0.721       0.736      68.262       0.081       3.272       4.888        0.22      52823.    0.3514
       16.13      0.3042      0.3391      0.1504      0.1349       0.093       0.736       0.737      69.665       0.083       3.276       4.795        0.22      53012.    0.3450
       19.36      0.3650      0.3980      0.1507      0.1382       0.096       0.754       0.738      71.359       0.085       3.282       4.690        0.22      53228.    0.3377
       22.58      0.4258      0.4528      0.1510      0.1420       0.098       0.775       0.739      73.340       0.088       3.289       4.573        0.22      53471.    0.3297
       25.81      0.4867      0.5030      0.1513      0.1464       0.101       0.799       0.741      75.591       0.090       3.296       4.446        0.22      53743.    0.3208
       29.03      0.5475      0.5487      0.1515      0.1512       0.105       0.825       0.742      78.076       0.093       3.300       4.311        0.23      54044.    0.3112
       32.26      0.6083      0.5896      0.1515      0.1564       0.108       0.853       0.742      80.735       0.096       3.301       4.169        0.23      54374.    0.3010
       35.49      0.6692      0.6260      0.1512      0.1617       0.112       0.882       0.741      83.483       0.100       3.294       4.024        0.23      54734.    0.2903
       38.71      0.7300      0.6580      0.1505      0.1669       0.116       0.911       0.737      86.202       0.103       3.278       3.877        0.23      55123.    0.2790
       41.94      0.7908      0.6861      0.1491      0.1718       0.119       0.938       0.730      88.737       0.106       3.248       3.732        0.23      55541.    0.2673
       45.16      0.8517      0.7107      0.1469      0.1760       0.122       0.960       0.719      90.890       0.108       3.200       3.590        0.23      55988.    0.2552
       48.39      0.9125      0.7324      0.1436      0.1790       0.124       0.976       0.703      92.411       0.110       3.129       3.452        0.23      56464.    0.2427
       51.62      0.9733      0.7516      0.1391      0.1801       0.125       0.983       0.681      93.001       0.111       3.029       3.322        0.23      56968.    0.2298
       54.84      1.0342      0.7691      0.1331      0.1789       0.124       0.976       0.652      92.386       0.110       2.898       3.199        0.23      57500.    0.2164
       58.07      1.0950      0.7850      0.1256      0.1751       0.121       0.956       0.615      90.443       0.108       2.735       3.084        0.24      58060.    0.2027
       61.29      1.1558      0.7993      0.1168      0.1689       0.117       0.921       0.572      87.216       0.104       2.544       2.975        0.24      58644.    0.1886
       64.52      1.2167      0.8114      0.1070      0.1604       0.111       0.875       0.524      82.847       0.099       2.331       2.869        0.24      59253.    0.1741
       67.75      1.2775      0.8203      0.0964      0.1501       0.104       0.819       0.472      77.498       0.093       2.099       2.762        0.24      59885.    0.1591
       70.97      1.3383      0.8249      0.0851      0.1381       0.096       0.753       0.417      71.313       0.085       1.854       2.651        0.24      60538.    0.1435
       74.20      1.3992      0.8234      0.0734      0.1247       0.086       0.681       0.359      64.411       0.077       1.599       2.531        0.24      61212.    0.1272
       77.42      1.4600      0.8131      0.0614      0.1102       0.076       0.601       0.300      56.892       0.068       1.336       2.395        0.24      61906.    0.1101
       80.65      1.5208      0.7891      0.0491      0.0946       0.066       0.516       0.240      48.845       0.058       1.069       2.232        0.25      62618.    0.0917
       83.88      1.5817      0.7426      0.0367      0.0782       0.054       0.426       0.180      40.355       0.048       0.799       2.019        0.25      63349.    0.0718
       87.10      1.6425      0.6541      0.0243      0.0610       0.042       0.333       0.119      31.513       0.038       0.529       1.713        0.25      64098.    0.0495
       90.33      1.7033      0.4725      0.0120      0.0434       0.030       0.237       0.059      22.416       0.027       0.262       1.193        0.25      64864.    0.0243
       93.55      1.7642      0.0023      0.0000      0.0255       0.018       0.139       0.000      13.174       0.016       0.001       0.006        0.25      65647.    0.0000



         PROP RPM =       9000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1507      0.1258       0.124       0.868       0.934      92.472       0.098       4.154       4.581        0.25      58846.    0.3711
        3.63      0.0609      0.0724      0.1504      0.1266       0.125       0.874       0.932      93.077       0.099       4.147       4.543        0.25      58955.    0.3677
        7.27      0.1218      0.1432      0.1503      0.1278       0.126       0.883       0.931      93.971       0.100       4.142       4.495        0.25      59087.    0.3636
       10.90      0.1827      0.2120      0.1502      0.1295       0.128       0.894       0.931      95.200       0.101       4.141       4.436        0.25      59243.    0.3588
       14.53      0.2436      0.2781      0.1503      0.1317       0.130       0.909       0.932      96.802       0.103       4.144       4.365        0.25      59427.    0.3532
       18.17      0.3045      0.3411      0.1505      0.1344       0.132       0.928       0.933      98.805       0.105       4.150       4.283        0.25      59639.    0.3468
       21.80      0.3654      0.4003      0.1508      0.1377       0.136       0.951       0.935     101.223       0.107       4.158       4.189        0.25      59882.    0.3395
       25.43      0.4263      0.4553      0.1512      0.1415       0.140       0.977       0.937     104.054       0.110       4.167       4.084        0.25      60157.    0.3313
       29.06      0.4872      0.5058      0.1515      0.1459       0.144       1.007       0.939     107.272       0.114       4.176       3.970        0.25      60463.    0.3224
       32.70      0.5481      0.5516      0.1517      0.1507       0.149       1.041       0.940     110.826       0.118       4.182       3.848        0.25      60802.    0.3128
       36.33      0.6090      0.5927      0.1517      0.1559       0.154       1.077       0.940     114.633       0.122       4.183       3.721        0.25      61175.    0.3025
       39.96      0.6699      0.6292      0.1515      0.1613       0.159       1.114       0.939     118.569       0.126       4.176       3.591        0.26      61580.    0.2917
       43.60      0.7308      0.6613      0.1507      0.1666       0.164       1.150       0.934     122.468       0.130       4.155       3.460        0.26      62018.    0.2803
       47.23      0.7916      0.6894      0.1494      0.1715       0.169       1.184       0.926     126.107       0.134       4.118       3.330        0.26      62490.    0.2685
       50.86      0.8525      0.7140      0.1472      0.1757       0.173       1.213       0.912     129.201       0.137       4.057       3.202        0.26      62994.    0.2564
       54.50      0.9134      0.7356      0.1439      0.1787       0.176       1.234       0.892     131.393       0.139       3.968       3.079        0.26      63530.    0.2438
       58.13      0.9743      0.7549      0.1394      0.1799       0.177       1.242       0.864     132.253       0.140       3.842       2.962        0.26      64098.    0.2308
       61.76      1.0352      0.7724      0.1333      0.1787       0.176       1.234       0.826     131.389       0.139       3.676       2.853        0.26      64698.    0.2174
       65.39      1.0961      0.7884      0.1258      0.1749       0.172       1.208       0.780     128.621       0.136       3.469       2.750        0.26      65328.    0.2036
       69.03      1.1570      0.8028      0.1170      0.1687       0.166       1.165       0.725     124.012       0.132       3.226       2.653        0.27      65988.    0.1894
       72.66      1.2179      0.8150      0.1072      0.1602       0.158       1.106       0.664     117.763       0.125       2.955       2.559        0.27      66674.    0.1748
       76.29      1.2788      0.8242      0.0965      0.1498       0.148       1.034       0.598     110.104       0.117       2.661       2.464        0.27      67386.    0.1598
       79.93      1.3397      0.8293      0.0852      0.1377       0.136       0.951       0.528     101.241       0.107       2.350       2.367        0.27      68122.    0.1442
       83.56      1.4006      0.8284      0.0735      0.1242       0.122       0.858       0.455      91.345       0.097       2.026       2.261        0.27      68882.    0.1279
       87.19      1.4615      0.8190      0.0614      0.1096       0.108       0.757       0.381      80.560       0.085       1.693       2.143        0.28      69663.    0.1108
       90.83      1.5224      0.7962      0.0491      0.0939       0.093       0.648       0.304      69.011       0.073       1.353       2.000        0.28      70466.    0.0925
       94.46      1.5833      0.7514      0.0367      0.0773       0.076       0.534       0.227      56.823       0.060       1.011       1.814        0.28      71290.    0.0725
       98.09      1.6442      0.6648      0.0243      0.0600       0.059       0.414       0.150      44.125       0.047       0.669       1.546        0.28      72134.    0.0503
      101.72      1.7051      0.4838      0.0120      0.0422       0.042       0.292       0.074      31.061       0.033       0.330       1.085        0.28      72998.    0.0248
      105.36      1.7660     -0.0022      0.0000      0.0242       0.024       0.167       0.000      17.789       0.019      -0.001      -0.005        0.29      73879.    0.0000



         PROP RPM =      10000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1508      0.1254       0.170       1.069       1.154     126.441       0.121       5.131       4.138        0.28      65385.    0.3726
        4.04      0.0609      0.0727      0.1505      0.1262       0.171       1.076       1.151     127.269       0.122       5.122       4.104        0.28      65506.    0.3691
        8.08      0.1219      0.1438      0.1503      0.1274       0.172       1.086       1.150     128.494       0.123       5.117       4.061        0.28      65652.    0.3651
       12.12      0.1828      0.2129      0.1503      0.1291       0.175       1.100       1.150     130.178       0.124       5.116       4.007        0.28      65826.    0.3603
       16.16      0.2437      0.2793      0.1504      0.1313       0.178       1.119       1.151     132.376       0.126       5.120       3.944        0.28      66030.    0.3547
       20.20      0.3047      0.3426      0.1506      0.1340       0.181       1.142       1.153     135.126       0.129       5.127       3.869        0.28      66266.    0.3482
       24.24      0.3656      0.4020      0.1510      0.1373       0.186       1.170       1.155     138.450       0.132       5.138       3.784        0.28      66537.    0.3409
       28.28      0.4266      0.4573      0.1513      0.1411       0.191       1.203       1.158     142.342       0.136       5.150       3.689        0.28      66842.    0.3327
       32.31      0.4875      0.5080      0.1516      0.1455       0.197       1.241       1.160     146.771       0.140       5.161       3.586        0.28      67183.    0.3238
       36.35      0.5484      0.5540      0.1519      0.1504       0.203       1.282       1.162     151.665       0.145       5.170       3.476        0.28      67560.    0.3141
       40.39      0.6094      0.5951      0.1520      0.1556       0.210       1.326       1.163     156.912       0.150       5.172       3.361        0.28      67974.    0.3038
       44.43      0.6703      0.6317      0.1517      0.1610       0.218       1.372       1.161     162.343       0.155       5.163       3.243        0.28      68425.    0.2929
       48.47      0.7312      0.6639      0.1510      0.1663       0.225       1.418       1.155     167.728       0.160       5.139       3.124        0.29      68913.    0.2815
       52.51      0.7922      0.6920      0.1496      0.1713       0.232       1.460       1.145     172.761       0.165       5.093       3.006        0.29      69437.    0.2696
       56.55      0.8531      0.7167      0.1475      0.1756       0.237       1.496       1.128     177.051       0.169       5.019       2.891        0.29      69998.    0.2574
       60.59      0.9141      0.7383      0.1442      0.1786       0.242       1.522       1.104     180.102       0.172       4.909       2.779        0.29      70594.    0.2448
       64.63      0.9750      0.7576      0.1397      0.1798       0.243       1.533       1.069     181.323       0.173       4.754       2.674        0.29      71227.    0.2317
       68.67      1.0359      0.7750      0.1337      0.1786       0.242       1.523       1.023     180.170       0.172       4.549       2.575        0.29      71894.    0.2182
       72.71      1.0969      0.7911      0.1261      0.1749       0.237       1.491       0.965     176.388       0.168       4.293       2.482        0.29      72595.    0.2044
       76.75      1.1578      0.8056      0.1173      0.1686       0.228       1.437       0.898     170.062       0.162       3.993       2.394        0.30      73328.    0.1902
       80.79      1.2187      0.8180      0.1075      0.1601       0.217       1.365       0.822     161.466       0.154       3.657       2.310        0.30      74092.    0.1756
       84.83      1.2797      0.8275      0.0968      0.1496       0.202       1.276       0.740     150.915       0.144       3.293       2.225        0.30      74884.    0.1605
       88.87      1.3406      0.8330      0.0854      0.1375       0.186       1.172       0.654     138.694       0.132       2.908       2.138        0.30      75703.    0.1449
       92.91      1.4015      0.8328      0.0737      0.1240       0.168       1.057       0.564     125.037       0.119       2.507       2.045        0.30      76548.    0.1287
       96.94      1.4625      0.8242      0.0615      0.1092       0.148       0.931       0.471     110.142       0.105       2.095       1.939        0.31      77418.    0.1115
      100.98      1.5234      0.8027      0.0492      0.0934       0.126       0.796       0.376      94.186       0.090       1.675       1.813        0.31      78311.    0.0933
      105.02      1.5844      0.7595      0.0368      0.0767       0.104       0.654       0.281      77.340       0.074       1.251       1.650        0.31      79228.    0.0733
      109.06      1.6453      0.6751      0.0243      0.0593       0.080       0.505       0.186      59.784       0.057       0.828       1.412        0.31      80166.    0.0511
      113.10      1.7062      0.4957      0.0120      0.0414       0.056       0.353       0.092      41.717       0.040       0.409       1.000        0.32      81126.    0.0254
      117.14      1.7672     -0.0015      0.0000      0.0232       0.031       0.197       0.000      23.363       0.022      -0.001      -0.003        0.32      82107.    0.0000



         PROP RPM =      11000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1508      0.1251       0.225       1.290       1.396     167.897       0.146       6.212       3.773        0.31      71923.    0.3737
        4.45      0.0610      0.0729      0.1506      0.1259       0.227       1.299       1.394     168.994       0.147       6.200       3.741        0.31      72056.    0.3703
        8.89      0.1219      0.1443      0.1504      0.1271       0.229       1.311       1.393     170.619       0.148       6.194       3.702        0.31      72217.    0.3662
       13.34      0.1829      0.2136      0.1504      0.1288       0.232       1.328       1.393     172.858       0.150       6.194       3.654        0.31      72408.    0.3614
       17.78      0.2439      0.2803      0.1505      0.1309       0.236       1.351       1.394     175.783       0.153       6.199       3.596        0.31      72633.    0.3558
       22.23      0.3049      0.3438      0.1508      0.1337       0.241       1.379       1.396     179.446       0.156       6.208       3.528        0.31      72893.    0.3494
       26.67      0.3658      0.4035      0.1511      0.1370       0.247       1.413       1.399     183.875       0.160       6.221       3.450        0.31      73191.    0.3420
       31.12      0.4268      0.4589      0.1514      0.1408       0.254       1.453       1.402     189.066       0.164       6.237       3.364        0.31      73527.    0.3339
       35.57      0.4878      0.5098      0.1518      0.1452       0.261       1.498       1.405     194.977       0.169       6.251       3.269        0.31      73902.    0.3249
       40.01      0.5487      0.5559      0.1521      0.1501       0.270       1.548       1.408     201.516       0.175       6.263       3.169        0.31      74318.    0.3152
       44.46      0.6097      0.5972      0.1522      0.1553       0.280       1.602       1.409     208.532       0.181       6.266       3.064        0.31      74773.    0.3048
       48.90      0.6707      0.6338      0.1519      0.1608       0.289       1.658       1.407     215.802       0.187       6.256       2.956        0.31      75270.    0.2939
       53.35      0.7316      0.6660      0.1512      0.1661       0.299       1.714       1.400     223.020       0.194       6.228       2.848        0.31      75807.    0.2825
       57.79      0.7926      0.6942      0.1499      0.1712       0.308       1.766       1.388     229.777       0.199       6.174       2.740        0.32      76384.    0.2706
       62.24      0.8536      0.7189      0.1478      0.1755       0.316       1.810       1.368     235.551       0.204       6.086       2.635        0.32      77001.    0.2583
       66.69      0.9146      0.7405      0.1446      0.1785       0.321       1.842       1.338     239.677       0.208       5.954       2.533        0.32      77658.    0.2456
       71.13      0.9755      0.7598      0.1400      0.1798       0.324       1.855       1.297     241.365       0.210       5.767       2.436        0.32      78355.    0.2325
       75.58      1.0365      0.7773      0.1340      0.1787       0.322       1.843       1.241     239.881       0.208       5.519       2.346        0.32      79089.    0.2190
       80.02      1.0975      0.7934      0.1265      0.1750       0.315       1.805       1.171     234.878       0.204       5.209       2.262        0.32      79862.    0.2051
       84.47      1.1584      0.8080      0.1177      0.1687       0.304       1.740       1.089     226.460       0.197       4.846       2.182        0.33      80669.    0.1909
       88.92      1.2194      0.8206      0.1078      0.1602       0.288       1.652       0.998     214.990       0.187       4.438       2.105        0.33      81510.    0.1763
       93.36      1.2804      0.8304      0.0971      0.1497       0.269       1.544       0.899     200.890       0.174       3.997       2.029        0.33      82382.    0.1612
       97.81      1.3413      0.8362      0.0857      0.1375       0.247       1.418       0.793     184.539       0.160       3.529       1.950        0.33      83284.    0.1456
      102.25      1.4023      0.8366      0.0739      0.1239       0.223       1.277       0.684     166.253       0.144       3.043       1.866        0.33      84214.    0.1294
      106.70      1.4633      0.8288      0.0617      0.1090       0.196       1.124       0.571     146.297       0.127       2.542       1.772        0.34      85172.    0.1123
      111.14      1.5243      0.8084      0.0493      0.0930       0.168       0.960       0.457     124.907       0.108       2.032       1.659        0.34      86156.    0.0940
      115.59      1.5852      0.7667      0.0369      0.0762       0.137       0.786       0.341     102.315       0.089       1.518       1.513        0.34      87165.    0.0741
      120.04      1.6462      0.6844      0.0244      0.0587       0.106       0.605       0.226      78.764       0.068       1.005       1.301        0.34      88198.    0.0518
      124.48      1.7072      0.5067      0.0121      0.0406       0.073       0.419       0.112      54.522       0.047       0.496       0.929        0.35      89256.    0.0260
      128.93      1.7681     -0.0008      0.0000      0.0223       0.040       0.230       0.000      29.892       0.026       0.000      -0.001        0.35      90335.    0.0000



         PROP RPM =      12000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1509      0.1249       0.292       1.533       1.663     217.619       0.173       7.395       3.465        0.33      78461.    0.3746
        4.85      0.0610      0.0731      0.1506      0.1257       0.294       1.543       1.660     219.034       0.174       7.383       3.437        0.33      78606.    0.3712
        9.70      0.1220      0.1447      0.1505      0.1269       0.297       1.558       1.658     221.136       0.176       7.376       3.401        0.33      78781.    0.3671
       14.56      0.1830      0.2142      0.1505      0.1286       0.300       1.578       1.658     224.037       0.178       7.375       3.357        0.33      78990.    0.3623
       19.41      0.2440      0.2811      0.1506      0.1307       0.306       1.605       1.660     227.830       0.181       7.382       3.304        0.33      79236.    0.3568
       24.26      0.3050      0.3447      0.1509      0.1335       0.312       1.638       1.662     232.585       0.185       7.393       3.241        0.33      79520.    0.3503
       29.11      0.3660      0.4046      0.1512      0.1368       0.320       1.679       1.666     238.340       0.190       7.410       3.170        0.34      79845.    0.3430
       33.96      0.4270      0.4602      0.1516      0.1406       0.329       1.726       1.670     245.091       0.195       7.429       3.091        0.34      80211.    0.3348
       38.81      0.4880      0.5112      0.1520      0.1450       0.339       1.780       1.674     252.784       0.201       7.447       3.004        0.34      80621.    0.3258
       43.67      0.5490      0.5574      0.1522      0.1499       0.350       1.840       1.677     261.302       0.208       7.461       2.912        0.34      81075.    0.3161
       48.52      0.6099      0.5988      0.1524      0.1552       0.363       1.905       1.679     270.451       0.215       7.467       2.815        0.34      81572.    0.3057
       53.37      0.6709      0.6355      0.1521      0.1606       0.375       1.972       1.676     279.944       0.223       7.457       2.716        0.34      82114.    0.2948
       58.22      0.7319      0.6678      0.1515      0.1660       0.388       2.038       1.669     289.382       0.230       7.425       2.616        0.34      82700.    0.2833
       63.07      0.7929      0.6960      0.1502      0.1711       0.400       2.101       1.655     298.235       0.237       7.362       2.517        0.34      83330.    0.2714
       67.93      0.8539      0.7207      0.1481      0.1755       0.410       2.154       1.632     305.821       0.243       7.258       2.420        0.35      84004.    0.2591
       72.78      0.9149      0.7423      0.1449      0.1786       0.417       2.192       1.597     311.274       0.248       7.102       2.327        0.35      84721.    0.2464
       77.63      0.9759      0.7616      0.1404      0.1799       0.420       2.209       1.547     313.561       0.250       6.882       2.238        0.35      85482.    0.2333
       82.48      1.0369      0.7791      0.1344      0.1789       0.418       2.196       1.481     311.717       0.248       6.587       2.155        0.35      86284.    0.2198
       87.33      1.0979      0.7953      0.1269      0.1752       0.409       2.150       1.398     305.274       0.243       6.219       2.077        0.35      87127.    0.2059
       92.19      1.1589      0.8100      0.1181      0.1689       0.395       2.073       1.301     294.361       0.234       5.786       2.004        0.36      88008.    0.1916
       97.04      1.2199      0.8227      0.1081      0.1603       0.375       1.968       1.192     279.444       0.222       5.300       1.934        0.36      88926.    0.1770
      101.89      1.2809      0.8328      0.0974      0.1498       0.350       1.839       1.073     261.072       0.208       4.773       1.864        0.36      89879.    0.1619
      106.74      1.3419      0.8390      0.0860      0.1376       0.321       1.689       0.948     239.739       0.191       4.215       1.793        0.36      90863.    0.1463
      111.59      1.4029      0.8399      0.0742      0.1239       0.289       1.520       0.817     215.861       0.172       3.634       1.717        0.36      91879.    0.1301
      116.44      1.4639      0.8329      0.0620      0.1089       0.255       1.337       0.683     189.784       0.151       3.037       1.632        0.37      92925.    0.1130
      121.30      1.5249      0.8136      0.0495      0.0929       0.217       1.140       0.546     161.818       0.129       2.428       1.530        0.37      93999.    0.0948
      126.15      1.5859      0.7734      0.0370      0.0759       0.177       0.932       0.408     132.267       0.105       1.814       1.399        0.37      95100.    0.0749
      131.00      1.6469      0.6931      0.0245      0.0582       0.136       0.715       0.270     101.449       0.081       1.201       1.207        0.38      96229.    0.0526
      135.85      1.7079      0.5174      0.0121      0.0400       0.093       0.491       0.134      69.720       0.055       0.594       0.869        0.38      97383.    0.0266
      140.70      1.7688      0.0012      0.0000      0.0215       0.050       0.264       0.000      37.479       0.030       0.001       0.002        0.38      98561.    0.0000



         PROP RPM =      13000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1510      0.1247       0.371       1.797       1.952     276.403       0.203       8.683       3.203        0.36      84998.    0.3752
        5.26      0.0610      0.0733      0.1507      0.1255       0.373       1.809       1.949     278.188       0.204       8.668       3.177        0.36      85156.    0.3718
       10.52      0.1220      0.1450      0.1506      0.1268       0.377       1.826       1.947     280.849       0.206       8.661       3.144        0.36      85346.    0.3678
       15.78      0.1831      0.2147      0.1506      0.1284       0.382       1.850       1.947     284.528       0.209       8.661       3.104        0.36      85573.    0.3630
       21.03      0.2441      0.2817      0.1507      0.1306       0.388       1.881       1.949     289.344       0.213       8.668       3.055        0.36      85839.    0.3575
       26.29      0.3051      0.3455      0.1510      0.1333       0.396       1.921       1.952     295.388       0.217       8.683       2.997        0.36      86147.    0.3510
       31.55      0.3661      0.4055      0.1513      0.1366       0.406       1.968       1.957     302.710       0.222       8.703       2.932        0.36      86499.    0.3437
       36.81      0.4272      0.4613      0.1517      0.1405       0.417       2.024       1.962     311.307       0.229       8.726       2.858        0.36      86896.    0.3356
       42.07      0.4882      0.5124      0.1521      0.1449       0.431       2.088       1.967     321.113       0.236       8.749       2.778        0.37      87340.    0.3266
       47.33      0.5492      0.5587      0.1524      0.1498       0.445       2.158       1.971     331.982       0.244       8.767       2.693        0.37      87832.    0.3169
       52.59      0.6102      0.6002      0.1526      0.1551       0.461       2.234       1.973     343.669       0.252       8.774       2.603        0.37      88372.    0.3065
       57.84      0.6713      0.6370      0.1524      0.1606       0.477       2.313       1.970     355.811       0.261       8.765       2.512        0.37      88959.    0.2956
       63.10      0.7323      0.6693      0.1518      0.1660       0.493       2.392       1.962     367.901       0.270       8.729       2.419        0.37      89594.    0.2841
       68.36      0.7933      0.6976      0.1505      0.1712       0.509       2.466       1.946     379.264       0.279       8.657       2.328        0.37      90278.    0.2722
       73.62      0.8543      0.7223      0.1484      0.1756       0.522       2.529       1.919     389.030       0.286       8.537       2.238        0.37      91008.    0.2599
       78.88      0.9153      0.7439      0.1453      0.1788       0.531       2.575       1.879     396.091       0.291       8.356       2.151        0.38      91786.    0.2472
       84.14      0.9764      0.7632      0.1408      0.1801       0.535       2.595       1.821     399.123       0.293       8.099       2.069        0.38      92610.    0.2340
       89.40      1.0374      0.7808      0.1348      0.1791       0.532       2.580       1.743     396.884       0.292       7.754       1.992        0.38      93480.    0.2205
       94.66      1.0984      0.7969      0.1273      0.1755       0.521       2.528       1.646     388.760       0.286       7.322       1.921        0.38      94394.    0.2065
