         9x4M-LH                  (9x4M-LH.dat)
         v2022-0915
         Simulation Date: 11/15/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
        4.33      0.5676      0.3878      0.0086      0.0126       0.035       2.442       1.170      26.006       0.276       5.206      20.412       35.76     131590.    0.0506
        4.49      0.5886      0.2455      0.0043      0.0103       0.029       1.998       0.585      21.276       0.226       2.600      12.461       35.80     131857.    0.0218
        4.66      0.6096     -0.0101     -0.0001      0.0078       0.022       1.519      -0.018      16.173       0.172      -0.079      -0.497       35.84     132094.    0.0000



         PROP RPM =       1000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0998      0.0347       0.132       8.294      16.712      98.128       0.937      74.334      77.245       39.10     141212.    0.7241
        0.18      0.0212      0.0592      0.0978      0.0349       0.132       8.347      16.389      98.759       0.943      72.897      75.268       39.10     141304.    0.6987
        0.36      0.0423      0.1154      0.0958      0.0351       0.133       8.392      16.046      99.282       0.948      71.372      73.306       39.10     141402.    0.6733
        0.54      0.0635      0.1685      0.0936      0.0353       0.134       8.425      15.683      99.674       0.952      69.758      71.366       39.10     141507.    0.6481
        0.72      0.0846      0.2186      0.0913      0.0354       0.134       8.445      15.299      99.918       0.954      68.049      69.448       39.11     141618.    0.6229
        0.90      0.1058      0.2659      0.0889      0.0354       0.134       8.451      14.892      99.990       0.955      66.242      67.554       39.12     141735.    0.5978
        1.08      0.1270      0.3102      0.0863      0.0353       0.134       8.441      14.463      99.870       0.954      64.332      65.686       39.13     141859.    0.5728
        1.26      0.1481      0.3517      0.0836      0.0352       0.133       8.413      14.010      99.538       0.951      62.319      63.843       39.14     141990.    0.5480
        1.44      0.1693      0.3905      0.0808      0.0350       0.133       8.365      13.534      98.972       0.945      60.199      62.024       39.15     142129.    0.5232
        1.62      0.1904      0.4266      0.0778      0.0347       0.132       8.297      13.035      98.161       0.937      57.978      60.228       39.17     142274.    0.4986
        1.80      0.2116      0.4601      0.0747      0.0344       0.130       8.207      12.513      97.096       0.927      55.660      58.455       39.18     142427.    0.4742
        1.97      0.2328      0.4909      0.0715      0.0339       0.128       8.095      11.972      95.768       0.915      53.251      56.700       39.20     142587.    0.4499
        2.15      0.2539      0.5191      0.0681      0.0333       0.126       7.960      11.411      94.172       0.899      50.756      54.960       39.22     142755.    0.4257
        2.33      0.2751      0.5446      0.0647      0.0327       0.124       7.801      10.832      92.300       0.881      48.180      53.228       39.24     142931.    0.4017
        2.51      0.2962      0.5675      0.0611      0.0319       0.121       7.619      10.235      90.144       0.861      45.526      51.500       39.27     143115.    0.3778
        2.69      0.3174      0.5876      0.0574      0.0310       0.118       7.412       9.622      87.696       0.837      42.799      49.767       39.29     143307.    0.3540
        2.87      0.3386      0.6047      0.0537      0.0301       0.114       7.180       8.993      84.947       0.811      40.003      48.020       39.32     143506.    0.3302
        3.05      0.3597      0.6188      0.0498      0.0290       0.110       6.922       8.350      81.890       0.782      37.140      46.247       39.35     143714.    0.3064
        3.23      0.3809      0.6295      0.0459      0.0278       0.105       6.636       7.692      78.517       0.750      34.214      44.434       39.38     143931.    0.2826
        3.41      0.4020      0.6365      0.0419      0.0265       0.100       6.324       7.021      74.822       0.714      31.230      42.561       39.41     144156.    0.2586
        3.59      0.4232      0.6392      0.0378      0.0251       0.095       5.984       6.338      70.799       0.676      28.191      40.603       39.45     144389.    0.2344
        3.77      0.4444      0.6368      0.0337      0.0235       0.089       5.616       5.644      66.443       0.634      25.102      38.525       39.48     144631.    0.2099
        3.95      0.4655      0.6282      0.0295      0.0218       0.083       5.219       4.939      61.752       0.590      21.969      36.279       39.52     144881.    0.1849
        4.13      0.4867      0.6117      0.0252      0.0201       0.076       4.795       4.226      56.725       0.542      18.799      33.793       39.56     145141.    0.1593
        4.31      0.5078      0.5849      0.0209      0.0182       0.069       4.342       3.506      51.367       0.491      15.597      30.962       39.60     145409.    0.1329
        4.49      0.5290      0.5435      0.0166      0.0162       0.061       3.861       2.782      45.681       0.436      12.373      27.619       39.65     145685.    0.1056
        4.67      0.5502      0.4805      0.0123      0.0140       0.053       3.354       2.054      39.680       0.379       9.137      23.481       39.69     145971.    0.0772
        4.85      0.5713      0.3830      0.0079      0.0118       0.045       2.821       1.326      33.374       0.319       5.899      18.024       39.74     146264.    0.0476
        5.03      0.5925      0.2236      0.0036      0.0095       0.036       2.262       0.599      26.765       0.256       2.663      10.145       39.78     146563.    0.0180
        5.21      0.6136



         PROP RPM =       1100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0998      0.0344       0.173       9.937      20.226     129.327       1.123      89.965      70.935       43.00     155333.    0.7315
        0.20      0.0210      0.0595      0.0979      0.0346       0.175      10.002      19.837     130.172       1.130      88.237      69.121       43.01     155434.    0.7059
        0.39      0.0421      0.1159      0.0958      0.0348       0.176      10.056      19.426     130.874       1.136      86.405      67.323       43.01     155541.    0.6804
        0.59      0.0631      0.1692      0.0937      0.0349       0.176      10.097      18.989     131.407       1.141      84.465      65.545       43.01     155655.    0.6549
        0.79      0.0841      0.2196      0.0914      0.0350       0.177      10.123      18.528     131.742       1.144      82.412      63.789       43.02     155776.    0.6296
        0.98      0.1052      0.2671      0.0890      0.0351       0.177      10.131      18.040     131.854       1.145      80.242      62.057       43.03     155905.    0.6044
        1.18      0.1262      0.3117      0.0865      0.0350       0.177      10.121      17.525     131.713       1.143      77.950      60.348       43.04     156040.    0.5793
        1.37      0.1473      0.3535      0.0838      0.0349       0.176      10.088      16.981     131.293       1.140      75.533      58.664       43.05     156183.    0.5543
        1.57      0.1683      0.3925      0.0810      0.0347       0.175      10.033      16.409     130.567       1.133      72.989      57.004       43.07     156334.    0.5295
        1.77      0.1893      0.4289      0.0780      0.0344       0.174       9.952      15.810     129.518       1.124      70.324      55.367       43.08     156493.    0.5048
        1.96      0.2104      0.4627      0.0749      0.0341       0.172       9.846      15.185     128.133       1.112      67.542      53.751       43.10     156660.    0.4803
        2.16      0.2314      0.4938      0.0717      0.0336       0.170       9.713      14.535     126.404       1.097      64.651      52.155       43.12     156835.    0.4559
        2.36      0.2524      0.5224      0.0684      0.0330       0.167       9.553      13.862     124.321       1.079      61.657      50.573       43.14     157018.    0.4318
        2.55      0.2735      0.5483      0.0650      0.0324       0.163       9.365      13.167     121.875       1.058      58.566      49.002       43.17     157209.    0.4077
        2.75      0.2945      0.5716      0.0614      0.0316       0.160       9.148      12.451     119.054       1.034      55.382      47.435       43.19     157410.    0.3838
        2.95      0.3155      0.5922      0.0578      0.0308       0.155       8.902      11.715     115.848       1.006      52.110      45.868       43.22     157618.    0.3600
        3.14      0.3366      0.6100      0.0541      0.0298       0.151       8.625      10.961     112.246       0.974      48.753      44.291       43.25     157836.    0.3362
        3.34      0.3576      0.6247      0.0503      0.0288       0.145       8.317      10.188     108.238       0.940      45.318      42.694       43.28     158063.    0.3125
        3.53      0.3787      0.6362      0.0464      0.0276       0.139       7.977       9.399     103.813       0.901      41.807      41.065       43.32     158298.    0.2887
        3.73      0.3997      0.6441      0.0424      0.0263       0.133       7.604       8.594      98.963       0.859      38.225      39.387       43.35     158543.    0.2648
        3.93      0.4207      0.6479      0.0384      0.0249       0.126       7.198       7.774      93.681       0.813      34.578      37.639       43.39     158797.    0.2406
        4.12      0.4418      0.6469      0.0342      0.0234       0.118       6.759       6.941      87.959       0.764      30.871      35.789       43.43     159061.    0.2162
        4.32      0.4628      0.6400      0.0301      0.0217       0.110       6.285       6.095      81.795       0.710      27.111      33.798       43.47     159333.    0.1913
        4.52      0.4838      0.6257      0.0258      0.0200       0.101       5.777       5.239      75.188       0.653      23.303      31.605       43.51     159616.    0.1659
        4.71      0.5049      0.6015      0.0216      0.0181       0.091       5.236       4.375      68.141       0.592      19.458      29.119       43.56     159908.    0.1397
        4.91      0.5259      0.5638      0.0173      0.0161       0.081       4.661       3.504      60.661       0.527      15.585      26.199       43.60     160209.    0.1125
        5.10      0.5469      0.5059      0.0130      0.0140       0.071       4.054       2.630      52.760       0.458      11.696      22.606       43.65     160519.    0.0841
        5.30      0.5680      0.4160      0.0087      0.0118       0.060       3.416       1.754      44.456       0.386       7.803      17.898       43.70     160839.    0.0544
        5.50      0.5890      0.2690      0.0043      0.0095       0.048       2.747       0.880      35.754       0.310       3.913      11.160       43.75     161165.    0.0240
        5.69      0.6101     -0.0100     -0.0001      0.0070       0.035       2.022      -0.023      26.319       0.228      -0.104      -0.402       43.81     161447.    0.0000



         PROP RPM =       1200

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0998      0.0341       0.223      11.725      24.075     166.463       1.325     107.087      65.599       46.91     169455.    0.7381
        0.21      0.0211      0.0602      0.0979      0.0343       0.225      11.803      23.612     167.575       1.334     105.026      63.910       46.92     169565.    0.7121
        0.43      0.0422      0.1172      0.0958      0.0345       0.226      11.868      23.121     168.498       1.341     102.840      62.237       46.92     169682.    0.6862
        0.64      0.0633      0.1711      0.0937      0.0346       0.227      11.918      22.600     169.200       1.346     100.526      60.584       46.92     169807.    0.6604
        0.86      0.0844      0.2220      0.0914      0.0347       0.227      11.949      22.050     169.646       1.350      98.076      58.952       46.93     169939.    0.6348
        1.07      0.1054      0.2699      0.0890      0.0348       0.228      11.960      21.467     169.798       1.351      95.486      57.344       46.94     170080.    0.6092
        1.29      0.1265      0.3149      0.0864      0.0347       0.227      11.947      20.852     169.620       1.350      92.750      55.759       46.95     170228.    0.5838
        1.50      0.1476      0.3571      0.0838      0.0346       0.227      11.909      20.203     169.076       1.345      89.864      54.198       46.97     170385.    0.5586
        1.72      0.1687      0.3966      0.0809      0.0344       0.225      11.843      19.520     168.134       1.338      86.827      52.660       46.98     170550.    0.5335
        1.93      0.1898      0.4333      0.0780      0.0341       0.224      11.746      18.805     166.767       1.327      83.644      51.145       47.00     170724.    0.5086
        2.15      0.2109      0.4674      0.0749      0.0338       0.221      11.619      18.058     164.963       1.313      80.323      49.651       47.02     170906.    0.4838
        2.36      0.2320      0.4989      0.0716      0.0333       0.218      11.460      17.282     162.707       1.295      76.871      48.177       47.04     171098.    0.4592
        2.58      0.2531      0.5277      0.0683      0.0328       0.215      11.269      16.478     159.987       1.273      73.296      46.717       47.07     171298.    0.4349
        2.79      0.2742      0.5540      0.0649      0.0321       0.210      11.044      15.649     156.791       1.248      69.605      45.269       47.09     171508.    0.4106
        3.01      0.2953      0.5776      0.0613      0.0313       0.205      10.784      14.794     153.105       1.218      65.803      43.827       47.12     171727.    0.3865
        3.22      0.3163      0.5985      0.0577      0.0305       0.200      10.489      13.915     148.914       1.185      61.896      42.384       47.15     171956.    0.3625
        3.44      0.3374      0.6165      0.0540      0.0295       0.193      10.157      13.015     144.204       1.148      57.889      40.935       47.18     172195.    0.3386
        3.65      0.3585      0.6316      0.0501      0.0285       0.186       9.788      12.092     138.962       1.106      53.787      39.470       47.22     172443.    0.3147
        3.87      0.3796      0.6435      0.0462      0.0273       0.179       9.380      11.150     133.174       1.060      49.596      37.976       47.26     172701.    0.2908
        4.08      0.4007      0.6517      0.0422      0.0260       0.170       8.933      10.189     126.828       1.009      45.320      36.438       47.29     172969.    0.2667
        4.29      0.4218      0.6559      0.0382      0.0246       0.161       8.446       9.210     119.915       0.954      40.967      34.837       47.34     173248.    0.2424
        4.51      0.4429      0.6552      0.0341      0.0230       0.151       7.919       8.215     112.427       0.895      36.542      33.144       47.38     173536.    0.2178
        4.72      0.4640      0.6486      0.0299      0.0214       0.140       7.351       7.206     104.359       0.830      32.053      31.320       47.42     173835.    0.1928
        4.94      0.4851      0.6346      0.0256      0.0196       0.128       6.741       6.185      95.710       0.762      27.510      29.309       47.47     174144.    0.1671
        5.15      0.5061      0.6106      0.0214      0.0177       0.116       6.092       5.153      86.486       0.688      22.922      27.026       47.52     174464.    0.1407
        5.37      0.5272      0.5726      0.0171      0.0157       0.103       5.402       4.115      76.695       0.610      18.301      24.333       47.57     174794.    0.1132
        5.58      0.5483      0.5139      0.0127      0.0136       0.089       4.674       3.072      66.355       0.528      13.663      20.997       47.62     175135.    0.0844
        5.80      0.5694      0.4213      0.0084      0.0114       0.074       3.908       2.028      55.486       0.442       9.020      16.577       47.68     175485.    0.0541
        6.01      0.5905      0.2671      0.0041      0.0090       0.059       3.106       0.985      44.096       0.351       4.382      10.133       47.74     175842.    0.0231
        6.23      0.6116     -0.0549     -0.0006      0.0064       0.042       2.195      -0.138      31.169       0.248      -0.614      -2.009       47.80     176055.    0.0000



         PROP RPM =       1300

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0998      0.0338       0.282      13.656      28.260     210.044       1.543     125.700      61.025       50.82     183576.    0.7439
        0.24      0.0214      0.0614      0.0979      0.0341       0.284      13.750      27.709     211.487       1.554     123.248      59.426       50.83     183697.    0.7173
        0.47      0.0428      0.1196      0.0958      0.0343       0.285      13.828      27.123     212.685       1.562     120.645      57.843       50.83     183826.    0.6908
        0.71      0.0641      0.1746      0.0936      0.0344       0.286      13.887      26.503     213.591       1.569     117.886      56.280       50.83     183963.    0.6644
        0.94      0.0855      0.2264      0.0913      0.0345       0.287      13.924      25.846     214.160       1.573     114.964      54.740       50.84     184109.    0.6381
        1.18      0.1069      0.2751      0.0888      0.0345       0.287      13.936      25.151     214.343       1.574     111.872      53.222       50.85     184264.    0.6120
        1.42      0.1283      0.3209      0.0862      0.0345       0.287      13.920      24.416     214.091       1.573     108.603      51.728       50.87     184427.    0.5861
        1.65      0.1497      0.3637      0.0835      0.0344       0.286      13.872      23.641     213.356       1.567     105.154      50.257       50.88     184600.    0.5603
        1.89      0.1711      0.4037      0.0806      0.0342       0.284      13.790      22.824     212.096       1.558     101.523      48.810       50.90     184783.    0.5347
        2.12      0.1924      0.4409      0.0776      0.0339       0.282      13.672      21.968     210.279       1.545      97.716      47.386       50.92     184975.    0.5093
        2.36      0.2138      0.4754      0.0744      0.0335       0.279      13.516      21.075     207.885       1.527      93.743      45.983       50.94     185177.    0.4841
        2.59      0.2352      0.5072      0.0712      0.0330       0.275      13.322      20.147     204.898       1.505      89.615      44.599       50.97     185388.    0.4590
        2.83      0.2566      0.5364      0.0678      0.0324       0.270      13.088      19.186     201.302       1.479      85.340      43.230       50.99     185610.    0.4342
        3.07      0.2780      0.5628      0.0643      0.0317       0.264      12.813      18.194     197.078       1.448      80.925      41.872       51.02     185842.    0.4095
        3.30      0.2993      0.5865      0.0607      0.0310       0.258      12.497      17.171     192.207       1.412      76.378      40.521       51.05     186085.    0.3850
        3.54      0.3207      0.6075      0.0569      0.0301       0.250      12.137      16.121     186.672       1.371      71.705      39.170       51.09     186339.    0.3606
        3.77      0.3421      0.6255      0.0531      0.0291       0.242      11.733      15.044     180.453       1.326      66.914      37.812       51.12     186603.    0.3363
        4.01      0.3635      0.6405      0.0492      0.0279       0.233      11.283      13.941     173.532       1.275      62.009      36.438       51.16     186878.    0.3120
        4.25      0.3849      0.6520      0.0453      0.0267       0.222      10.786      12.814     165.891       1.219      56.998      35.036       51.20     187164.    0.2876
        4.48      0.4062      0.6599      0.0412      0.0254       0.211      10.241      11.665     157.516       1.157      51.887      33.590       51.25     187462.    0.2631
        4.72      0.4276      0.6634      0.0371      0.0239       0.199       9.648      10.496     148.394       1.090      46.685      32.080       51.29     187770.    0.2383
        4.95      0.4490      0.6617      0.0329      0.0223       0.186       9.006       9.307     138.515       1.017      41.399      30.477       51.34     188091.    0.2132
        5.19      0.4704      0.6537      0.0286      0.0206       0.171       8.314       8.102     127.875       0.939      36.039      28.739       51.39     188422.    0.1876
        5.42      0.4918      0.6374      0.0243      0.0188       0.156       7.573       6.883     116.475       0.856      30.617      26.804       51.44     188766.    0.1613
        5.66      0.5132      0.6099      0.0200      0.0168       0.140       6.783       5.653     104.323       0.766      25.146      24.579       51.50     189120.    0.1340
        5.90      0.5345      0.5662      0.0156      0.0147       0.123       5.945       4.416      91.435       0.672      19.641      21.904       51.55     189487.    0.1055
        6.13      0.5559      0.4973      0.0112      0.0125       0.104       5.061       3.175      77.836       0.572      14.120      18.499       51.61     189865.    0.0756
        6.37      0.5773      0.3852      0.0068      0.0102       0.085       4.132       1.934      63.553       0.467       8.601      13.800       51.67     190253.    0.0440
        6.60      0.5987      0.1870      0.0024      0.0078       0.065       3.157       0.692      48.551       0.357       3.076       6.460       51.74     190644.    0.0123
        6.84      0.6201



         PROP RPM =       1400

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0998      0.0336       0.349      15.732      32.780     260.575       1.777     145.805      57.058       54.73     197697.    0.7491
        0.25      0.0211      0.0611      0.0979      0.0338       0.352      15.840      32.149     262.368       1.790     143.001      55.579       54.73     197826.    0.7226
        0.50      0.0422      0.1189      0.0959      0.0340       0.354      15.930      31.481     263.863       1.800     140.026      54.114       54.74     197963.    0.6962
        0.75      0.0633      0.1736      0.0937      0.0342       0.355      15.999      30.773     265.007       1.808     136.876      52.669       54.74     198108.    0.6699
        1.00      0.0844      0.2252      0.0914      0.0343       0.356      16.044      30.023     265.742       1.813     133.543      51.244       54.75     198263.    0.6438
        1.25      0.1055      0.2738      0.0890      0.0343       0.357      16.060      29.230     266.011       1.814     130.017      49.840       54.76     198426.    0.6179
        1.50      0.1266      0.3194      0.0865      0.0343       0.356      16.044      28.393     265.754       1.813     126.293      48.459       54.78     198600.    0.5921
        1.75      0.1477      0.3622      0.0838      0.0342       0.355      15.994      27.510     264.915       1.807     122.364      47.101       54.79     198783.    0.5665
        2.00      0.1688      0.4022      0.0810      0.0340       0.353      15.905      26.581     263.440       1.797     118.231      45.764       54.81     198975.    0.5410
        2.26      0.1899      0.4395      0.0780      0.0337       0.350      15.775      25.607     261.291       1.782     113.898      44.450       54.83     199178.    0.5158
        2.51      0.2110      0.4741      0.0749      0.0333       0.347      15.603      24.590     258.442       1.763     109.376      43.156       54.86     199391.    0.4907
        2.76      0.2320      0.5061      0.0717      0.0329       0.342      15.388      23.534     254.874       1.738     104.677      41.880       54.88     199615.    0.4659
        3.01      0.2531      0.5355      0.0683      0.0323       0.336      15.127      22.440     250.565       1.709      99.811      40.620       54.91     199849.    0.4412
        3.26      0.2742      0.5623      0.0649      0.0317       0.329      14.821      21.310     245.496       1.675      94.787      39.372       54.94     200094.    0.4168
        3.51      0.2953      0.5864      0.0614      0.0309       0.321      14.468      20.146     239.643       1.635      89.611      38.131       54.97     200350.    0.3925
        3.76      0.3164      0.6079      0.0577      0.0300       0.312      14.066      18.951     232.984       1.589      84.293      36.893       55.01     200617.    0.3683
        4.01      0.3375      0.6266      0.0540      0.0291       0.302      13.614      17.725     225.495       1.538      78.839      35.652       55.05     200895.    0.3442
        4.26      0.3586      0.6424      0.0502      0.0280       0.291      13.110      16.469     217.155       1.481      73.255      34.399       55.09     201185.    0.3201
        4.51      0.3797      0.6550      0.0463      0.0268       0.279      12.554      15.187     207.942       1.418      67.550      33.126       55.13     201486.    0.2960
        4.76      0.4008      0.6641      0.0423      0.0255       0.265      11.944      13.878     197.838       1.349      61.731      31.818       55.18     201799.    0.2718
        5.01      0.4219      0.6692      0.0382      0.0241       0.251      11.279      12.546     186.827       1.274      55.806      30.460       55.22     202124.    0.2474
        5.26      0.4430      0.6696      0.0341      0.0226       0.235      10.559      11.193     174.896       1.193      49.785      29.026       55.28     202461.    0.2227
        5.51      0.4641      0.6643      0.0299      0.0209       0.217       9.783       9.819     162.038       1.105      43.676      27.486       55.33     202810.    0.1975
        5.76      0.4852      0.6516      0.0257      0.0191       0.199       8.950       8.429     148.252       1.011      37.494      25.789       55.38     203171.    0.1717
        6.01      0.5063      0.6291      0.0214      0.0172       0.179       8.062       7.026     133.544       0.911      31.251      23.863       55.44     203544.    0.1450
        6.26      0.5274      0.5928      0.0171      0.0152       0.158       7.120       5.613     117.932       0.804      24.965      21.587       55.50     203929.    0.1173
        6.52      0.5485      0.5356      0.0128      0.0131       0.136       6.124       4.194     101.441       0.692      18.654      18.752       55.56     204327.    0.0881
        6.77      0.5696      0.4437      0.0084      0.0108       0.113       5.078       2.774      84.105       0.574      12.339      14.960       55.63     204735.    0.0571
        7.02      0.5907      0.2868      0.0041      0.0085       0.088       3.981       1.356      65.936       0.450       6.029       9.324       55.69     205152.    0.0249
        7.27      0.6118



         PROP RPM =       1500

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0998      0.0334       0.427      17.950      37.635     318.559       2.028     167.402      53.586       58.64     211818.    0.7538
        0.27      0.0212      0.0616      0.0979      0.0336       0.430      18.076      36.910     320.784       2.042     164.174      52.188       58.64     211956.    0.7270
        0.54      0.0423      0.1199      0.0959      0.0338       0.433      18.180      36.140     322.642       2.054     160.750      50.805       58.65     212104.    0.7003
        0.81      0.0635      0.1751      0.0937      0.0340       0.435      18.260      35.324     324.064       2.063     157.123      49.441       58.66     212260.    0.6738
        1.08      0.0846      0.2271      0.0914      0.0341       0.436      18.312      34.461     324.980       2.069     153.284      48.097       58.66     212426.    0.6474
        1.35      0.1058      0.2760      0.0890      0.0341       0.436      18.331      33.549     325.318       2.071     149.224      46.775       58.68     212602.    0.6212
        1.62      0.1269      0.3220      0.0864      0.0341       0.436      18.313      32.584     325.005       2.069     144.934      45.474       58.69     212788.    0.5952
        1.88      0.1481      0.3651      0.0837      0.0340       0.434      18.255      31.567     323.970       2.062     140.408      44.194       58.71     212985.    0.5694
        2.15      0.1692      0.4054      0.0809      0.0338       0.432      18.152      30.496     322.147       2.051     135.646      42.937       58.73     213192.    0.5437
        2.42      0.1904      0.4430      0.0779      0.0335       0.428      18.003      29.374     319.488       2.034     130.654      41.701       58.75     213411.    0.5182
        2.69      0.2115      0.4778      0.0748      0.0331       0.424      17.804      28.202     315.962       2.011     125.444      40.485       58.78     213640.    0.4930
        2.96      0.2327      0.5100      0.0716      0.0327       0.418      17.555      26.985     311.543       1.983     120.030      39.287       58.80     213880.    0.4680
        3.23      0.2538      0.5397      0.0682      0.0321       0.411      17.254      25.725     306.208       1.949     114.423      38.105       58.83     214132.    0.4432
        3.50      0.2750      0.5667      0.0648      0.0314       0.402      16.900      24.423     299.928       1.909     108.634      36.934       58.87     214396.    0.4185
        3.77      0.2961      0.5911      0.0612      0.0307       0.392      16.492      23.083     292.676       1.863     102.671      35.772       58.90     214671.    0.3941
        4.04      0.3173      0.6128      0.0576      0.0298       0.381      16.027      21.705     284.423       1.811      96.544      34.613       58.94     214958.    0.3698
        4.31      0.3384      0.6317      0.0538      0.0288       0.369      15.504      20.292     275.141       1.752      90.260      33.452       58.98     215258.    0.3455
        4.58      0.3596      0.6477      0.0500      0.0278       0.355      14.921      18.846     264.802       1.686      83.827      32.281       59.03     215570.    0.3213
        4.85      0.3808      0.6605      0.0461      0.0266       0.340      14.278      17.368     253.380       1.613      77.255      31.091       59.07     215894.    0.2971
        5.12      0.4019      0.6698      0.0421      0.0252       0.323      13.572      15.861     240.852       1.533      70.551      29.870       59.12     216231.    0.2728
        5.38      0.4231      0.6751      0.0380      0.0238       0.305      12.802      14.327     227.198       1.446      63.726      28.602       59.17     216581.    0.2482
        5.65      0.4442      0.6757      0.0339      0.0223       0.285      11.969      12.768     212.403       1.352      56.790      27.264       59.23     216944.    0.2234
        5.92      0.4654      0.6706      0.0297      0.0206       0.263      11.070      11.186     196.458       1.251      49.755      25.826       59.28     217319.    0.1981
        6.19      0.4865      0.6580      0.0254      0.0188       0.241      10.107       9.585     179.363       1.142      42.636      24.239       59.34     217708.    0.1721
        6.46      0.5077      0.6355      0.0211      0.0169       0.216       9.079       7.969     161.126       1.026      35.448      22.434       59.40     218110.    0.1452
        6.73      0.5288      0.5987      0.0168      0.0149       0.190       7.988       6.343     141.768       0.903      28.212      20.292       59.47     218524.    0.1172
        7.00      0.5500      0.5403      0.0125      0.0127       0.163       6.836       4.710     121.324       0.772      20.949      17.607       59.53     218952.    0.0876
        7.27      0.5711      0.4453      0.0082      0.0105       0.134       5.626       3.076      99.835       0.636      13.682      13.975       59.60     219392.    0.0562
        7.54      0.5923      0.2799      0.0038      0.0081       0.104       4.356       1.444      77.309       0.492       6.421       8.469       59.68     219840.    0.0233
        7.81      0.6134



         PROP RPM =       1600

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0999      0.0332       0.516      20.312      42.826     384.500       2.295     190.490      50.519       62.55     225939.    0.7581
        0.29      0.0211      0.0618      0.0979      0.0334       0.519      20.455      42.002     387.212       2.311     186.826      49.200       62.55     226086.    0.7312
        0.57      0.0422      0.1203      0.0959      0.0336       0.522      20.575      41.128     389.479       2.325     182.939      47.896       62.56     226243.    0.7043
        0.86      0.0633      0.1757      0.0937      0.0338       0.525      20.667      40.203     391.220       2.335     178.824      46.610       62.57     226410.    0.6777
        1.15      0.0844      0.2279      0.0915      0.0339       0.526      20.726      39.224     392.350       2.342     174.467      45.344       62.58     226586.    0.6512
        1.43      0.1055      0.2770      0.0890      0.0339       0.527      20.749      38.188     392.782       2.344     169.859      44.098       62.59     226774.    0.6249
        1.72      0.1267      0.3232      0.0865      0.0339       0.526      20.731      37.094     392.428       2.342     164.992      42.873       62.60     226972.    0.5987
        2.01      0.1478      0.3665      0.0838      0.0338       0.525      20.666      35.939     391.201       2.335     159.858      41.669       62.62     227181.    0.5728
        2.29      0.1689      0.4069      0.0810      0.0336       0.522      20.551      34.725     389.022       2.322     154.455      40.486       62.64     227402.    0.5471
        2.58      0.1900      0.4446      0.0780      0.0333       0.517      20.382      33.451     385.832       2.303     148.792      39.324       62.67     227634.    0.5215
