         11x6M-LH                 (11x6M-LH.dat)
         v2022-0915
         Simulation Date: 11/14/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
        2.30      0.2216      0.4710      0.0919      0.0432       0.449      28.275      34.455     334.532       3.195     153.258      46.716       47.94     212499.    0.5140
        2.56      0.2462      0.5073      0.0884      0.0429       0.446      28.081      33.165     332.228       3.173     147.517      45.278       47.97     212797.    0.4888
        2.81      0.2708      0.5407      0.0848      0.0425       0.441      27.784      31.798     328.712       3.139     141.437      43.876       48.00     213110.    0.4638
        3.07      0.2955      0.5715      0.0810      0.0419       0.434      27.383      30.362     323.968       3.094     135.049      42.508       48.03     213441.    0.4391
        3.32      0.3201      0.5996      0.0770      0.0411       0.426      26.877      28.862     317.983       3.037     128.380      41.169       48.07     213788.    0.4146
        3.58      0.3447      0.6251      0.0728      0.0401       0.417      26.265      27.306     310.749       2.967     121.456      39.855       48.11     214152.    0.3904
        3.83      0.3693      0.6480      0.0685      0.0391       0.405      25.547      25.696     302.251       2.886     114.297      38.561       48.15     214533.    0.3664
        4.09      0.3940      0.6682      0.0641      0.0378       0.392      24.721      24.038     292.475       2.793     106.922      37.279       48.20     214931.    0.3426
        4.34      0.4186      0.6857      0.0596      0.0364       0.377      23.785      22.336     281.403       2.687      99.350      36.001       48.24     215347.    0.3189
        4.60      0.4432      0.7001      0.0549      0.0348       0.361      22.738      20.592     269.019       2.569      91.595      34.719       48.30     215780.    0.2953
        4.86      0.4678      0.7114      0.0502      0.0330       0.342      21.579      18.811     255.309       2.438      83.673      33.419       48.35     216230.    0.2717
        5.11      0.4924      0.7189      0.0453      0.0310       0.322      20.307      16.997     240.261       2.294      75.601      32.087       48.41     216698.    0.2480
        5.37      0.5171      0.7222      0.0404      0.0289       0.300      18.922      15.152     223.872       2.138      67.396      30.698       48.47     217184.    0.2240
        5.62      0.5417      0.7203      0.0354      0.0266       0.276      17.424      13.281     206.143       1.969      59.076      29.223       48.53     217687.    0.1996
        5.88      0.5663      0.7115      0.0304      0.0242       0.251      15.813      11.390     187.090       1.787      50.664      27.614       48.59     218209.    0.1747
        6.13      0.5909      0.6937      0.0253      0.0215       0.224      14.093       9.484     166.742       1.592      42.185      25.798       48.66     218748.    0.1489
        6.39      0.6156      0.6625      0.0202      0.0188       0.195      12.268       7.570     145.147       1.386      33.669      23.654       48.73     219306.    0.1220
        6.64      0.6402      0.6104      0.0151      0.0158       0.164      10.343       5.654     122.370       1.169      25.149      20.957       48.80     219881.    0.0934
        6.90      0.6648      0.5216      0.0100      0.0127       0.132       8.324       3.744      98.480       0.940      16.653      17.243       48.88     220473.    0.0625
        7.16      0.6894      0.3565      0.0049      0.0095       0.099       6.214       1.842      73.517       0.702       8.195      11.366       48.96     221078.    0.0289
        7.41      0.7141     -0.0387     -0.0003      0.0060       0.062       3.926      -0.122      46.449       0.444      -0.542      -1.190       49.04     221581.    0.0000



         PROP RPM =       1100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1141      0.0407       0.562      32.225      51.778     419.385       3.641     230.310      55.999       52.60     231564.    0.7554
        0.28      0.0249      0.0677      0.1122      0.0412       0.569      32.630      50.939     424.658       3.687     226.575      54.407       52.61     231746.    0.7279
        0.57      0.0497      0.1315      0.1103      0.0417       0.576      33.007      50.036     429.560       3.729     222.562      52.833       52.61     231944.    0.7006
        0.85      0.0746      0.1915      0.1081      0.0421       0.582      33.346      49.069     433.979       3.767     218.257      51.284       52.62     232156.    0.6734
        1.14      0.0995      0.2478      0.1058      0.0425       0.587      33.640      48.030     437.796       3.801     213.640      49.761       52.63     232384.    0.6465
        1.42      0.1244      0.3005      0.1034      0.0428       0.591      33.876      46.917     440.875       3.827     208.685      48.268       52.65     232629.    0.6198
        1.70      0.1492      0.3496      0.1007      0.0430       0.594      34.044      45.720     443.062       3.846     203.365      46.805       52.66     232890.    0.5933
        1.99      0.1741      0.3954      0.0979      0.0431       0.596      34.130      44.434     444.176       3.856     197.644      45.374       52.68     233168.    0.5670
        2.27      0.1990      0.4380      0.0949      0.0431       0.595      34.117      43.050     444.011       3.855     191.488      43.977       52.71     233464.    0.5409
        2.56      0.2239      0.4775      0.0916      0.0429       0.593      33.992      41.564     442.378       3.840     184.875      42.615       52.74     233778.    0.5150
        2.84      0.2487      0.5140      0.0881      0.0426       0.589      33.744      39.977     439.151       3.812     177.817      41.289       52.77     234111.    0.4894
        3.12      0.2736      0.5478      0.0844      0.0422       0.582      33.369      38.297     434.274       3.770     170.344      39.998       52.80     234461.    0.4640
        3.41      0.2985      0.5787      0.0805      0.0415       0.574      32.866      36.532     427.722       3.713     162.494      38.740       52.84     234831.    0.4389
        3.69      0.3234      0.6071      0.0764      0.0407       0.563      32.232      34.690     419.482       3.642     154.302      37.509       52.88     235219.    0.4141
        3.98      0.3482      0.6327      0.0722      0.0398       0.549      31.468      32.778     409.537       3.555     145.797      36.302       52.93     235626.    0.3896
        4.26      0.3731      0.6557      0.0679      0.0386       0.534      30.572      30.802     397.868       3.454     137.007      35.114       52.97     236052.    0.3653
        4.54      0.3980      0.6760      0.0634      0.0373       0.516      29.541      28.767     384.455       3.338     127.955      33.938       53.02     236498.    0.3412
        4.83      0.4229      0.6935      0.0588      0.0358       0.495      28.374      26.677     369.272       3.206     118.661      32.767       53.08     236963.    0.3173
        5.11      0.4477      0.7079      0.0541      0.0342       0.472      27.070      24.538     352.299       3.058     109.146      31.592       53.14     237447.    0.2934
        5.40      0.4726      0.7191      0.0493      0.0324       0.447      25.627      22.354     333.514       2.895      99.429      30.400       53.20     237952.    0.2694
        5.68      0.4975      0.7265      0.0444      0.0304       0.420      24.043      20.128     312.906       2.716      89.530      29.177       53.26     238476.    0.2454
        5.96      0.5224      0.7294      0.0394      0.0282       0.390      22.319      17.867     290.467       2.522      79.472      27.899       53.33     239020.    0.2211
        6.25      0.5472      0.7268      0.0343      0.0258       0.357      20.455      15.575     266.207       2.311      69.278      26.537       53.40     239584.    0.1963
        6.53      0.5721      0.7171      0.0292      0.0233       0.322      18.453      13.259     240.149       2.085      58.977      25.043       53.47     240168.    0.1709
        6.82      0.5970      0.6974      0.0241      0.0206       0.285      16.316      10.927     212.339       1.843      48.603      23.341       53.55     240772.    0.1446
        7.10      0.6219      0.6629      0.0189      0.0177       0.245      14.050       8.587     182.849       1.587      38.193      21.300       53.62     241396.    0.1170
        7.38      0.6467      0.6043      0.0138      0.0147       0.204      11.662       6.247     151.771       1.318      27.787      18.670       53.71     242040.    0.0875
        7.67      0.6716      0.5009      0.0086      0.0116       0.160       9.159       3.916     119.200       1.035      17.420      14.902       53.79     242703.    0.0553
        7.95      0.6965      0.2961      0.0035      0.0083       0.114       6.542       1.595      85.143       0.739       7.092       8.494       53.88     243376.    0.0201
        8.24      0.7214



         PROP RPM =       1200

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1141      0.0405       0.726      38.118      61.630     541.178       4.307     274.131      51.653       57.39     252615.    0.7601
        0.31      0.0250      0.0685      0.1123      0.0410       0.735      38.605      60.626     548.092       4.362     269.663      50.170       57.39     252815.    0.7323
        0.62      0.0500      0.1330      0.1103      0.0415       0.744      39.058      59.546     554.520       4.413     264.861      48.706       57.39     253032.    0.7046
        0.93      0.0750      0.1936      0.1081      0.0419       0.751      39.466      58.388     560.310       4.459     259.708      47.265       57.40     253265.    0.6770
        1.25      0.1000      0.2504      0.1058      0.0423       0.758      39.818      57.144     565.309       4.499     254.178      45.849       57.42     253516.    0.6497
        1.56      0.1250      0.3035      0.1033      0.0426       0.763      40.101      55.810     569.337       4.531     248.243      44.462       57.43     253784.    0.6227
        1.87      0.1500      0.3531      0.1007      0.0428       0.767      40.302      54.376     572.189       4.553     241.866      43.104       57.45     254071.    0.5958
        2.18      0.1750      0.3993      0.0978      0.0429       0.769      40.403      52.834     573.625       4.565     235.007      41.776       57.48     254377.    0.5692
        2.49      0.2000      0.4421      0.0948      0.0429       0.769      40.386      51.174     573.372       4.563     227.622      40.481       57.50     254703.    0.5429
        2.80      0.2250      0.4819      0.0915      0.0427       0.766      40.232      49.390     571.184       4.545     219.688      39.220       57.53     255048.    0.5167
        3.11      0.2501      0.5187      0.0879      0.0424       0.760      39.930      47.486     566.899       4.511     211.218      37.993       57.57     255413.    0.4908
        3.43      0.2751      0.5527      0.0842      0.0419       0.752      39.475      45.471     560.442       4.460     202.253      36.800       57.61     255799.    0.4652
        3.74      0.3001      0.5839      0.0803      0.0413       0.740      38.865      43.354     551.785       4.391     192.837      35.637       57.65     256205.    0.4399
        4.05      0.3251      0.6124      0.0762      0.0404       0.725      38.099      41.145     540.907       4.304     183.012      34.501       57.69     256632.    0.4149
        4.36      0.3501      0.6382      0.0719      0.0395       0.708      37.175      38.852     527.787       4.200     172.814      33.389       57.74     257080.    0.3901
        4.67      0.3751      0.6614      0.0676      0.0383       0.687      36.091      36.483     512.398       4.078     162.274      32.294       57.79     257549.    0.3657
        4.98      0.4001      0.6818      0.0630      0.0370       0.663      34.845      34.043     494.712       3.937     151.421      31.211       57.85     258040.    0.3414
        5.29      0.4251      0.6994      0.0584      0.0355       0.637      33.435      31.538     474.697       3.778     140.281      30.134       57.91     258551.    0.3172
        5.61      0.4501      0.7140      0.0536      0.0338       0.607      31.859      28.974     452.322       3.599     128.876      29.054       57.97     259085.    0.2932
        5.92      0.4751      0.7253      0.0488      0.0320       0.573      30.116      26.356     427.564       3.402     117.231      27.959       58.04     259640.    0.2691
        6.23      0.5001      0.7327      0.0439      0.0299       0.537      28.203      23.690     400.403       3.186     105.371      26.835       58.11     260217.    0.2448
        6.54      0.5251      0.7357      0.0388      0.0277       0.497      26.120      20.981     370.836       2.951      93.322      25.662       58.18     260816.    0.2203
        6.85      0.5501      0.7331      0.0338      0.0253       0.454      23.869      18.236     338.874       2.697      81.114      24.408       58.26     261437.    0.1954
        7.16      0.5751      0.7232      0.0286      0.0228       0.408      21.451      15.464     304.551       2.424      68.783      23.030       58.34     262080.    0.1698
        7.47      0.6001      0.7029      0.0235      0.0200       0.359      18.872      12.673     267.934       2.132      56.368      21.453       58.42     262745.    0.1432
        7.79      0.6251      0.6671      0.0183      0.0171       0.307      16.138       9.873     229.119       1.823      43.917      19.546       58.51     263433.    0.1151
        8.10      0.6501      0.6053      0.0131      0.0141       0.252      13.258       7.077     188.232       1.498      31.477      17.052       58.60     264142.    0.0850
        8.41      0.6751      0.4935      0.0079      0.0109       0.195      10.241       4.291     145.395       1.157      19.088      13.387       58.70     264871.    0.0520
        8.72      0.7002      0.2611      0.0028      0.0075       0.135       7.083       1.514     100.557       0.800       6.736       6.830       58.79     265608.    0.0158
        9.03      0.7252



         PROP RPM =       1300

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1141      0.0402       0.918      44.497      72.340     684.395       5.027     321.768      47.942       62.17     273666.    0.7644
        0.33      0.0247      0.0680      0.1123      0.0408       0.929      45.064      71.178     693.104       5.091     316.600      46.579       62.17     273880.    0.7367
        0.67      0.0493      0.1320      0.1103      0.0412       0.940      45.591      69.931     701.214       5.151     311.051      45.234       62.18     274111.    0.7091
        1.00      0.0740      0.1922      0.1082      0.0417       0.950      46.068      68.593     708.543       5.205     305.102      43.909       62.19     274360.    0.6817
        1.33      0.0987      0.2486      0.1060      0.0420       0.959      46.481      67.159     714.902       5.251     298.725      42.609       62.20     274627.    0.6546
        1.66      0.1233      0.3015      0.1035      0.0423       0.966      46.817      65.622     720.073       5.289     291.885      41.335       62.22     274912.    0.6277
        2.00      0.1480      0.3509      0.1009      0.0426       0.971      47.060      63.972     723.809       5.317     284.546      40.087       62.24     275217.    0.6010
        2.33      0.1726      0.3969      0.0981      0.0427       0.973      47.191      62.198     725.819       5.332     276.659      38.868       62.26     275543.    0.5746
        2.66      0.1973      0.4397      0.0951      0.0427       0.973      47.188      60.291     725.774       5.331     268.176      37.679       62.29     275888.    0.5484
        2.99      0.2220      0.4795      0.0919      0.0425       0.970      47.031      58.243     723.361       5.314     259.067      36.520       62.32     276255.    0.5225
        3.33      0.2466      0.5163      0.0884      0.0422       0.963      46.707      56.057     718.371       5.277     249.342      35.394       62.36     276642.    0.4968
        3.66      0.2713      0.5504      0.0848      0.0418       0.953      46.208      53.742     710.702       5.221     239.044      34.298       62.40     277051.    0.4713
        3.99      0.2960      0.5818      0.0810      0.0412       0.939      45.532      51.309     700.311       5.144     228.224      33.232       62.44     277482.    0.4462
        4.33      0.3206      0.6105      0.0769      0.0404       0.922      44.678      48.770     687.172       5.048     216.930      32.191       62.49     277934.    0.4214
        4.66      0.3453      0.6367      0.0728      0.0395       0.900      43.644      46.134     671.261       4.931     205.203      31.172       62.54     278409.    0.3969
        4.99      0.3700      0.6602      0.0685      0.0384       0.875      42.427      43.408     652.545       4.793     193.079      30.172       62.60     278906.    0.3726
        5.32      0.3946      0.6812      0.0641      0.0371       0.846      41.025      40.601     630.989       4.635     180.592      29.185       62.66     279425.    0.3486
        5.66      0.4193      0.6995      0.0595      0.0357       0.813      39.436      37.718     606.554       4.456     167.771      28.205       62.72     279966.    0.3247
        5.99      0.4439      0.7149      0.0549      0.0341       0.777      37.658      34.767     579.202       4.255     154.642      27.225       62.79     280531.    0.3009
        6.32      0.4686      0.7272      0.0501      0.0323       0.736      35.688      31.752     548.902       4.032     141.232      26.237       62.86     281118.    0.2771
        6.66      0.4933      0.7361      0.0452      0.0303       0.691      33.525      28.680     515.628       3.788     127.570      25.228       62.93     281728.    0.2533
        6.99      0.5179      0.7409      0.0403      0.0282       0.643      31.167      25.558     479.369       3.521     113.683      24.183       63.01     282362.    0.2292
        7.32      0.5426      0.7406      0.0353      0.0259       0.590      28.616      22.393     440.134       3.233      99.606      23.077       63.09     283018.    0.2047
        7.65      0.5673      0.7340      0.0303      0.0234       0.534      25.874      19.194     397.955       2.923      85.374      21.876       63.17     283698.    0.1797
        7.99      0.5919      0.7186      0.0252      0.0208       0.473      22.945      15.970     352.900       2.592      71.033      20.525       63.26     284401.    0.1538
        8.32      0.6166      0.6904      0.0201      0.0179       0.409      19.835      12.732     305.077       2.241      56.632      18.929       63.35     285128.    0.1266
        8.65      0.6413      0.6414      0.0150      0.0150       0.341      16.555       9.493     254.628       1.870      42.227      16.911       63.45     285878.    0.0977
        8.98      0.6659      0.5549      0.0099      0.0119       0.271      13.115       6.265     201.713       1.482      27.866      14.087       63.55     286650.    0.0661
        9.32      0.6906      0.3861      0.0048      0.0086       0.196       9.519       3.051     146.409       1.075      13.571       9.452       63.65     287438.    0.0309
        9.65      0.7152     -0.0898     -0.0006      0.0049       0.113       5.461      -0.393      83.997       0.617      -1.749      -2.124       63.76     287844.    0.0000



         PROP RPM =       1400

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1141      0.0401       1.141      51.362      83.907     850.746       5.803     373.220      44.735       66.95     294718.    0.7682
        0.36      0.0247      0.0683      0.1123      0.0406       1.156      52.022      82.560     861.668       5.877     367.225      43.458       66.95     294948.    0.7402
        0.72      0.0494      0.1327      0.1103      0.0411       1.169      52.636      81.113     871.841       5.947     360.788      42.198       66.96     295197.    0.7124
        1.08      0.0740      0.1931      0.1082      0.0415       1.181      53.191      79.561     881.039       6.009     353.887      40.959       66.97     295465.    0.6849
        1.43      0.0987      0.2499      0.1060      0.0419       1.192      53.673      77.897     889.021       6.064     346.488      39.742       66.98     295752.    0.6575
        1.79      0.1234      0.3030      0.1035      0.0422       1.201      54.066      76.113     895.522       6.108     338.553      38.550       67.00     296060.    0.6305
        2.15      0.1481      0.3526      0.1009      0.0424       1.207      54.350      74.199     900.229       6.140     330.036      37.384       67.03     296389.    0.6037
        2.51      0.1727      0.3988      0.0981      0.0425       1.211      54.503      72.141     902.773       6.158     320.884      36.245       67.05     296739.    0.5771
        2.87      0.1974      0.4418      0.0951      0.0425       1.211      54.502      69.928     902.748       6.158     311.040      35.134       67.08     297112.    0.5508
        3.23      0.2221      0.4817      0.0919      0.0424       1.207      54.322      67.551     899.763       6.137     300.469      34.053       67.12     297507.    0.5247
        3.59      0.2468      0.5187      0.0884      0.0421       1.198      53.947      65.014     893.551       6.095     289.183      33.001       67.16     297924.    0.4988
        3.94      0.2714      0.5529      0.0848      0.0416       1.185      53.369      62.327     883.987       6.030     277.232      31.980       67.20     298365.    0.4733
        4.30      0.2961      0.5845      0.0809      0.0410       1.168      52.586      59.504     871.018       5.941     264.676      30.986       67.25     298829.    0.4481
        4.66      0.3208      0.6134      0.0769      0.0402       1.146      51.595      56.558     854.608       5.829     251.568      30.017       67.30     299317.    0.4232
        5.02      0.3455      0.6397      0.0728      0.0393       1.119      50.395      53.498     834.724       5.694     237.959      29.070       67.35     299829.    0.3986
        5.38      0.3701      0.6635      0.0685      0.0382       1.088      48.983      50.335     811.330       5.534     223.891      28.140       67.41     300364.    0.3742
        5.74      0.3948      0.6846      0.0640      0.0369       1.052      47.355      47.077     784.377       5.350     209.400      27.223       67.48     300923.    0.3501
        6.10      0.4195      0.7031      0.0595      0.0355       1.011      45.510      43.732     753.818       5.142     194.522      26.314       67.55     301507.    0.3262
        6.45      0.4442      0.7188      0.0548      0.0339       0.965      43.445      40.307     719.605       4.908     179.288      25.406       67.62     302115.    0.3024
        6.81      0.4688      0.7314      0.0501      0.0321       0.914      41.156      36.809     681.697       4.650     163.728      24.491       67.69     302748.    0.2785
        7.17      0.4935      0.7406      0.0452      0.0301       0.858      38.643      33.245     640.063       4.366     147.875      23.559       67.77     303406.    0.2546
        7.53      0.5182      0.7458      0.0403      0.0280       0.797      35.903      29.623     594.690       4.056     131.764      22.594       67.86     304089.    0.2305
        7.89      0.5429      0.7460      0.0353      0.0257       0.732      32.939      25.951     545.587       3.721     115.430      21.574       67.94     304796.    0.2060
        8.25      0.5675      0.7400      0.0303      0.0232       0.661      29.752      22.239     492.797       3.361      98.920      20.469       68.03     305529.    0.1809
        8.60      0.5922      0.7253      0.0252      0.0205       0.585      26.347      18.499     436.405       2.977      82.283      19.226       68.13     306287.    0.1550
        8.96      0.6169      0.6978      0.0201      0.0177       0.505      22.733      14.743     376.544       2.568      65.578      17.759       68.23     307071.    0.1278
        9.32      0.6416      0.6498      0.0149      0.0148       0.420      18.921      10.987     313.398       2.138      48.869      15.901       68.33     307879.    0.0988
        9.68      0.6662      0.5640      0.0099      0.0116       0.331      14.922       7.242     247.162       1.686      32.212      13.290       68.44     308710.    0.0670
       10.04      0.6909      0.3943      0.0048      0.0084       0.239      10.742       3.514     177.932       1.214      15.632       8.958       68.55     309560.    0.0315
       10.40      0.7156



         PROP RPM =       1500

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1142      0.0399       1.397      58.712      96.333    1041.942       6.633     428.488      41.935       71.73     315769.    0.7716
        0.38      0.0246      0.0684      0.1123      0.0404       1.415      59.469      94.791    1055.379       6.719     421.629      40.738       71.74     316015.    0.7435
        0.77      0.0492      0.1328      0.1104      0.0409       1.432      60.174      93.135    1067.902       6.798     414.266      39.557       71.74     316281.    0.7156
        1.15      0.0738      0.1934      0.1083      0.0413       1.447      60.813      91.361    1079.236       6.871     406.373      38.396       71.75     316567.    0.6880
        1.53      0.0984      0.2502      0.1060      0.0417       1.460      61.368      89.459    1089.089       6.933     397.912      37.257       71.77     316874.    0.6606
        1.92      0.1230      0.3034      0.1036      0.0420       1.471      61.822      87.419    1097.134       6.985     388.840      36.140       71.79     317202.    0.6334
        2.30      0.1476      0.3531      0.1010      0.0422       1.479      62.152      85.231    1102.990       7.022     379.106      35.048       71.81     317553.    0.6066
        2.68      0.1722      0.3994      0.0982      0.0423       1.483      62.333      82.879    1106.213       7.042     368.647      33.982       71.84     317927.    0.5799
        3.06      0.1968      0.4425      0.0952      0.0424       1.484      62.338      80.351    1106.303       7.043     357.399      32.943       71.87     318324.    0.5536
        3.45      0.2214      0.4825      0.0920      0.0422       1.479      62.140      77.635    1102.782       7.021     345.322      31.931       71.91     318746.    0.5274
        3.83      0.2460      0.5196      0.0886      0.0419       1.469      61.720      74.737    1095.322       6.973     332.428      30.948       71.95     319191.    0.5015
        4.21      0.2706      0.5540      0.0849      0.0415       1.453      61.068      71.667    1083.763       6.899     318.774      29.994       72.00     319661.    0.4760
        4.60      0.2952      0.5856      0.0811      0.0409       1.432      60.182      68.441    1068.036       6.799     304.425      29.065       72.05     320156.    0.4508
        4.98      0.3198      0.6147      0.0771      0.0401       1.406      59.059      65.073    1048.100       6.672     289.447      28.161       72.10     320676.    0.4258
        5.36      0.3444      0.6412      0.0730      0.0392       1.373      57.696      61.577    1023.914       6.518     273.893      27.277       72.16     321222.    0.4012
        5.75      0.3690      0.6652      0.0687      0.0381       1.335      56.091      57.962     995.429       6.337     257.814      26.410       72.23     321792.    0.3769
        6.13      0.3936      0.6866      0.0643      0.0368       1.291      54.240      54.238     962.589       6.128     241.252      25.557       72.29     322389.    0.3528
        6.51      0.4182      0.7054      0.0597      0.0354       1.241      52.141      50.415     925.334       5.891     224.246      24.712       72.37     323011.    0.3289
        6.89      0.4428      0.7214      0.0551      0.0338       1.185      49.790      46.500     883.608       5.625     206.831      23.869       72.44     323660.    0.3051
        7.28      0.4674      0.7344      0.0504      0.0321       1.123      47.184      42.501     837.358       5.331     189.045      23.021       72.52     324334.    0.2813
        7.66      0.4920      0.7441      0.0455      0.0301       1.055      44.320      38.427     786.544       5.007     170.921      22.159       72.61     325035.    0.2575
        8.04      0.5166      0.7500      0.0406      0.0280       0.980      41.199      34.285     731.150       4.655     152.500      21.269       72.70     325763.    0.2335
        8.43      0.5413      0.7511      0.0357      0.0257       0.900      37.820      30.086     671.185       4.273     133.825      20.332       72.79     326517.    0.2091
        8.81      0.5659      0.7461      0.0306      0.0232       0.814      34.186      25.842     606.698       3.862     114.943      19.319       72.89     327298.    0.1841
        9.19      0.5905      0.7329      0.0256      0.0206       0.721      30.303      21.563     537.788       3.424      95.913      18.186       72.99     328106.    0.1583
        9.58      0.6151      0.7076      0.0205      0.0178       0.623      26.180      17.267     464.616       2.958      76.802      16.856       73.09     328941.    0.1313
        9.96      0.6397      0.6628      0.0154      0.0148       0.520      21.829      12.968     387.399       2.466      57.681      15.183       73.20     329802.    0.1025
       10.34      0.6643      0.5827      0.0103      0.0117       0.411      17.264       8.682     306.381       1.950      38.615      12.852       73.32     330689.    0.0710
       10.72      0.6889      0.4247      0.0052      0.0085       0.297      12.492       4.415     221.701       1.411      19.639       9.033       73.44     331596.    0.0356
       11.11      0.7135      0.0068      0.0000      0.0050       0.175       7.356       0.040     130.554       0.831       0.178       0.139       73.56     332386.    0.0001



         PROP RPM =       1600

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1142      0.0397       1.689      66.545     109.616    1259.692       7.518     487.572      39.469       76.52     336820.    0.7746
        0.41      0.0246      0.0688      0.1123      0.0403       1.711      67.410     107.860    1276.067       7.616     479.759      38.338       76.52     337083.    0.7464
        0.82      0.0493      0.1335      0.1104      0.0407       1.732      68.217     105.974    1291.332       7.707     471.371      37.222       76.52     337367.    0.7183
        1.23      0.0739      0.1944      0.1083      0.0412       1.750      68.947     103.952    1305.151       7.790     462.377      36.126       76.54     337672.    0.6905
        1.64      0.0985      0.2515      0.1060      0.0415       1.766      69.581     101.784    1317.166       7.861     452.736      35.050       76.55     338000.    0.6629
        2.05      0.1232      0.3049      0.1036      0.0419       1.780      70.099      99.460    1326.975       7.920     442.396      33.996       76.57     338352.    0.6356
        2.45      0.1478      0.3548      0.1010      0.0421       1.789      70.477      96.965    1334.120       7.962     431.301      32.966       76.60     338727.    0.6085
        2.86      0.1725      0.4013      0.0982      0.0422       1.794      70.685      94.285    1338.055       7.986     419.378      31.960       76.63     339126.    0.5818
        3.27      0.1971      0.4445      0.0952      0.0422       1.795      70.691      91.402    1338.172       7.987     406.555      30.980       76.67     339551.    0.5552
        3.68      0.2217      0.4847      0.0920      0.0421       1.789      70.465      88.306    1333.888       7.961     392.785      30.027       76.71     340001.    0.5290
        4.09      0.2464      0.5219      0.0885      0.0418       1.777      69.985      85.001    1324.802       7.907     378.083      29.101       76.75     340477.    0.5030
        4.50      0.2710      0.5564      0.0849      0.0413       1.758      69.241      81.501    1310.723       7.823     362.514      28.203       76.80     340980.    0.4773
        4.91      0.2956      0.5882      0.0811      0.0407       1.732      68.229      77.823    1291.567       7.708     346.155      27.330       76.85     341509.    0.4520
        5.32      0.3203      0.6174      0.0771      0.0400       1.699      66.946      73.983    1267.282       7.564     329.078      26.479       76.91     342065.    0.4269
        5.73      0.3449      0.6440      0.0729      0.0390       1.660      65.390      69.997    1237.817       7.388     311.346      25.649       76.97     342648.    0.4023
        6.14      0.3696      0.6681      0.0686      0.0379       1.613      63.556      65.876    1203.112       7.181     293.016      24.835       77.04     343258.    0.3779
        6.55      0.3942      0.6897      0.0642      0.0367       1.560      61.442      61.631    1163.097       6.942     274.136      24.034       77.12     343896.    0.3537
        6.95      0.4188      0.7086      0.0597      0.0353       1.499      59.044      57.273    1117.700       6.671     254.750      23.242       77.19     344561.    0.3297
        7.36      0.4435      0.7248      0.0550      0.0337       1.431      56.358      52.810    1066.850       6.367     234.900      22.452       77.27     345255.    0.3059
        7.77      0.4681      0.7381      0.0503      0.0319       1.355      53.380      48.252    1010.483       6.031     214.627      21.659       77.36     345976.    0.2820
        8.18      0.4927      0.7480      0.0454      0.0299       1.272      50.109      43.609     948.552       5.661     193.971      20.852       77.45     346726.    0.2581
        8.59      0.5174      0.7541      0.0405      0.0278       1.181      46.542      38.889     881.036       5.258     172.977      20.020       77.55     347504.    0.2340
        9.00      0.5420      0.7554      0.0355      0.0255       1.083      42.681      34.104     807.949       4.822     151.694      19.145       77.65     348310.    0.2096
