         10x8M-LH                 (10x8M-LH.dat)
         v2022-0915
         Simulation Date: 05/03/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
        5.15      0.5006      0.6704      0.1136      0.0848       0.698      39.990      34.052     520.442       4.518     151.462      29.676       48.02     264893.    0.3601
        5.50      0.5340      0.6935      0.1063      0.0818       0.673      38.574      31.858     502.010       4.358     141.704      28.784       48.10     265787.    0.3378
        5.84      0.5674      0.7143      0.0987      0.0784       0.645      36.951      29.583     480.894       4.175     131.586      27.902       48.19     266718.    0.3156
        6.18      0.6008      0.7325      0.0909      0.0745       0.613      35.129      27.239     457.178       3.969     121.158      27.024       48.28     267687.    0.2933
        6.53      0.6341      0.7479      0.0829      0.0703       0.578      33.114      24.835     430.952       3.741     110.467      26.139       48.38     268693.    0.2709
        6.87      0.6675      0.7600      0.0747      0.0656       0.540      30.913      22.383     402.311       3.493      99.561      25.235       48.48     269736.    0.2483
        7.21      0.7009      0.7684      0.0664      0.0605       0.498      28.535      19.893     371.364       3.224      88.485      24.297       48.59     270816.    0.2253
        7.56      0.7343      0.7720      0.0580      0.0551       0.454      25.989      17.376     338.234       2.936      77.288      23.301       48.70     271933.    0.2020
        7.90      0.7676      0.7694      0.0495      0.0494       0.406      23.287      14.842     303.061       2.631      66.018      22.213       48.82     273086.    0.1779
        8.24      0.8010      0.7582      0.0410      0.0434       0.357      20.440      12.304     266.010       2.309      54.727      20.979       48.94     274276.    0.1530
        8.59      0.8344      0.7343      0.0326      0.0371       0.305      17.463       9.773     227.271       1.973      43.470      19.504       49.06     275502.    0.1268
        8.93      0.8678      0.6895      0.0242      0.0305       0.251      14.374       7.263     187.062       1.624      32.304      17.610       49.20     276764.    0.0987
        9.27      0.9011      0.6060      0.0160      0.0237       0.195      11.190       4.785     145.624       1.264      21.285      14.905       49.33     278062.    0.0678
        9.62      0.9345      0.4360      0.0079      0.0168       0.138       7.930       2.353     103.209       0.896      10.467      10.341       49.47     279394.    0.0330
        9.96      0.9679     -0.0129     -0.0001      0.0097       0.080       4.594      -0.039      59.786       0.519      -0.173      -0.294       49.62     280725.    0.0000



         PROP RPM =       1200

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1797      0.0870       0.929      48.782      64.114     692.583       5.511     285.180      41.988       51.73     279320.    0.6991
        0.37      0.0334      0.0672      0.1774      0.0881       0.941      49.399      63.271     701.340       5.581     281.428      40.918       51.73     279692.    0.6768
        0.75      0.0668      0.1310      0.1748      0.0891       0.952      49.998      62.360     709.842       5.649     277.379      39.847       51.74     280098.    0.6543
        1.12      0.1002      0.1912      0.1721      0.0901       0.963      50.564      61.376     717.879       5.713     273.000      38.779       51.76     280540.    0.6317
        1.50      0.1336      0.2479      0.1691      0.0911       0.973      51.081      60.309     725.225       5.771     268.254      37.718       51.78     281020.    0.6091
        1.87      0.1669      0.3013      0.1658      0.0919       0.981      51.533      59.150     731.632       5.822     263.101      36.670       51.80     281537.    0.5864
        2.25      0.2003      0.3514      0.1623      0.0925       0.988      51.899      57.891     736.826       5.863     257.498      35.636       51.84     282094.    0.5638
        2.62      0.2337      0.3983      0.1585      0.0930       0.993      52.158      56.521     740.509       5.893     251.404      34.620       51.87     282692.    0.5412
        3.00      0.2671      0.4420      0.1543      0.0932       0.996      52.288      55.029     742.350       5.907     244.770      33.622       51.92     283330.    0.5186
        3.37      0.3005      0.4829      0.1497      0.0932       0.995      52.262      53.406     741.987       5.905     237.548      32.646       51.97     284010.    0.4961
        3.75      0.3339      0.5208      0.1448      0.0928       0.991      52.053      51.638     739.017       5.881     229.685      31.693       52.02     284733.    0.4736
        4.12      0.3673      0.5561      0.1394      0.0920       0.983      51.631      49.716     733.029       5.833     221.138      30.762       52.08     285497.    0.4510
        4.50      0.4007      0.5888      0.1335      0.0909       0.970      50.971      47.636     723.655       5.759     211.885      29.857       52.15     286304.    0.4285
        4.87      0.4340      0.6191      0.1273      0.0892       0.953      50.056      45.402     710.664       5.655     201.948      28.977       52.22     287154.    0.4060
        5.25      0.4674      0.6470      0.1206      0.0871       0.931      48.880      43.027     693.976       5.522     191.382      28.121       52.30     288046.    0.3836
        5.62      0.5008      0.6726      0.1136      0.0846       0.903      47.447      40.525     673.620       5.360     180.256      27.287       52.38     288980.    0.3612
        6.00      0.5342      0.6960      0.1063      0.0816       0.871      45.760      37.913     649.674       5.170     168.637      26.469       52.47     289955.    0.3389
        6.37      0.5676      0.7169      0.0987      0.0781       0.834      43.827      35.205     622.234       4.952     156.590      25.662       52.57     290972.    0.3166
        6.75      0.6010      0.7354      0.0909      0.0743       0.793      41.656      32.413     591.410       4.706     144.174      24.859       52.67     292029.    0.2943
        7.12      0.6344      0.7510      0.0828      0.0700       0.747      39.255      29.552     557.315       4.435     131.447      24.051       52.78     293127.    0.2719
        7.50      0.6678      0.7634      0.0747      0.0653       0.697      36.632      26.633     520.076       4.139     118.464      23.227       52.89     294266.    0.2493
        7.87      0.7011      0.7721      0.0664      0.0603       0.643      33.797      23.669     479.834       3.818     105.281      22.374       53.00     295445.    0.2263
        8.25      0.7345      0.7762      0.0580      0.0548       0.586      30.762      20.673     436.748       3.476      91.953      21.469       53.13     296664.    0.2030
        8.62      0.7679      0.7742      0.0495      0.0491       0.524      27.540      17.657     391.001       3.111      78.540      20.483       53.25     297923.    0.1790
        9.00      0.8013      0.7638      0.0410      0.0430       0.460      24.146      14.637     342.808       2.728      65.103      19.366       53.39     299221.    0.1541
        9.37      0.8347      0.7408      0.0326      0.0367       0.392      20.597      11.625     292.418       2.327      51.709      18.032       53.53     300560.    0.1278
        9.75      0.8681      0.6972      0.0242      0.0302       0.322      16.912       8.638     240.113       1.911      38.423      16.318       53.67     301937.    0.0997
       10.12      0.9015      0.6151      0.0160      0.0234       0.250      13.116       5.691     186.208       1.482      25.314      13.862       53.82     303354.    0.0688
       10.50      0.9349      0.4456      0.0078      0.0165       0.176       9.229       2.798     131.032       1.043      12.444       9.684       53.97     304808.    0.0337
       10.87      0.9682     -0.0141     -0.0001      0.0094       0.100       5.249      -0.049      74.521       0.593      -0.216      -0.296       54.13     306259.    0.0000



         PROP RPM =       1300

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1798      0.0867       1.177      57.076      75.255     877.862       6.448     334.735      38.882       56.04     302596.    0.7014
        0.41      0.0334      0.0675      0.1774      0.0878       1.192      57.802      74.265     889.032       6.530     330.332      37.889       56.05     302999.    0.6790
        0.81      0.0668      0.1314      0.1748      0.0889       1.207      58.508      73.197     899.880       6.610     325.580      36.894       56.06     303440.    0.6564
        1.22      0.1002      0.1918      0.1721      0.0899       1.221      59.174      72.042     910.135       6.685     320.441      35.902       56.07     303919.    0.6337
        1.62      0.1336      0.2488      0.1691      0.0908       1.233      59.784      70.789     919.515       6.754     314.870      34.918       56.09     304439.    0.6109
        2.03      0.1670      0.3023      0.1658      0.0916       1.244      60.316      69.429     927.699       6.815     308.821      33.945       56.12     305000.    0.5882
        2.44      0.2004      0.3525      0.1623      0.0923       1.253      60.748      67.951     934.342       6.863     302.245      32.986       56.16     305603.    0.5654
        2.84      0.2338      0.3995      0.1585      0.0927       1.259      61.055      66.342     939.060       6.898     295.090      32.044       56.20     306251.    0.5427
        3.25      0.2672      0.4434      0.1543      0.0930       1.262      61.210      64.591     941.435       6.915     287.302      31.119       56.24     306943.    0.5201
        3.66      0.3006      0.4843      0.1497      0.0929       1.262      61.181      62.685     941.002       6.912     278.822      30.214       56.30     307680.    0.4974
        4.06      0.3340      0.5224      0.1448      0.0926       1.257      60.938      60.609     937.253       6.885     269.589      29.331       56.36     308463.    0.4748
        4.47      0.3674      0.5577      0.1394      0.0918       1.247      60.444      58.353     929.658       6.829     259.552      28.470       56.42     309292.    0.4522
        4.88      0.4008      0.5905      0.1336      0.0906       1.231      59.670      55.910     917.754       6.741     248.687      27.632       56.50     310167.    0.4296
        5.28      0.4342      0.6209      0.1273      0.0890       1.209      58.596      53.286     901.240       6.620     237.018      26.818       56.58     311088.    0.4071
        5.69      0.4676      0.6489      0.1206      0.0869       1.180      57.216      50.497     880.020       6.464     224.610      26.027       56.66     312054.    0.3846
        6.09      0.5010      0.6747      0.1136      0.0844       1.145      55.533      47.560     854.126       6.274     211.545      25.256       56.75     313067.    0.3622
        6.50      0.5344      0.6982      0.1063      0.0813       1.105      53.552      44.492     823.658       6.050     197.902      24.501       56.85     314124.    0.3398
        6.91      0.5678      0.7193      0.0987      0.0779       1.058      51.282      41.312     788.738       5.794     183.757      23.757       56.95     315226.    0.3175
        7.31      0.6012      0.7379      0.0909      0.0740       1.005      48.731      38.035     749.502       5.506     169.180      23.017       57.06     316372.    0.2952
        7.72      0.6346      0.7537      0.0828      0.0697       0.947      45.909      34.676     706.098       5.187     154.238      22.274       57.17     317563.    0.2727
        8.12      0.6680      0.7665      0.0746      0.0651       0.883      42.826      31.249     658.686       4.838     138.996      21.518       57.30     318797.    0.2501
        8.53      0.7014      0.7755      0.0663      0.0600       0.815      39.494      27.770     607.443       4.462     123.520      20.735       57.42     320075.    0.2272
        8.94      0.7348      0.7800      0.0579      0.0546       0.741      35.927      24.253     552.573       4.059     107.876      19.907       57.56     321396.    0.2039
        9.34      0.7682      0.7785      0.0495      0.0488       0.663      32.139      20.713     494.312       3.631      92.132      19.006       57.69     322761.    0.1799
        9.75      0.8016      0.7688      0.0410      0.0428       0.581      28.148      17.168     432.932       3.180      76.363      17.986       57.84     324169.    0.1550
       10.16      0.8350      0.7467      0.0326      0.0364       0.495      23.975      13.634     368.750       2.709      60.644      16.770       57.99     325619.    0.1288
       10.56      0.8684      0.7041      0.0242      0.0298       0.405      19.643      10.129     302.127       2.219      45.054      15.206       58.14     327113.    0.1006
       10.97      0.9018      0.6232      0.0159      0.0231       0.313      15.179       6.671     233.468       1.715      29.673      12.960       58.31     328649.    0.0696
       11.38      0.9352      0.4542      0.0078      0.0161       0.219      10.610       3.277     163.188       1.199      14.575       9.107       58.47     330225.    0.0343
       11.78      0.9686     -0.0164     -0.0002      0.0090       0.122       5.928      -0.064      91.175       0.670      -0.284      -0.318       58.65     331794.    0.0000



         PROP RPM =       1400

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1798      0.0865       1.466      66.014      87.288    1093.429       7.458     388.259      36.208       60.35     325873.    0.7034
        0.44      0.0334      0.0677      0.1774      0.0876       1.485      66.859      86.141    1107.421       7.554     383.153      35.281       60.36     326307.    0.6809
        0.88      0.0668      0.1318      0.1749      0.0886       1.503      67.679      84.902    1121.010       7.646     377.643      34.352       60.37     326782.    0.6582
        1.31      0.1002      0.1924      0.1721      0.0897       1.521      68.455      83.562    1133.862       7.734     371.682      33.427       60.38     327298.    0.6354
        1.75      0.1336      0.2495      0.1691      0.0906       1.536      69.165      82.109    1145.620       7.814     365.221      32.508       60.41     327858.    0.6125
        2.19      0.1670      0.3031      0.1659      0.0914       1.550      69.784      80.532    1155.885       7.884     358.204      31.601       60.44     328462.    0.5897
        2.63      0.2005      0.3535      0.1623      0.0921       1.561      70.288      78.816    1164.223       7.941     350.576      30.706       60.48     329113.    0.5669
        3.06      0.2339      0.4006      0.1585      0.0925       1.569      70.646      76.951    1170.157       7.982     342.276      29.827       60.52     329810.    0.5441
        3.50      0.2673      0.4446      0.1543      0.0928       1.573      70.827      74.919    1173.160       8.002     333.241      28.965       60.57     330556.    0.5213
        3.94      0.3007      0.4856      0.1498      0.0927       1.573      70.797      72.707    1172.656       7.999     323.402      28.122       60.63     331350.    0.4986
        4.38      0.3341      0.5238      0.1448      0.0924       1.566      70.516      70.299    1167.999       7.967     312.690      27.299       60.69     332194.    0.4760
        4.81      0.3675      0.5592      0.1394      0.0916       1.554      69.945      67.681    1158.537       7.902     301.044      26.497       60.77     333087.    0.4533
        5.25      0.4009      0.5921      0.1336      0.0904       1.534      69.048      64.846    1143.684       7.801     288.436      25.717       60.84     334029.    0.4306
        5.69      0.4343      0.6225      0.1273      0.0888       1.506      67.803      61.802    1123.066       7.660     274.896      24.960       60.93     335022.    0.4080
        6.13      0.4677      0.6507      0.1206      0.0867       1.471      66.203      58.565    1096.558       7.480     260.499      24.224       61.02     336063.    0.3855
        6.56      0.5011      0.6765      0.1136      0.0842       1.427      64.249      55.157    1064.206       7.259     245.339      23.508       61.12     337154.    0.3630
        7.00      0.5346      0.7001      0.1063      0.0811       1.376      61.951      51.598    1026.128       6.999     229.510      22.808       61.22     338293.    0.3407
        7.44      0.5680      0.7214      0.0987      0.0777       1.318      59.315      47.909     982.478       6.701     213.098      22.118       61.33     339480.    0.3183
        7.88      0.6014      0.7401      0.0908      0.0738       1.252      56.354      44.107     933.426       6.367     196.186      21.432       61.45     340716.    0.2960
        8.32      0.6348      0.7562      0.0828      0.0695       1.179      53.077      40.210     879.155       5.997     178.852      20.745       61.57     341998.    0.2735
        8.75      0.6682      0.7692      0.0746      0.0648       1.099      49.498      36.234     819.864       5.592     161.171      20.046       61.70     343328.    0.2509
        9.19      0.7016      0.7785      0.0663      0.0598       1.014      45.629      32.198     755.778       5.155     143.219      19.323       61.84     344705.    0.2280
        9.63      0.7350      0.7834      0.0579      0.0543       0.921      41.485      28.119     687.150       4.687     125.073      18.560       61.98     346129.    0.2047
       10.07      0.7684      0.7824      0.0495      0.0486       0.824      37.086      24.014     614.275       4.190     106.813      17.731       62.13     347599.    0.1807
       10.50      0.8018      0.7733      0.0410      0.0425       0.721      32.450      19.902     537.495       3.666      88.524      16.795       62.29     349116.    0.1558
       10.94      0.8352      0.7520      0.0326      0.0362       0.613      27.603      15.804     457.207       3.119      70.295      15.678       62.45     350679.    0.1296
       11.38      0.8687      0.7104      0.0242      0.0296       0.501      22.571      11.740     373.865       2.550      52.217      14.242       62.62     352288.    0.1015
       11.82      0.9021      0.6307      0.0159      0.0228       0.386      17.386       7.730     287.973       1.964      34.383      12.175       62.79     353943.    0.0704
       12.25      0.9355      0.4622      0.0078      0.0158       0.268      12.078       3.795     200.054       1.365      16.878       8.603       62.97     355641.    0.0348
       12.69      0.9689     -0.0183     -0.0002      0.0087       0.147       6.637      -0.080     109.928       0.750      -0.355      -0.329       63.16     357330.    0.0000



         PROP RPM =       1500

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1798      0.0863       1.799      75.594     100.214    1341.558       8.541     445.753      33.882       64.66     349149.    0.7053
        0.47      0.0334      0.0679      0.1774      0.0874       1.822      76.567      98.897    1358.811       8.650     439.892      33.012       64.67     349615.    0.6826
        0.94      0.0668      0.1322      0.1749      0.0884       1.845      77.511      97.474    1375.571       8.757     433.566      32.140       64.68     350124.    0.6598
        1.41      0.1003      0.1929      0.1721      0.0895       1.866      78.405      95.936    1391.427       8.858     426.724      31.273       64.70     350677.    0.6369
        1.88      0.1337      0.2501      0.1691      0.0904       1.885      79.222      94.268    1405.934       8.950     419.305      30.412       64.72     351277.    0.6140
        2.35      0.1671      0.3039      0.1659      0.0912       1.902      79.936      92.457    1418.610       9.031     411.249      29.561       64.76     351925.    0.5911
        2.81      0.2005      0.3544      0.1624      0.0919       1.916      80.517      90.488    1428.911       9.097     402.490      28.723       64.80     352622.    0.5681
        3.28      0.2339      0.4016      0.1585      0.0923       1.926      80.931      88.345    1436.255       9.143     392.959      27.899       64.84     353370.    0.5453
        3.75      0.2674      0.4457      0.1543      0.0926       1.931      81.141      86.013    1439.991       9.167     382.584      27.092       64.90     354169.    0.5225
        4.22      0.3008      0.4868      0.1498      0.0925       1.930      81.108      83.472    1439.404       9.164     371.285      26.303       64.96     355021.    0.4997
        4.69      0.3342      0.5250      0.1448      0.0922       1.923      80.787      80.706    1433.708       9.127     358.982      25.532       65.03     355925.    0.4770
        5.16      0.3676      0.5605      0.1394      0.0914       1.907      80.132      77.699    1422.092       9.053     345.606      24.782       65.11     356882.    0.4542
        5.63      0.4010      0.5935      0.1336      0.0903       1.883      79.104      74.444    1403.835       8.937     331.125      24.052       65.19     357893.    0.4315
        6.10      0.4345      0.6240      0.1273      0.0886       1.849      77.675      70.947    1378.478       8.776     315.573      23.344       65.28     358956.    0.4089
        6.57      0.4679      0.6522      0.1206      0.0865       1.805      75.837      67.230    1345.868       8.568     299.038      22.657       65.38     360073.    0.3863
        7.04      0.5013      0.6782      0.1136      0.0840       1.751      73.594      63.315    1306.056       8.315     281.627      21.988       65.48     361242.    0.3638
        7.50      0.5347      0.7019      0.1063      0.0810       1.689      70.953      59.228    1259.189       8.016     263.447      21.334       65.59     362463.    0.3414
        7.97      0.5681      0.7233      0.0987      0.0775       1.617      67.925      54.991    1205.455       7.674     244.599      20.691       65.71     363736.    0.3191
        8.44      0.6016      0.7422      0.0908      0.0736       1.536      64.522      50.625    1145.064       7.290     225.178      20.053       65.84     365060.    0.2967
        8.91      0.6350      0.7584      0.0828      0.0693       1.446      60.757      46.149    1078.238       6.864     205.272      19.413       65.97     366435.    0.2742
        9.38      0.6684      0.7717      0.0746      0.0646       1.348      56.643      41.585    1005.226       6.399     184.969      18.764       66.11     367861.    0.2516
        9.85      0.7018      0.7813      0.0663      0.0596       1.242      52.195      36.951     926.301       5.897     164.356      18.093       66.26     369337.    0.2287
       10.32      0.7353      0.7865      0.0579      0.0541       1.129      47.433      32.267     841.776       5.359     143.522      17.386       66.41     370863.    0.2054
       10.79      0.7687      0.7860      0.0494      0.0483       1.008      42.375      27.554     752.015       4.787     122.558      16.619       66.57     372439.    0.1814
       11.26      0.8021      0.7774      0.0410      0.0423       0.882      37.046      22.833     657.441       4.185     101.563      15.753       66.74     374065.    0.1565
       11.73      0.8355      0.7568      0.0325      0.0359       0.749      31.473      18.129     558.544       3.556      80.637      14.722       66.91     375741.    0.1303
       12.20      0.8689      0.7162      0.0242      0.0293       0.611      25.688      13.464     455.882       2.902      59.887      13.396       67.09     377466.    0.1022
       12.66      0.9024      0.6375      0.0159      0.0225       0.469      19.726       8.862     350.079       2.229      39.418      11.482       67.28     379240.    0.0711
       13.13      0.9358      0.4693      0.0078      0.0155       0.324      13.624       4.345     241.781       1.539      19.329       8.152       67.47     381060.    0.0353
       13.60      0.9692     -0.0213     -0.0002      0.0084       0.175       7.365      -0.103     130.710       0.832      -0.457      -0.356       67.67     382867.    0.0000



         PROP RPM =       1600

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1798      0.0861       2.179      85.818     114.032    1624.518       9.696     507.216      31.838       68.98     372426.    0.7070
        0.50      0.0334      0.0681      0.1775      0.0872       2.207      86.926     112.533    1645.507       9.821     500.548      31.019       68.98     372923.    0.6842
        1.00      0.0669      0.1325      0.1749      0.0883       2.234      88.004     110.915    1665.900       9.943     493.351      30.199       68.99     373466.    0.6613
        1.50      0.1003      0.1934      0.1721      0.0893       2.260      89.023     109.165    1685.192      10.058     485.566      29.382       69.01     374056.    0.6383
        2.00      0.1337      0.2507      0.1692      0.0902       2.284      89.956     107.267    1702.855      10.163     477.125      28.572       69.04     374696.    0.6153
        2.50      0.1671      0.3046      0.1659      0.0910       2.304      90.771     105.206    1718.288      10.255     467.957      27.771       69.07     375387.    0.5923
        3.00      0.2006      0.3552      0.1624      0.0917       2.321      91.434     102.965    1730.841      10.330     457.989      26.982       69.12     376131.    0.5693
        3.50      0.2340      0.4025      0.1585      0.0922       2.333      91.908     100.527    1739.802      10.384     447.143      26.207       69.17     376929.    0.5464
        4.00      0.2674      0.4467      0.1543      0.0924       2.339      92.150      97.872    1744.382      10.411     435.334      25.448       69.22     377782.    0.5235
        4.50      0.3009      0.4878      0.1498      0.0924       2.338      92.114      94.981    1743.709      10.407     422.474      24.706       69.29     378691.    0.5007
        5.00      0.3343      0.5261      0.1448      0.0920       2.329      91.751      91.833    1736.831      10.366     408.471      23.982       69.36     379656.    0.4779
        5.50      0.3677      0.5617      0.1394      0.0913       2.310      91.007      88.410    1722.758      10.282     393.246      23.277       69.45     380677.    0.4551
        6.01      0.4012      0.5948      0.1336      0.0901       2.281      89.838      84.704    1700.614      10.150     376.762      22.591       69.54     381756.    0.4323
        6.51      0.4346      0.6254      0.1273      0.0885       2.239      88.212      80.724    1669.845       9.966     359.059      21.926       69.63     382891.    0.4096
        7.01      0.4680      0.6537      0.1206      0.0864       2.186      86.121      76.492    1630.261       9.730     340.237      21.282       69.74     384082.    0.3870
        7.51      0.5014      0.6797      0.1136      0.0838       2.121      83.567      72.036    1581.923       9.441     320.418      20.654       69.85     385330.    0.3645
        8.01      0.5349      0.7035      0.1063      0.0808       2.045      80.561      67.384    1525.010       9.102     299.726      20.042       69.97     386633.    0.3421
        8.51      0.5683      0.7250      0.0987      0.0773       1.958      77.113      62.561    1459.750       8.712     278.273      19.439       70.09     387992.    0.3197
        9.01      0.6017      0.7441      0.0908      0.0734       1.859      73.238      57.592    1386.392       8.274     256.169      18.842       70.23     389405.    0.2973
        9.51      0.6352      0.7605      0.0828      0.0691       1.750      68.950      52.499    1305.212       7.790     233.515      18.244       70.37     390872.    0.2749
       10.01      0.6686      0.7739      0.0746      0.0644       1.631      64.264      47.304    1216.507       7.260     210.409      17.637       70.52     392394.    0.2522
       10.51      0.7020      0.7838      0.0663      0.0594       1.503      59.198      42.030    1120.611       6.688     186.952      17.012       70.68     393969.    0.2293
       11.01      0.7355      0.7893      0.0579      0.0539       1.365      53.772      36.700    1017.905       6.075     163.243      16.353       70.84     395597.    0.2060
       11.51      0.7689      0.7892      0.0494      0.0481       1.219      48.010      31.338     908.831       5.424     139.390      15.640       71.01     397279.    0.1821
       12.01      0.8023      0.7811      0.0409      0.0421       1.065      41.939      25.967     793.904       4.738     115.501      14.835       71.19     399015.    0.1572
       12.51      0.8357      0.7612      0.0325      0.0357       0.903      35.590      20.614     673.718       4.021      91.693      13.878       71.37     400803.    0.1310
       13.01      0.8692      0.7214      0.0241      0.0291       0.736      29.000      15.307     548.958       3.276      68.086      12.647       71.57     402644.    0.1029
       13.51      0.9026      0.6438      0.0159      0.0223       0.564      22.207      10.072     420.380       2.509      44.802      10.868       71.77     404537.    0.0717
       14.01      0.9360      0.4761      0.0078      0.0153       0.387      15.255       4.935     288.770       1.723      21.950       7.751       71.97     406479.    0.0358
       14.51      0.9695     -0.0238     -0.0002      0.0081       0.206       8.121      -0.127     153.727       0.917      -0.565      -0.375       72.19     408403.    0.0000



         PROP RPM =       1700

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1798      0.0859       2.608      96.683     128.743    1944.579      10.923     572.650      30.029       73.29     395703.    0.7085
        0.53      0.0334      0.0682      0.1775      0.0870       2.642      97.937     127.051    1969.811      11.065     565.124      29.255       73.29     396231.    0.6857
        1.06      0.0669      0.1328      0.1749      0.0881       2.674      99.156     125.224    1994.323      11.203     556.999      28.480       73.30     396807.    0.6627
        1.60      0.1003      0.1938      0.1722      0.0891       2.706     100.309     123.249    2017.521      11.333     548.209      27.708       73.32     397435.    0.6396
        2.13      0.1338      0.2513      0.1692      0.0900       2.734     101.366     121.106    2038.767      11.452     538.680      26.943       73.35     398115.    0.6165
        2.66      0.1672      0.3053      0.1659      0.0909       2.759     102.289     118.779    2057.334      11.557     528.329      26.187       73.39     398850.    0.5935
        3.19      0.2006      0.3559      0.1624      0.0915       2.779     103.040     116.249    2072.448      11.641     517.074      25.442       73.44     399641.    0.5704
        3.72      0.2341      0.4033      0.1585      0.0920       2.794     103.577     113.495    2083.248      11.702     504.827      24.710       73.49     400489.    0.5474
        4.25      0.2675      0.4476      0.1543      0.0923       2.801     103.853     110.497    2088.792      11.733     491.493      23.994       73.55     401396.    0.5245
        4.79      0.3009      0.4888      0.1498      0.0922       2.800     103.815     107.233    2088.030      11.729     476.971      23.293       73.62     402361.    0.5016
        5.32      0.3344      0.5272      0.1448      0.0919       2.789     103.406     103.677    2079.815      11.683     461.157      22.610       73.70     403387.    0.4787
        5.85      0.3678      0.5628      0.1394      0.0911       2.766     102.569      99.812    2062.961      11.588     443.962      21.945       73.79     404473.    0.4559
        6.38      0.4013      0.5959      0.1336      0.0899       2.731     101.249      95.626    2036.420      11.439     425.346      21.299       73.88     405619.    0.4331
        6.91      0.4347      0.6266      0.1273      0.0883       2.681      99.414      91.132    1999.519      11.232     405.353      20.672       73.98     406825.    0.4104
        7.45      0.4681      0.6550      0.1206      0.0862       2.618      97.053      86.353    1952.033      10.965     384.096      20.065       74.10     408092.    0.3877
        7.98      0.5016      0.6811      0.1136      0.0837       2.540      94.170      81.321    1894.034      10.639     361.715      19.474       74.21     409418.    0.3652
        8.51      0.5350      0.7050      0.1063      0.0806       2.448      90.774      76.067    1825.734      10.256     338.347      18.897       74.34     410803.    0.3427
        9.04      0.5684      0.7266      0.0986      0.0772       2.343      86.879      70.621    1747.404       9.816     314.121      18.331       74.48     412247.    0.3203
        9.57      0.6019      0.7458      0.0908      0.0733       2.225      82.501      65.009    1659.347       9.321     289.161      17.770       74.62     413749.    0.2979
       10.11      0.6353      0.7623      0.0828      0.0690       2.095      77.656      59.258    1561.890       8.773     263.580      17.208       74.77     415309.    0.2755
       10.64      0.6688      0.7760      0.0746      0.0643       1.952      72.361      53.393    1455.389       8.175     237.490      16.640       74.93     416926.    0.2528
       11.17      0.7022      0.7861      0.0663      0.0592       1.797      66.636      47.438    1340.246       7.528     211.004      16.054       75.09     418600.    0.2299
       11.70      0.7356      0.7919      0.0579      0.0537       1.632      60.504      41.420    1216.920       6.836     184.237      15.438       75.27     420332.    0.2066
       12.23      0.7691      0.7921      0.0494      0.0480       1.456      53.992      35.366    1085.942       6.100     157.306      14.771       75.45     422119.    0.1827
       12.76      0.8025      0.7846      0.0409      0.0419       1.271      47.130      29.303     947.929       5.325     130.338      14.021       75.64     423964.    0.1578
