         14x13M                   (14x13M.dat)                                                                                                                                      
         v2022-0915                                                                                                                                                                 
         Simulation Date: 09/23/2022                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS: (Underwater)                                                                                                                                                  
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Vtip (tip speed, fps)                                                                                                                                                      
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1529      0.0724       1.308     103.026      97.738     975.136      11.640     434.738      45.461       48.87     289874.    0.6596  
        0.41      0.0386      0.0792      0.1520      0.0741       1.340     105.580      97.112     999.309      11.928     431.953      44.077       48.87     290237.    0.6374  
        0.82      0.0772      0.1533      0.1509      0.0760       1.374     108.265      96.412    1024.721      12.232     428.839      42.674       48.88     290649.    0.6149  
        1.23      0.1159      0.2223      0.1496      0.0780       1.409     111.041      95.620    1050.996      12.545     425.316      41.266       48.90     291112.    0.5922  
        1.64      0.1545      0.2863      0.1482      0.0800       1.445     113.861      94.715    1077.683      12.864     421.293      39.863       48.93     291630.    0.5693  
        2.05      0.1931      0.3455      0.1466      0.0819       1.481     116.667      93.675    1104.242      13.181     416.666      38.477       48.96     292205.    0.5465  
        2.46      0.2317      0.3999      0.1447      0.0838       1.515     119.392      92.475    1130.034      13.489     411.327      37.117       49.00     292839.    0.5238  
        2.87      0.2704      0.4499      0.1425      0.0856       1.548     121.960      91.088    1154.346      13.779     405.160      35.791       49.05     293534.    0.5013  
        3.28      0.3090      0.4957      0.1400      0.0873       1.578     124.289      89.489    1176.385      14.042     398.047      34.504       49.11     294293.    0.4790  
        3.69      0.3476      0.5375      0.1371      0.0887       1.603     126.285      87.648    1195.282      14.268     389.860      33.260       49.17     295115.    0.4570  
        4.10      0.3862      0.5757      0.1338      0.0898       1.623     127.847      85.534    1210.068      14.444     380.455      32.061       49.24     296002.    0.4351  
        4.51      0.4248      0.6105      0.1300      0.0905       1.636     128.856      83.107    1219.614      14.558     369.662      30.907       49.31     296953.    0.4135  
        4.92      0.4635      0.6422      0.1257      0.0907       1.640     129.170      80.324    1222.586      14.594     357.283      29.800       49.40     297969.    0.3919  
        5.33      0.5021      0.6709      0.1207      0.0903       1.633     128.640      77.149    1217.572      14.534     343.158      28.739       49.49     299049.    0.3704  
        5.73      0.5407      0.6971      0.1151      0.0893       1.614     127.156      73.576    1203.528      14.366     327.265      27.728       49.59     300194.    0.3490  
        6.14      0.5793      0.7210      0.1090      0.0876       1.583     124.685      69.641    1180.141      14.087     309.762      26.765       49.69     301402.    0.3278  
        6.55      0.6180      0.7426      0.1023      0.0852       1.539     121.257      65.401    1147.689      13.700     290.902      25.847       49.81     302673.    0.3067  
        6.96      0.6566      0.7621      0.0953      0.0821       1.484     116.924      60.913    1106.677      13.210     270.942      24.965       49.93     304005.    0.2859  
        7.37      0.6952      0.7795      0.0880      0.0785       1.418     111.739      56.227    1057.599      12.624     250.096      24.114       50.05     305398.    0.2653  
        7.78      0.7338      0.7945      0.0804      0.0743       1.342     105.745      51.380    1000.866      11.947     228.537      23.284       50.18     306850.    0.2449  
        8.19      0.7724      0.8069      0.0726      0.0695       1.256      98.976      46.403     936.802      11.182     206.399      22.467       50.32     308361.    0.2246  
        8.60      0.8111      0.8164      0.0647      0.0642       1.161      91.460      41.320     865.666      10.333     183.790      21.650       50.47     309930.    0.2042  
        9.01      0.8497      0.8224      0.0566      0.0584       1.056      83.221      36.152     787.687       9.402     160.803      20.817       50.63     311556.    0.1837  
        9.42      0.8883      0.8238      0.0484      0.0522       0.943      74.284      30.918     703.095       8.393     137.525      19.946       50.79     313240.    0.1628  
        9.83      0.9269      0.8187      0.0401      0.0454       0.821      64.676      25.639     612.153       7.307     114.041      18.997       50.95     314979.    0.1412  
       10.24      0.9656      0.8037      0.0318      0.0382       0.691      54.431      20.334     515.188       6.150      90.448      17.902       51.13     316774.    0.1185  
       10.65      1.0042      0.7713      0.0235      0.0306       0.553      43.594      15.029     412.618       4.925      66.848      16.520       51.30     318623.    0.0940  
       11.06      1.0428      0.7029      0.0153      0.0226       0.409      32.220       9.748     304.961       3.640      43.357      14.497       51.49     320526.    0.0664  
       11.47      1.0814      0.5341      0.0071      0.0143       0.258      20.365       4.514     192.755       2.301      20.080      10.623       51.68     322476.    0.0331  
       11.88      1.1200                                                                                                                                                            
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        900                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1530      0.0720       1.853     129.736     123.723    1381.441      14.658     550.318      40.622       54.98     326108.    0.6631  
        0.46      0.0385      0.0793      0.1520      0.0738       1.899     132.962     122.934    1415.788      15.022     546.812      39.384       54.98     326515.    0.6408  
        0.92      0.0770      0.1535      0.1509      0.0757       1.947     136.353     122.053    1451.897      15.405     542.894      38.129       54.99     326977.    0.6182  
        1.38      0.1155      0.2227      0.1497      0.0776       1.997     139.860     121.057    1489.237      15.801     538.463      36.870       55.02     327496.    0.5953  
        1.84      0.1540      0.2869      0.1483      0.0796       2.048     143.423     119.920    1527.177      16.204     533.403      35.616       55.04     328075.    0.5724  
        2.30      0.1925      0.3461      0.1466      0.0815       2.099     146.970     118.612    1564.950      16.605     527.587      34.377       55.08     328719.    0.5494  
        2.76      0.2310      0.4006      0.1448      0.0835       2.148     150.418     117.104    1601.665      16.994     520.878      33.162       55.13     329429.    0.5266  
        3.22      0.2694      0.4507      0.1426      0.0853       2.194     153.672     115.362    1636.314      17.362     513.131      31.977       55.18     330207.    0.5040  
        3.67      0.3079      0.4966      0.1401      0.0869       2.237     156.628     113.354    1667.784      17.696     504.198      30.828       55.24     331055.    0.4817  
        4.13      0.3464      0.5385      0.1373      0.0883       2.273     159.170     111.043    1694.851      17.983     493.918      29.717       55.31     331975.    0.4595  
        4.59      0.3849      0.5768      0.1340      0.0894       2.301     161.171     108.389    1716.156      18.209     482.114      28.647       55.39     332967.    0.4377  
        5.05      0.4234      0.6117      0.1302      0.0902       2.320     162.482     105.344    1730.113      18.357     468.570      27.617       55.47     334031.    0.4160  
        5.51      0.4619      0.6434      0.1259      0.0904       2.326     162.926     101.853    1734.849      18.407     453.042      26.629       55.57     335168.    0.3944  
        5.97      0.5004      0.6723      0.1210      0.0901       2.318     162.318      97.869    1728.370      18.339     435.323      25.684       55.67     336376.    0.3729  
        6.43      0.5389      0.6986      0.1155      0.0891       2.292     160.514      93.385    1709.161      18.135     415.377      24.782       55.78     337656.    0.3514  
        6.89      0.5774      0.7226      0.1093      0.0874       2.249     157.468      88.443    1676.729      17.791     393.392      23.924       55.90     339008.    0.3302  
        7.35      0.6159      0.7444      0.1028      0.0850       2.188     153.214      83.113    1631.434      17.310     369.685      23.107       56.02     340429.    0.3091  
        7.81      0.6544      0.7641      0.0958      0.0820       2.111     147.818      77.468    1573.975      16.700     344.579      22.324       56.16     341919.    0.2883  
        8.27      0.6929      0.7817      0.0885      0.0784       2.018     141.345      71.571    1505.051      15.969     318.346      21.569       56.30     343476.    0.2678  
        8.73      0.7314      0.7971      0.0809      0.0743       1.911     133.850      65.469    1425.246      15.122     291.207      20.835       56.45     345100.    0.2474  
        9.19      0.7699      0.8100      0.0732      0.0696       1.790     125.377      59.202    1335.021      14.165     263.330      20.114       56.60     346790.    0.2271  
        9.65      0.8083      0.8201      0.0653      0.0643       1.656     115.960      52.800    1234.747      13.101     234.855      19.396       56.77     348545.    0.2068  
       10.10      0.8468      0.8269      0.0572      0.0586       1.508     105.629      46.290    1124.746      11.934     205.899      18.667       56.94     350364.    0.1864  
       10.56      0.8853      0.8294      0.0491      0.0524       1.348      94.415      39.697    1005.340      10.667     176.570      17.910       57.12     352246.    0.1656  
       11.02      0.9238      0.8259      0.0409      0.0457       1.176      82.353      33.043     876.898       9.304     146.977      17.092       57.31     354192.    0.1442  
       11.48      0.9623      0.8134      0.0326      0.0386       0.992      69.484      26.357     739.872       7.850     117.237      16.158       57.50     356199.    0.1217  
       11.94      1.0008      0.7851      0.0243      0.0310       0.798      55.864      19.667     594.840       6.311      87.479      14.996       57.70     358267.    0.0976  
       12.40      1.0393      0.7247      0.0161      0.0231       0.593      41.559      13.005     442.523       4.695      57.848      13.330       57.91     360395.    0.0705  
       12.86      1.0778      0.5771      0.0079      0.0148       0.380      26.643       6.402     283.696       3.010      28.477      10.236       58.12     362578.    0.0380  
       13.32      1.1163     -0.0547     -0.0003      0.0060       0.155      10.883      -0.239     115.880       1.230      -1.065      -0.937       58.35     364678.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1530      0.0717       2.530     159.491     152.768    1886.962      18.019     679.511      36.721       61.09     362342.    0.6661  
        0.51      0.0385      0.0796      0.1520      0.0735       2.594     163.478     151.796    1934.142      18.470     675.189      35.597       61.09     362795.    0.6436  
        1.02      0.0770      0.1542      0.1509      0.0754       2.660     167.671     150.710    1983.745      18.943     670.359      34.459       61.10     363308.    0.6208  
        1.53      0.1155      0.2236      0.1497      0.0773       2.729     172.007     149.482    2035.043      19.433     664.896      33.316       61.13     363884.    0.5978  
        2.04      0.1540      0.2880      0.1483      0.0793       2.799     176.413     148.079    2087.173      19.931     658.656      32.180       61.16     364528.    0.5747  
        2.55      0.1925      0.3474      0.1467      0.0813       2.869     180.800     146.466    2139.081      20.427     651.482      31.057       61.20     365244.    0.5516  
        3.06      0.2310      0.4021      0.1448      0.0832       2.936     185.066     144.605    2189.546      20.909     643.205      29.955       61.25     366032.    0.5286  
        3.57      0.2695      0.4524      0.1427      0.0850       3.000     189.092     142.457    2237.186      21.364     633.647      28.882       61.31     366897.    0.5059  
        4.08      0.3080      0.4983      0.1402      0.0866       3.058     192.751     139.978    2280.468      21.777     622.623      27.841       61.38     367840.    0.4834  
        4.59      0.3465      0.5404      0.1373      0.0880       3.108     195.899     137.126    2317.716      22.133     609.935      26.835       61.46     368863.    0.4612  
        5.10      0.3850      0.5788      0.1340      0.0892       3.147     198.379     133.850    2347.063      22.413     595.365      25.866       61.54     369965.    0.4392  
        5.61      0.4235      0.6137      0.1303      0.0899       3.173     200.008     130.091    2366.333      22.597     578.645      24.935       61.64     371148.    0.4174  
        6.12      0.4620      0.6455      0.1260      0.0901       3.182     200.568     125.781    2372.951      22.660     559.474      24.042       61.74     372410.    0.3957  
        6.63      0.5005      0.6745      0.1210      0.0898       3.170     199.826     120.862    2364.182      22.576     537.596      23.188       61.86     373753.    0.3741  
        7.15      0.5390      0.7008      0.1155      0.0888       3.135     197.609     115.325    2337.943      22.326     512.967      22.374       61.98     375176.    0.3526  
        7.66      0.5775      0.7249      0.1094      0.0871       3.076     193.857     109.222    2293.553      21.902     485.820      21.600       62.11     376678.    0.3313  
        8.17      0.6160      0.7469      0.1028      0.0848       2.992     188.612     102.641    2231.502      21.309     456.547      20.863       62.25     378257.    0.3102  
        8.68      0.6545      0.7667      0.0958      0.0818       2.887     181.955      95.671    2152.742      20.557     425.547      20.157       62.40     379913.    0.2893  
        9.19      0.6929      0.7845      0.0885      0.0782       2.760     173.967      88.390    2058.230      19.655     393.158      19.478       62.55     381644.    0.2687  
        9.70      0.7314      0.8000      0.0810      0.0740       2.613     164.714      80.857    1948.764      18.609     359.650      18.819       62.72     383449.    0.2483  
       10.21      0.7699      0.8132      0.0732      0.0693       2.447     154.251      73.119    1824.974      17.427     325.235      18.173       62.89     385327.    0.2280  
       10.72      0.8084      0.8237      0.0653      0.0641       2.263     142.620      65.216    1687.366      16.113     290.082      17.530       63.08     387277.    0.2078  
       11.23      0.8469      0.8309      0.0573      0.0584       2.060     129.859      57.180    1536.385      14.671     254.337      16.881       63.27     389298.    0.1873  
       11.74      0.8854      0.8340      0.0491      0.0521       1.841     116.005      49.041    1372.473      13.106     218.134      16.207       63.47     391391.    0.1666  
       12.25      0.9239      0.8314      0.0409      0.0454       1.604     101.100      40.829    1196.132      11.422     181.607      15.482       63.67     393552.    0.1452  
       12.76      0.9624      0.8200      0.0326      0.0383       1.352      85.198      32.577    1007.988       9.626     144.900      14.659       63.89     395783.    0.1228  
       13.27      1.0009      0.7934      0.0244      0.0307       1.085      68.365      24.320     808.836       7.724     108.175      13.638       64.11     398082.    0.0987  
       13.78      1.0394      0.7356      0.0161      0.0228       0.804      50.685      16.099     599.667       5.726      71.607      12.177       64.34     400447.    0.0717  
       14.29      1.0779      0.5921      0.0080      0.0145       0.512      32.249       7.951     381.545       3.643      35.364       9.451       64.58     402873.    0.0391  
       14.80      1.1164     -0.0487     -0.0002      0.0057       0.202      12.758      -0.250     150.940       1.441      -1.110      -0.750       64.83     405200.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1530      0.0714       3.356     192.286     184.874    2502.461      21.724     822.318      33.508       67.20     398576.    0.6686  
        0.57      0.0389      0.0807      0.1520      0.0732       3.441     197.167     183.687    2565.993      22.276     817.039      32.469       67.20     399080.    0.6458  
        1.13      0.0778      0.1562      0.1509      0.0751       3.531     202.302     182.359    2632.814      22.856     811.131      31.416       67.22     399651.    0.6226  
        1.70      0.1167      0.2265      0.1497      0.0771       3.623     207.612     180.854    2701.929      23.456     804.438      30.360       67.24     400294.    0.5992  
        2.27      0.1556      0.2915      0.1483      0.0791       3.717     213.007     179.132    2772.138      24.065     796.779      29.309       67.28     401012.    0.5757  
        2.84      0.1945      0.3515      0.1466      0.0811       3.811     218.375     177.149    2841.992      24.672     787.958      28.272       67.32     401811.    0.5522  
        3.40      0.2334      0.4067      0.1447      0.0830       3.902     223.585     174.857    2909.805      25.261     777.763      27.256       67.38     402692.    0.5289  
        3.97      0.2723      0.4572      0.1425      0.0849       3.988     228.492     172.206    2973.660      25.815     765.972      26.266       67.45     403659.    0.5058  
        4.54      0.3112      0.5035      0.1400      0.0865       4.065     232.932     169.144    3031.450      26.317     752.352      25.308       67.52     404714.    0.4830  
        5.11      0.3501      0.5457      0.1371      0.0879       4.131     236.728     165.615    3080.851      26.745     736.657      24.382       67.61     405858.    0.4605  
        5.67      0.3890      0.5842      0.1337      0.0890       4.183     239.680     161.557    3119.265      27.079     718.606      23.492       67.71     407092.    0.4382  
        6.24      0.4279      0.6192      0.1298      0.0897       4.216     241.554     156.894    3143.655      27.291     697.863      22.637       67.82     408416.    0.4161  
        6.81      0.4668      0.6511      0.1254      0.0899       4.225     242.075     151.540    3150.436      27.349     674.048      21.817       67.93     409831.    0.3941  
        7.37      0.5057      0.6800      0.1204      0.0895       4.205     240.956     145.428    3135.878      27.223     646.865      21.035       68.06     411335.    0.3723  
        7.94      0.5446      0.7064      0.1147      0.0884       4.154     237.995     138.557    3097.342      26.889     616.302      20.290       68.20     412928.    0.3505  
        8.51      0.5834      0.7305      0.1084      0.0866       4.069     233.140     131.001    3034.159      26.340     582.693      19.583       68.34     414610.    0.3289  
        9.08      0.6223      0.7524      0.1017      0.0841       3.952     226.454     122.872    2947.141      25.585     546.536      18.910       68.50     416380.    0.3076  
        9.64      0.6612      0.7722      0.0946      0.0810       3.805     218.039     114.281    2837.622      24.634     508.322      18.267       68.67     418234.    0.2866  
       10.21      0.7001      0.7899      0.0872      0.0773       3.630     207.993     105.319    2706.882      23.499     468.458      17.647       68.84     420173.    0.2658  
       10.78      0.7390      0.8054      0.0795      0.0729       3.428     196.397      96.058    2555.964      22.189     427.267      17.046       69.03     422194.    0.2452  
       11.34      0.7779      0.8184      0.0716      0.0681       3.199     183.314      86.556    2385.698      20.711     385.000      16.456       69.22     424298.    0.2247  
       11.91      0.8168      0.8287      0.0636      0.0627       2.946     168.795      76.858    2196.754      19.070     341.864      15.869       69.43     426482.    0.2042  
       12.48      0.8557      0.8356      0.0555      0.0568       2.668     152.888      67.004    1989.729      17.273     298.034      15.274       69.64     428747.    0.1835  
       13.05      0.8946      0.8381      0.0472      0.0504       2.367     135.639      57.032    1765.246      15.324     253.678      14.654       69.87     431090.    0.1624  
       13.61      0.9335      0.8345      0.0389      0.0435       2.044     117.104      46.980    1524.028      13.230     208.966      13.982       70.10     433512.    0.1406  
       14.18      0.9724      0.8210      0.0305      0.0362       1.699      97.353      36.888    1266.983      10.999     164.080      13.206       70.34     436010.    0.1177  
       14.75      1.0113      0.7898      0.0222      0.0284       1.335      76.476      26.805     995.279       8.640     119.228      12.216       70.59     438585.    0.0928  
       15.32      1.0502      0.7194      0.0139      0.0203       0.953      54.581      16.779     710.333       6.167      74.632      10.714       70.85     441233.    0.0644  
       15.88      1.0891      0.5233      0.0057      0.0118       0.554      31.771       6.851     413.478       3.589      30.474       7.516       71.12     443944.    0.0289  
       16.45      1.1280                                                                                                                                                            
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1200                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1530      0.0712       4.343     228.118     220.040    3238.684      25.773     978.739      30.816       73.30     434810.    0.6708  
        0.61      0.0385      0.0803      0.1521      0.0730       4.453     233.876     218.644    3320.434      26.423     972.528      29.867       73.31     435354.    0.6481  
        1.23      0.0771      0.1553      0.1510      0.0749       4.568     239.931     217.083    3406.396      27.107     965.584      28.905       73.33     435970.    0.6250  
        1.84      0.1156      0.2252      0.1497      0.0768       4.687     246.193     215.316    3495.311      27.815     957.726      27.941       73.35     436663.    0.6017  
        2.45      0.1541      0.2900      0.1483      0.0788       4.808     252.559     213.298    3585.685      28.534     948.748      26.981       73.39     437437.    0.5783  
        3.06      0.1926      0.3498      0.1467      0.0808       4.929     258.899     210.976    3675.692      29.250     938.422      26.034       73.44     438296.    0.5549  
        3.68      0.2312      0.4048      0.1449      0.0827       5.047     265.063     208.297    3763.214      29.947     926.504      25.105       73.50     439243.    0.5317  
        4.29      0.2697      0.4552      0.1427      0.0845       5.157     270.885     205.202    3845.861      30.604     912.737      24.201       73.57     440283.    0.5087  
        4.90      0.3082      0.5014      0.1402      0.0862       5.258     276.175     201.630    3920.972      31.202     896.852      23.324       73.66     441416.    0.4860  
        5.52      0.3468      0.5436      0.1374      0.0876       5.345     280.730     197.519    3985.644      31.717     878.567      22.478       73.75     442644.    0.4636  
        6.13      0.3853      0.5821      0.1341      0.0887       5.413     284.322     192.797    4036.632      32.122     857.561      21.663       73.85     443969.    0.4414  
        6.74      0.4238      0.6172      0.1303      0.0895       5.458     286.684     187.377    4070.167      32.389     833.452      20.881       73.97     445390.    0.4195  
        7.36      0.4623      0.6491      0.1260      0.0897       5.474     287.501     181.160    4081.775      32.482     805.800      20.131       74.09     446908.    0.3976  
        7.97      0.5009      0.6782      0.1211      0.0894       5.454     286.440     174.065    4066.713      32.362     774.239      19.414       74.23     448521.    0.3759  
        8.58      0.5394      0.7047      0.1155      0.0884       5.393     283.248     166.077    4021.390      32.001     738.710      18.732       74.38     450231.    0.3543  
        9.19      0.5779      0.7289      0.1094      0.0867       5.290     277.841     157.274    3944.630      31.390     699.553      18.084       74.53     452036.    0.3328  
        9.81      0.6164      0.7510      0.1028      0.0844       5.146     270.281     147.783    3837.285      30.536     657.337      17.468       74.70     453934.    0.3116  
       10.42      0.6550      0.7711      0.0958      0.0814       4.963     260.680     137.733    3700.985      29.451     612.637      16.880       74.88     455923.    0.2907  
       11.03      0.6935      0.7891      0.0885      0.0778       4.744     249.156     127.235    3537.377      28.150     565.943      16.314       75.07     458003.    0.2701  
       11.65      0.7320      0.8050      0.0809      0.0736       4.490     235.806     116.376    3347.832      26.641     517.641      15.767       75.27     460172.    0.2496  
       12.26      0.7706      0.8186      0.0732      0.0689       4.202     220.705     105.224    3133.433      24.935     468.038      15.231       75.48     462429.    0.2293  
       12.87      0.8091      0.8296      0.0653      0.0636       3.882     203.914      93.835    2895.051      23.038     417.378      14.701       75.70     464772.    0.2090  
       13.48      0.8476      0.8375      0.0572      0.0579       3.532     185.488      82.255    2633.455      20.956     365.872      14.167       75.93     467201.    0.1886  
       14.10      0.8861      0.8415      0.0490      0.0516       3.151     165.481      70.529    2349.404      18.696     313.712      13.616       76.16     469715.    0.1678  
       14.71      0.9247      0.8401      0.0408      0.0449       2.741     143.955      58.699    2043.785      16.264     261.093      13.027       76.41     472313.    0.1465  
       15.32      0.9632      0.8304      0.0326      0.0378       2.303     120.986      46.813    1717.682      13.669     208.224      12.361       76.67     474994.    0.1241  
       15.94      1.0017      0.8063      0.0243      0.0302       1.841      96.671      34.923    1372.483      10.922     155.335      11.541       76.94     477756.    0.1001  
       16.55      1.0403      0.7522      0.0161      0.0222       1.354      71.134      23.086    1009.922       8.037     102.685      10.368       77.22     480598.    0.0731  
       17.16      1.0788      0.6133      0.0079      0.0139       0.847      44.504      11.356     631.835       5.028      50.510       8.152       77.51     483513.    0.0403  
       17.78      1.1173     -0.0773     -0.0003      0.0051       0.309      16.210      -0.503     230.142       1.831      -2.238      -0.992       77.80     486245.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1300                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1530      0.0710       5.507     266.985     258.268    4106.365      30.164    1148.776      28.527       79.41     471045.    0.6728  
        0.67      0.0387      0.0807      0.1521      0.0728       5.647     273.771     256.625    4210.750      30.931    1141.469      27.643       79.42     471636.    0.6499  
        1.33      0.0773      0.1563      0.1510      0.0747       5.794     280.909     254.787    4320.528      31.737    1133.295      26.748       79.44     472306.    0.6266  
        2.00      0.1160      0.2265      0.1497      0.0767       5.946     288.292     252.707    4434.088      32.571    1124.040      25.850       79.47     473060.    0.6030  
        2.67      0.1546      0.2916      0.1483      0.0787       6.101     295.796     250.328    4549.498      33.419    1113.459      24.957       79.51     473902.    0.5795  
        3.33      0.1933      0.3516      0.1467      0.0807       6.255     303.268     247.590    4664.421      34.263    1101.281      24.076       79.56     474837.    0.5559  
        4.00      0.2320      0.4068      0.1448      0.0826       6.405     310.531     244.428    4776.128      35.084    1087.218      23.212       79.63     475869.    0.5326  
        4.66      0.2706      0.4574      0.1427      0.0844       6.546     317.384     240.774    4881.533      35.858    1070.962      22.372       79.71     477001.    0.5094  
        5.33      0.3093      0.5037      0.1402      0.0861       6.675     323.606     236.555    4977.227      36.561    1052.197      21.557       79.80     478235.    0.4866  
        6.00      0.3479      0.5460      0.1373      0.0875       6.785     328.952     231.696    5059.462      37.165    1030.585      20.771       79.90     479573.    0.4640  
        6.66      0.3866      0.5846      0.1340      0.0886       6.871     333.152     226.112    5124.055      37.639    1005.746      20.015       80.01     481017.    0.4417  
        7.33      0.4252      0.6198      0.1302      0.0893       6.928     335.888     219.699    5166.134      37.948     977.222      19.289       80.14     482565.    0.4196  
        8.00      0.4639      0.6517      0.1258      0.0896       6.946     336.785     212.341    5179.928      38.050     944.492      18.593       80.27     484219.    0.3976  
        8.66      0.5026      0.6808      0.1208      0.0892       6.919     335.447     203.941    5159.355      37.899     907.130      17.929       80.42     485978.    0.3757  
        9.33      0.5412      0.7073      0.1152      0.0882       6.839     331.582     194.489    5099.907      37.462     865.087      17.297       80.58     487841.    0.3540  
        9.99      0.5799      0.7316      0.1091      0.0865       6.705     325.100     184.080    5000.218      36.730     818.786      16.698       80.75     489807.    0.3325  
       10.66      0.6185      0.7537      0.1024      0.0841       6.519     316.078     172.865    4861.448      35.710     768.905      16.128       80.94     491876.    0.3112  
       11.33      0.6572      0.7739      0.0954      0.0810       6.284     304.652     160.999    4685.708      34.419     716.124      15.584       81.13     494044.    0.2902  
       11.99      0.6959      0.7919      0.0881      0.0774       6.001     290.958     148.610    4475.090      32.872     661.017      15.062       81.34     496311.    0.2695  
       12.66      0.7345      0.8079      0.0805      0.0732       5.674     275.109     135.800    4231.326      31.082     604.037      14.557       81.55     498674.    0.2489  
       13.33      0.7732      0.8215      0.0727      0.0684       5.305     257.194     122.648    3955.788      29.058     545.540      14.063       81.78     501133.    0.2286  
       13.99      0.8118      0.8326      0.0647      0.0631       4.894     237.285     109.221    3649.574      26.808     485.815      13.574       82.02     503687.    0.2082  
       14.66      0.8505      0.8406      0.0566      0.0573       4.444     215.446      95.573    3313.667      24.341     425.107      13.082       82.27     506335.    0.1877  
       15.32      0.8891      0.8447      0.0484      0.0510       3.955     191.740      81.755    2949.061      21.663     363.647      12.574       82.53     509074.    0.1668  
       15.99      0.9278      0.8434      0.0402      0.0442       3.429     166.243      67.820    2556.901      18.782     301.665      12.031       82.80     511906.    0.1454  
       16.66      0.9665      0.8336      0.0319      0.0370       2.868     139.046      53.824    2138.604      15.709     239.410      11.415       83.09     514827.    0.1229  
       17.32      1.0051      0.8089      0.0236      0.0293       2.274     110.269      39.829    1696.001      12.458     177.159      10.652       83.38     517837.    0.0986  
       17.99      1.0438      0.7525      0.0153      0.0213       1.651      80.059      25.903    1231.347       9.045     115.217       9.542       83.68     520934.    0.0713  
       18.66      1.0824      0.6013      0.0072      0.0129       1.002      48.566      12.109     746.963       5.487      53.859       7.353       83.99     524108.    0.0375  
       19.32      1.1211                                                                                                                                                            
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1400                                                                                                                                                      
                                                                                                                                                                                    
