         14x17M                   (14x17M.dat)                                                                                                                                      
         v2022-0915                                                                                                                                                                 
         Simulation Date: 09/23/2022                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS: (Underwater)                                                                                                                                                  
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Vtip (tip speed, fps)                                                                                                                                                      
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       12.70      1.3687      0.6359      0.0105      0.0227       0.275      24.748       5.160     204.955       2.796      22.951      11.419       46.64     335942.    0.0381  
       13.16      1.4176     -0.0101     -0.0001      0.0084       0.101       9.132      -0.029      75.633       1.032      -0.130      -0.175       46.91     338892.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        800                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1775      0.1072       1.938     152.696     113.468    1445.258      17.251     504.707      35.610       48.87     328315.    0.5567  
        0.52      0.0489      0.0790      0.1767      0.1094       1.977     155.784     112.958    1474.482      17.600     502.436      34.747       48.88     328857.    0.5420  
        1.04      0.0978      0.1538      0.1759      0.1118       2.021     159.256     112.433    1507.345      17.993     500.102      33.832       48.89     329485.    0.5264  
        1.56      0.1467      0.2242      0.1751      0.1145       2.070     163.089     111.877    1543.624      18.426     497.630      32.873       48.92     330207.    0.5103  
        2.07      0.1956      0.2899      0.1741      0.1174       2.123     167.242     111.268    1582.932      18.895     494.922      31.883       48.96     331029.    0.4935  
        2.59      0.2444      0.3509      0.1730      0.1205       2.179     171.653     110.578    1624.686      19.393     491.853      30.871       49.02     331958.    0.4764  
        3.11      0.2933      0.4071      0.1718      0.1238       2.237     176.238     109.773    1668.080      19.911     488.270      29.849       49.08     332999.    0.4589  
        3.63      0.3422      0.4587      0.1703      0.1270       2.296     180.885     108.812    1712.063      20.436     483.996      28.827       49.16     334156.    0.4413  
        4.15      0.3911      0.5058      0.1684      0.1302       2.354     185.455     107.649    1755.320      20.953     478.822      27.816       49.25     335429.    0.4235  
        4.67      0.4400      0.5488      0.1662      0.1333       2.409     189.782     106.231    1796.272      21.441     472.517      26.824       49.35     336821.    0.4057  
        5.19      0.4889      0.5878      0.1635      0.1360       2.458     193.670     104.502    1833.072      21.881     464.825      25.858       49.46     338332.    0.3879  
        5.70      0.5378      0.6232      0.1602      0.1383       2.499     196.897     102.400    1863.616      22.245     455.474      24.922       49.58     339961.    0.3701  
        6.22      0.5867      0.6553      0.1562      0.1399       2.529     199.210      99.857    1885.515      22.507     444.163      24.021       49.71     341709.    0.3523  
        6.74      0.6356      0.6843      0.1515      0.1407       2.543     200.326      96.802    1896.070      22.633     430.576      23.157       49.86     343575.    0.3343  
        7.26      0.6844      0.7107      0.1458      0.1404       2.538     199.932      93.166    1892.348      22.588     414.401      22.331       50.02     345556.    0.3163  
        7.78      0.7333      0.7346      0.1391      0.1389       2.510     197.754      88.906    1871.729      22.342     395.456      21.544       50.18     347651.    0.2981  
        8.30      0.7822      0.7565      0.1315      0.1360       2.458     193.653      84.051    1832.916      21.879     373.860      20.799       50.36     349856.    0.2798  
        8.81      0.8311      0.7765      0.1231      0.1318       2.382     187.680      78.693    1776.380      21.204     350.026      20.093       50.55     352168.    0.2616  
        9.33      0.8800      0.7947      0.1141      0.1264       2.284     179.984      72.942    1703.540      20.335     324.448      19.421       50.75     354585.    0.2434  
        9.85      0.9289      0.8110      0.1047      0.1199       2.167     170.725      66.895    1615.899      19.288     297.547      18.777       50.96     357104.    0.2254  
       10.37      0.9778      0.8253      0.0949      0.1124       2.031     160.031      60.621    1514.685      18.080     269.643      18.153       51.18     359721.    0.2074  
       10.89      1.0267      0.8374      0.0848      0.1039       1.879     148.001      54.174    1400.823      16.721     240.967      17.541       51.41     362434.    0.1895  
       11.41      1.0756      0.8467      0.0745      0.0946       1.710     134.708      47.593    1275.006      15.219     211.693      16.931       51.65     365241.    0.1714  
       11.93      1.1245      0.8526      0.0640      0.0844       1.526     120.211      40.907    1137.786      13.581     181.954      16.307       51.91     368140.    0.1531  
       12.44      1.1733      0.8537      0.0534      0.0734       1.327     104.560      34.142     989.657      11.813     151.863      15.648       52.17     371129.    0.1342  
       12.96      1.2222      0.8474      0.0428      0.0617       1.115      87.811      27.322     831.127       9.921     121.529      14.910       52.44     374206.    0.1144  
       13.48      1.2711      0.8280      0.0320      0.0492       0.889      70.025      20.473     662.783       7.911      91.063      14.010       52.72     377370.    0.0930  
       14.00      1.3200      0.7813      0.0213      0.0360       0.651      51.278      13.622     485.343       5.793      60.589      12.730       53.01     380617.    0.0689  
       14.52      1.3689      0.6551      0.0106      0.0222       0.402      31.664       6.801     299.699       3.577      30.250      10.292       53.31     383945.    0.0394  
       15.04      1.4178      0.0078      0.0000      0.0079       0.143      11.241       0.028     106.393       1.270       0.124       0.119       53.62     387316.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        900                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1776      0.1068       2.749     192.548     143.634    2050.260      21.754     638.886      31.776       54.98     369354.    0.5589  
        0.58      0.0489      0.0793      0.1768      0.1090       2.805     196.462     142.990    2091.940      22.196     636.019      31.003       54.98     369964.    0.5440  
        1.17      0.0979      0.1545      0.1760      0.1115       2.868     200.864     142.328    2138.817      22.694     633.073      30.183       55.00     370672.    0.5284  
        1.75      0.1468      0.2251      0.1751      0.1141       2.938     205.724     141.626    2190.566      23.243     629.953      29.325       55.04     371484.    0.5121  
        2.34      0.1957      0.2911      0.1741      0.1171       3.013     210.991     140.857    2246.641      23.838     626.533      28.437       55.08     372411.    0.4953  
        2.92      0.2446      0.3523      0.1731      0.1202       3.093     216.585     139.985    2306.209      24.470     622.654      27.531       55.14     373457.    0.4780  
        3.50      0.2936      0.4087      0.1718      0.1234       3.176     222.399     138.967    2368.117      25.126     618.125      26.617       55.22     374630.    0.4605  
        4.09      0.3425      0.4605      0.1703      0.1267       3.260     228.292     137.751    2430.864      25.792     612.716      25.703       55.30     375932.    0.4427  
        4.67      0.3914      0.5077      0.1685      0.1299       3.343     234.087     136.278    2492.576      26.447     606.166      24.798       55.40     377367.    0.4248  
        5.25      0.4403      0.5508      0.1663      0.1329       3.421     239.574     134.483    2550.998      27.067     598.181      23.911       55.52     378934.    0.4069  
        5.84      0.4893      0.5898      0.1636      0.1357       3.491     244.504     132.292    2603.491      27.624     588.435      23.047       55.64     380636.    0.3890  
        6.42      0.5382      0.6253      0.1603      0.1379       3.550     248.594     129.627    2647.049      28.086     576.581      22.211       55.78     382472.    0.3711  
        7.01      0.5871      0.6574      0.1563      0.1396       3.592     251.526     126.403    2678.264      28.417     562.242      21.407       55.93     384441.    0.3532  
        7.59      0.6360      0.6865      0.1515      0.1403       3.612     252.935     122.529    2693.271      28.576     545.010      20.635       56.09     386543.    0.3352  
        8.17      0.6850      0.7129      0.1458      0.1401       3.605     252.430     117.917    2687.889      28.519     524.494      19.898       56.27     388775.    0.3171  
        8.76      0.7339      0.7369      0.1391      0.1385       3.565     249.659     112.515    2658.384      28.206     500.465      19.197       56.46     391134.    0.2988  
        9.34      0.7828      0.7589      0.1315      0.1356       3.491     244.451     106.357    2602.925      27.618     473.078      18.533       56.66     393618.    0.2805  
        9.92      0.8317      0.7790      0.1231      0.1314       3.382     236.869      99.564    2522.198      26.761     442.861      17.905       56.87     396223.    0.2622  
       10.51      0.8807      0.7973      0.1141      0.1260       3.243     227.105      92.275    2418.228      25.658     410.441      17.307       57.10     398946.    0.2440  
       11.09      0.9296      0.8138      0.1046      0.1195       3.075     215.358      84.612    2293.149      24.331     376.353      16.736       57.33     401783.    0.2259  
       11.68      0.9785      0.8283      0.0948      0.1120       2.881     201.793      76.663    2148.703      22.798     340.998      16.183       57.58     404731.    0.2079  
       12.26      1.0274      0.8407      0.0847      0.1035       2.664     186.532      68.497    1986.206      21.074     304.673      15.642       57.84     407787.    0.1900  
       12.84      1.0764      0.8504      0.0744      0.0941       2.423     169.668      60.160    1806.639      19.169     267.593      15.104       58.12     410949.    0.1719  
       13.43      1.1253      0.8568      0.0639      0.0839       2.160     151.275      51.693    1610.787      17.091     229.929      14.556       58.40     414215.    0.1536  
       14.01      1.1742      0.8586      0.0533      0.0729       1.877     131.419      43.126    1399.359      14.848     191.824      13.978       58.69     417582.    0.1347  
       14.59      1.2231      0.8532      0.0426      0.0611       1.573     110.168      34.491    1173.079      12.447     153.416      13.336       59.00     421048.    0.1149  
       15.18      1.2721      0.8354      0.0319      0.0486       1.251      87.602      25.820     932.789       9.897     114.845      12.555       59.31     424611.    0.0936  
       15.76      1.3210      0.7909      0.0212      0.0354       0.911      63.817      17.147     679.522       7.210      76.272      11.446       59.64     428269.    0.0696  
       16.35      1.3699      0.6676      0.0105      0.0216       0.556      38.933       8.515     414.560       4.399      37.875       9.316       59.98     432018.    0.0399  
       16.93      1.4188     -0.0145     -0.0001      0.0072       0.186      13.010      -0.060     138.527       1.470      -0.265      -0.195       60.32     435807.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1776      0.1065       3.760     236.982     177.353    2803.779      26.774     788.868      28.691       61.09     410394.    0.5607  
        0.65      0.0489      0.0796      0.1768      0.1087       3.837     241.821     176.560    2861.022      27.321     785.338      27.991       61.09     411072.    0.5458  
        1.30      0.0979      0.1550      0.1760      0.1111       3.923     247.263     175.744    2925.407      27.936     781.710      27.248       61.12     411858.    0.5301  
        1.95      0.1468      0.2259      0.1751      0.1138       4.018     253.270     174.880    2996.489      28.614     777.867      26.471       61.15     412762.    0.5137  
        2.60      0.1958      0.2921      0.1742      0.1168       4.122     259.781     173.933    3073.511      29.350     773.652      25.668       61.21     413791.    0.4968  
        3.24      0.2447      0.3534      0.1731      0.1199       4.231     266.696     172.858    3155.334      30.131     768.872      24.848       61.27     414955.    0.4794  
        3.89      0.2937      0.4100      0.1718      0.1231       4.345     273.884     171.602    3240.376      30.943     763.287      24.020       61.35     416259.    0.4618  
        4.54      0.3426      0.4619      0.1703      0.1264       4.461     281.170     170.102    3326.577      31.766     756.615      23.193       61.45     417707.    0.4439  
        5.19      0.3916      0.5092      0.1685      0.1296       4.575     288.336     168.285    3411.359      32.576     748.531      22.375       61.56     419302.    0.4260  
        5.84      0.4405      0.5523      0.1663      0.1326       4.682     295.120     166.068    3491.623      33.343     738.671      21.573       61.68     421045.    0.4080  
        6.49      0.4895      0.5915      0.1636      0.1354       4.779     301.216     163.362    3563.744      34.031     726.635      20.792       61.82     422937.    0.3900  
        7.14      0.5384      0.6270      0.1603      0.1377       4.859     306.275     160.070    3623.596      34.603     711.992      20.036       61.98     424979.    0.3720  
        7.79      0.5874      0.6592      0.1563      0.1393       4.917     309.900     156.087    3666.486      35.012     694.273      19.309       62.14     427169.    0.3540  
        8.44      0.6363      0.6883      0.1515      0.1401       4.944     311.643     151.299    3687.107      35.209     672.977      18.612       62.33     429505.    0.3360  
        9.08      0.6853      0.7148      0.1458      0.1398       4.935     311.018     145.598    3679.714      35.139     647.619      17.947       62.52     431987.    0.3178  
        9.73      0.7342      0.7388      0.1391      0.1382       4.880     307.592     138.920    3639.181      34.752     617.918      17.314       62.73     434611.    0.2995  
       10.38      0.7831      0.7609      0.1315      0.1354       4.778     301.154     131.311    3563.005      34.024     584.069      16.716       62.96     437373.    0.2811  
       11.03      0.8321      0.7810      0.1231      0.1311       4.629     291.783     122.916    3452.136      32.965     546.730      16.150       63.19     440270.    0.2628  
       11.68      0.8810      0.7994      0.1141      0.1257       4.438     279.715     113.910    3309.354      31.602     506.672      15.612       63.44     443297.    0.2445  
       12.33      0.9300      0.8161      0.1046      0.1192       4.208     265.196     104.442    3137.576      29.962     464.559      15.098       63.71     446451.    0.2264  
       12.98      0.9789      0.8308      0.0948      0.1117       3.942     248.428      94.624    2939.192      28.067     420.887      14.602       63.98     449729.    0.2084  
       13.63      1.0279      0.8434      0.0847      0.1032       3.642     229.563      84.537    2715.996      25.936     376.019      14.118       64.27     453127.    0.1905  
       14.28      1.0768      0.8535      0.0743      0.0938       3.311     208.714      74.241    2469.332      23.580     330.223      13.637       64.58     456643.    0.1724  
       14.92      1.1258      0.8603      0.0639      0.0836       2.951     185.973      63.784    2200.282      21.011     283.710      13.148       64.89     460274.    0.1541  
       15.57      1.1747      0.8627      0.0533      0.0725       2.561     161.422      53.205    1909.815      18.237     236.657      12.636       65.22     464018.    0.1353  
       16.22      1.2237      0.8583      0.0426      0.0607       2.144     135.145      42.543    1598.930      15.269     189.233      12.068       65.56     467872.    0.1155  
       16.87      1.2726      0.8418      0.0319      0.0482       1.701     107.241      31.838    1268.789      12.116     141.614      11.381       65.91     471834.    0.0942  
       17.52      1.3216      0.7995      0.0212      0.0350       1.235      77.830      21.132     920.817       8.793      93.995      10.409       66.27     475901.    0.0702  
       18.17      1.3705      0.6798      0.0105      0.0212       0.747      47.060      10.477     556.777       5.317      46.601       8.535       66.65     480070.    0.0405  
       18.82      1.4195     -0.0232     -0.0001      0.0067       0.238      14.993      -0.110     177.388       1.694      -0.489      -0.281       67.03     484277.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1776      0.1062       4.991     285.995     214.626    3722.022      32.312     954.655      26.155       67.20     451433.    0.5623  
        0.71      0.0490      0.0799      0.1768      0.1084       5.094     291.855     213.667    3798.282      32.974     950.392      25.515       67.20     452179.    0.5473  
        1.43      0.0979      0.1555      0.1760      0.1109       5.209     298.445     212.683    3884.057      33.718     946.013      24.837       67.23     453044.    0.5315  
        2.14      0.1469      0.2265      0.1752      0.1136       5.336     305.722     211.640    3978.751      34.540     941.373      24.126       67.27     454038.    0.5151  
        2.86      0.1958      0.2929      0.1742      0.1165       5.473     313.606     210.495    4081.364      35.431     936.284      23.393       67.33     455171.    0.4981  
        3.57      0.2448      0.3544      0.1731      0.1196       5.619     321.982     209.197    4190.375      36.377     930.509      22.644       67.40     456452.    0.4806  
        4.28      0.2937      0.4110      0.1719      0.1228       5.771     330.689     207.680    4303.685      37.361     923.760      21.888       67.49     457886.    0.4629  
        5.00      0.3427      0.4630      0.1704      0.1261       5.925     339.514     205.867    4418.542      38.358     915.696      21.133       67.59     459480.    0.4450  
        5.71      0.3916      0.5104      0.1686      0.1293       6.077     348.195     203.669    4531.517      39.339     905.921      20.386       67.72     461235.    0.4269  
        6.43      0.4406      0.5536      0.1663      0.1324       6.220     356.414     200.988    4638.483      40.267     893.996      19.653       67.85     463153.    0.4089  
        7.14      0.4896      0.5928      0.1636      0.1351       6.349     363.801     197.715    4734.613      41.102     879.435      18.941       68.01     465235.    0.3908  
        7.85      0.5385      0.6284      0.1603      0.1374       6.456     369.932     193.731    4814.408      41.795     861.715      18.252       68.18     467482.    0.3728  
        8.57      0.5875      0.6606      0.1563      0.1390       6.533     374.328     188.910    4871.621      42.291     840.272      17.588       68.36     469891.    0.3548  
        9.28      0.6364      0.6898      0.1516      0.1398       6.570     376.446     183.115    4899.174      42.531     814.495      16.953       68.56     472462.    0.3367  
       10.00      0.6854      0.7163      0.1458      0.1395       6.557     375.696     176.214    4889.420      42.446     783.798      16.347       68.78     475193.    0.3184  
       10.71      0.7343      0.7404      0.1391      0.1380       6.485     371.555     168.130    4835.526      41.978     747.843      15.771       69.01     478080.    0.3001  
       11.42      0.7833      0.7625      0.1315      0.1351       6.349     363.766     158.918    4734.165      41.098     706.867      15.226       69.25     481120.    0.2817  
       12.14      0.8323      0.7827      0.1231      0.1309       6.151     352.428     148.756    4586.600      39.817     661.667      14.711       69.51     484307.    0.2633  
       12.85      0.8812      0.8012      0.1141      0.1255       5.896     337.823     137.855    4396.526      38.167     613.181      14.222       69.79     487638.    0.2450  
       13.56      0.9302      0.8180      0.1046      0.1190       5.589     320.249     126.396    4167.820      36.182     562.209      13.755       70.08     491109.    0.2269  
       14.28      0.9791      0.8329      0.0948      0.1114       5.235     299.951     114.513    3903.650      33.888     509.355      13.305       70.38     494716.    0.2089  
       14.99      1.0281      0.8457      0.0847      0.1029       4.836     277.111     102.306    3606.402      31.308     455.056      12.867       70.70     498455.    0.1910  
       15.71      1.0770      0.8561      0.0744      0.0936       4.396     251.867      89.847    3277.873      28.456     399.638      12.432       71.03     502324.    0.1729  
       16.42      1.1260      0.8633      0.0639      0.0833       3.915     224.330      77.193    2919.492      25.345     343.354      11.993       71.38     506320.    0.1546  
       17.13      1.1749      0.8663      0.0533      0.0723       3.396     194.598      64.393    2532.556      21.986     286.422      11.533       71.74     510439.    0.1358  
       17.85      1.2239      0.8627      0.0426      0.0605       2.841     162.775      51.494    2118.400      18.390     229.044      11.025       72.11     514680.    0.1161  
       18.56      1.2729      0.8475      0.0319      0.0479       2.251     128.979      38.542    1678.568      14.572     171.433      10.414       72.50     519040.    0.0949  
       19.28      1.3218      0.8073      0.0212      0.0347       1.629      93.356      25.591    1214.965      10.547     113.828       9.554       72.90     523515.    0.0709  
       19.99      1.3708      0.6917      0.0105      0.0208       0.979      56.088      12.702     729.948       6.337      56.498       7.893       73.31     528102.    0.0413  
       20.70      1.4197     -0.0194     -0.0001      0.0064       0.301      17.241      -0.106     224.375       1.948      -0.471      -0.214       73.74     532727.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1200                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1776      0.1060       6.465     339.583     255.451    4821.204      38.366    1136.246      24.032       73.30     492472.    0.5637  
        0.78      0.0490      0.0801      0.1769      0.1082       6.598     346.563     254.313    4920.293      39.154    1131.183      23.443       73.31     493287.    0.5486  
        1.56      0.0979      0.1559      0.1760      0.1106       6.748     354.413     253.143    5031.745      40.041    1125.981      22.819       73.34     494231.    0.5328  
        2.34      0.1469      0.2271      0.1752      0.1133       6.913     363.079     251.904    5154.790      41.021    1120.469      22.165       73.38     495315.    0.5163  
        3.12      0.1959      0.2936      0.1742      0.1163       7.092     372.472     250.545    5288.134      42.082    1114.423      21.490       73.45     496552.    0.4992  
        3.90      0.2448      0.3552      0.1732      0.1194       7.281     382.449     249.002    5429.792      43.209    1107.559      20.800       73.53     497949.    0.4817  
        4.67      0.2938      0.4120      0.1719      0.1226       7.479     392.821     247.198    5577.041      44.381    1099.536      20.104       73.62     499515.    0.4639  
        5.45      0.3428      0.4640      0.1704      0.1259       7.679     403.334     245.042    5726.307      45.568    1089.945      19.409       73.74     501254.    0.4459  
        6.23      0.3917      0.5115      0.1686      0.1291       7.876     413.677     242.427    5873.138      46.737    1078.317      18.722       73.87     503169.    0.4278  
        7.01      0.4407      0.5548      0.1664      0.1322       8.062     423.469     239.237    6012.162      47.843    1064.127      18.049       74.02     505263.    0.4097  
        7.79      0.4897      0.5940      0.1637      0.1349       8.230     432.270     235.341    6137.115      48.838    1046.797      17.393       74.19     507535.    0.3916  
        8.57      0.5386      0.6296      0.1604      0.1372       8.369     439.577     230.599    6240.852      49.663    1025.704      16.759       74.37     509987.    0.3735  
        9.35      0.5876      0.6619      0.1564      0.1388       8.469     444.816     224.859    6315.241      50.255    1000.173      16.150       74.58     512616.    0.3554  
       10.13      0.6366      0.6911      0.1516      0.1396       8.517     447.342     217.959    6351.100      50.540     969.480      15.566       74.79     515423.    0.3372  
       10.91      0.6856      0.7176      0.1459      0.1393       8.500     446.452     209.740    6338.471      50.440     932.925      15.009       75.03     518403.    0.3190  
       11.69      0.7345      0.7418      0.1392      0.1378       8.406     441.523     200.114    6268.487      49.883     890.107      14.480       75.28     521554.    0.3006  
       12.46      0.7835      0.7639      0.1315      0.1349       8.230     432.250     189.144    6136.839      48.835     841.311      13.979       75.55     524871.    0.2821  
       13.24      0.8325      0.7842      0.1231      0.1307       7.973     418.750     177.044    5945.169      47.310     787.490      13.507       75.83     528350.    0.2637  
       14.02      0.8814      0.8028      0.1141      0.1253       7.642     401.360     164.065    5698.269      45.345     729.761      13.059       76.13     531985.    0.2455  
       14.80      0.9304      0.8197      0.1046      0.1187       7.243     380.433     150.422    5401.171      42.981     669.078      12.632       76.45     535773.    0.2274  
       15.58      0.9794      0.8347      0.0948      0.1112       6.783     356.260     136.276    5057.975      40.250     606.156      12.220       76.78     539710.    0.2094  
       16.36      1.0283      0.8477      0.0847      0.1027       6.265     329.058     121.745    4671.779      37.177     541.520      11.820       77.13     543791.    0.1914  
       17.14      1.0773      0.8583      0.0744      0.0933       5.693     298.991     106.914    4244.904      33.780     475.556      11.424       77.49     548013.    0.1733  
       17.92      1.1263      0.8659      0.0639      0.0831       5.068     266.190      91.854    3779.217      30.074     408.565      11.024       77.87     552374.    0.1550  
       18.70      1.1752      0.8694      0.0533      0.0720       4.394     230.774      76.620    3276.396      26.073     340.805      10.607       78.27     556870.    0.1363  
       19.48      1.2242      0.8665      0.0426      0.0602       3.672     192.865      61.268    2738.179      21.790     272.519      10.149       78.67     561498.    0.1166  
       20.25      1.2732      0.8524      0.0319      0.0476       2.905     152.604      45.854    2166.580      17.241     203.961       9.600       79.09     566256.    0.0954  
       21.03      1.3221      0.8141      0.0212      0.0344       2.097     110.167      30.444    1564.080      12.447     135.414       8.828       79.53     571140.    0.0715  
       21.81      1.3711      0.7018      0.0105      0.0205       1.252      65.769      15.108     933.748       7.431      67.199       7.339       79.98     576146.    0.0419  
       22.59      1.4201     -0.0219     -0.0001      0.0061       0.371      19.476      -0.135     276.513       2.200      -0.599      -0.221       80.44     581188.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1300                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1777      0.1058       8.204     397.744     299.830    6117.510      44.937    1333.643      22.230       79.41     533512.    0.5649  
        0.84      0.0490      0.0802      0.1769      0.1080       8.373     405.941     298.496    6243.585      45.863    1327.711      21.684       79.42     534394.    0.5498  
        1.69      0.0980      0.1562      0.1761      0.1104       8.563     415.160     297.126    6385.389      46.905    1321.615      21.106       79.45     535417.    0.5339  
        2.53      0.1469      0.2276      0.1752      0.1131       8.773     425.340     295.674    6541.956      48.055    1315.157      20.500       79.50     536592.    0.5173  
        3.38      0.1959      0.2942      0.1743      0.1160       9.000     436.371     294.081    6711.618      49.301    1308.071      19.874       79.57     537932.    0.5001  
        4.22      0.2449      0.3559      0.1732      0.1192       9.242     448.091     292.272    6891.876      50.625    1300.026      19.235       79.65     539447.    0.4826  
        5.06      0.2939      0.4128      0.1719      0.1224       9.493     460.273     290.157    7079.248      52.001    1290.618      18.590       79.76     541143.    0.4647  
        5.91      0.3428      0.4649      0.1704      0.1257       9.748     472.623     287.628    7269.194      53.397    1279.370      17.947       79.88     543028.    0.4467  
        6.75      0.3918      0.5125      0.1686      0.1289       9.999     484.772     284.561    7456.047      54.769    1265.728      17.311       80.03     545104.    0.4285  
        7.60      0.4408      0.5558      0.1664      0.1320      10.236     496.275     280.818    7632.980      56.069    1249.077      16.687       80.19     547372.    0.4104  
        8.44      0.4898      0.5951      0.1637      0.1347      10.449     506.616     276.245    7792.021      57.237    1228.737      16.080       80.37     549835.    0.3922  
        9.29      0.5388      0.6307      0.1604      0.1370      10.626     515.201     270.678    7924.060      58.207    1203.977      15.494       80.57     552492.    0.3741  
       10.13      0.5877      0.6630      0.1564      0.1387      10.753     521.358     263.940    8018.771      58.903    1174.003      14.929       80.79     555342.    0.3559  
       10.97      0.6367      0.6922      0.1516      0.1394      10.815     524.329     255.837    8064.453      59.238    1137.965      14.389       81.03     558383.    0.3378  
       11.82      0.6857      0.7188      0.1459      0.1392      10.793     523.288     246.187    8048.449      59.121    1095.042      13.874       81.28     561613.    0.3195  
       12.66      0.7347      0.7430      0.1392      0.1376      10.674     517.503     234.883    7959.466      58.467    1044.761      13.385       81.56     565028.    0.3010  
       13.51      0.7836      0.7651      0.1315      0.1347      10.449     506.617     222.002    7792.035      57.237     987.464      12.923       81.85     568622.    0.2826  
       14.35      0.8326      0.7855      0.1231      0.1305      10.122     490.767     207.794    7548.251      55.447     924.269      12.486       82.15     572392.    0.2641  
       15.19      0.8816      0.8042      0.1141      0.1251       9.701     470.348     192.557    7234.209      53.140     856.492      12.073       82.48     576333.    0.2459  
       16.04      0.9306      0.8212      0.1046      0.1186       9.194     445.777     176.540    6856.288      50.364     785.250      11.679       82.82     580438.    0.2277  
       16.88      0.9796      0.8363      0.0948      0.1110       8.609     417.391     159.934    6419.697      47.157     711.386      11.300       83.18     584704.    0.2097  
       17.73      1.0285      0.8495      0.0847      0.1025       7.950     385.446     142.876    5928.364      43.547     635.511      10.931       83.56     589126.    0.1917  
       18.57      1.0775      0.8603      0.0743      0.0931       7.222     350.134     125.468    5385.251      39.558     558.082      10.567       83.95     593702.    0.1737  
       19.41      1.1265      0.8683      0.0639      0.0829       6.427     311.610     107.791    4792.723      35.205     479.452      10.201       84.36     598428.    0.1554  
       20.26      1.1755      0.8722      0.0533      0.0718       5.569     270.011      89.911    4152.914      30.506     399.924       9.820       84.79     603300.    0.1366  
