         10x4M-LH                 (10x4M-LH.dat)
         v2022-0915
         Simulation Date: 12/14/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
        6.70      0.3381      0.6649      0.0449      0.0228       1.360      40.815      50.632    1014.060       4.611     225.209      22.647       91.79     371971.    0.3324
        7.09      0.3580      0.6786      0.0412      0.0218       1.296      38.894      46.509     966.337       4.394     206.870      21.830       91.85     372469.    0.3071
        7.48      0.3779      0.6888      0.0375      0.0206       1.226      36.793      42.306     914.134       4.157     188.177      20.991       91.92     372987.    0.2816
        7.88      0.3978      0.6949      0.0337      0.0193       1.150      34.508      38.030     857.364       3.899     169.158      20.119       91.99     373523.    0.2559
        8.27      0.4177      0.6962      0.0299      0.0179       1.067      32.037      33.687     795.963       3.619     149.842      19.196       92.07     374080.    0.2298
        8.67      0.4376      0.6915      0.0260      0.0164       0.979      29.378      29.286     729.898       3.319     130.266      18.199       92.14     374656.    0.2032
        9.06      0.4575      0.6788      0.0220      0.0148       0.884      26.531      24.836     659.172       2.997     110.471      17.089       92.23     375252.    0.1757
        9.45      0.4774      0.6552      0.0180      0.0131       0.783      23.498      20.348     583.831       2.655      90.508      15.808       92.31     375868.    0.1471
        9.85      0.4972      0.6153      0.0140      0.0113       0.676      20.284      15.835     503.976       2.292      70.434      14.251       92.40     376504.    0.1170
       10.24      0.5171      0.5488      0.0100      0.0094       0.563      16.895      11.311     419.753       1.909      50.313      12.223       92.49     377160.    0.0848
       10.64      0.5370      0.4334      0.0060      0.0075       0.444      13.334       6.788     331.282       1.506      30.195       9.294       92.59     377831.    0.0500
       11.03      0.5569      0.2067      0.0020      0.0054       0.319       9.578       2.243     237.974       1.082       9.975       4.274       92.69     378496.    0.0132
       11.42      0.5768



         PROP RPM =       2200

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0924      0.0284       1.946      55.754     114.401    1451.188       6.299     508.856      35.756       95.61     383585.    0.7889
        0.41      0.0195      0.0620      0.0905      0.0286       1.957      56.056     112.079    1459.063       6.333     498.527      34.841       95.61     383811.    0.7609
        0.81      0.0391      0.1207      0.0886      0.0287       1.965      56.290     109.627    1465.139       6.360     487.621      33.938       95.62     384051.    0.7330
        1.22      0.0586      0.1763      0.0865      0.0288       1.970      56.443     107.043    1469.135       6.377     476.128      33.048       95.63     384304.    0.7053
        1.62      0.0782      0.2288      0.0843      0.0288       1.972      56.506     104.322    1470.770       6.384     464.025      32.172       95.64     384572.    0.6778
        2.03      0.0977      0.2784      0.0820      0.0288       1.971      56.467     101.460    1469.759       6.380     451.294      31.311       95.66     384855.    0.6506
        2.43      0.1173      0.3251      0.0795      0.0287       1.966      56.316      98.453    1465.824       6.363     437.921      30.464       95.68     385153.    0.6235
        2.84      0.1368      0.3689      0.0770      0.0286       1.956      56.042      95.301    1458.695       6.332     423.899      29.633       95.70     385467.    0.5967
        3.25      0.1564      0.4100      0.0743      0.0284       1.942      55.637      92.005    1448.158       6.286     409.239      28.816       95.73     385796.    0.5702
        3.65      0.1759      0.4484      0.0715      0.0281       1.923      55.096      88.573    1434.060       6.225     393.972      28.014       95.76     386142.    0.5439
        4.06      0.1955      0.4842      0.0687      0.0277       1.899      54.412      85.010    1416.265       6.147     378.127      27.225       95.79     386505.    0.5178
        4.46      0.2150      0.5174      0.0657      0.0273       1.870      53.581      81.324    1394.644       6.054     361.731      26.449       95.83     386884.    0.4920
        4.87      0.2346      0.5481      0.0626      0.0268       1.836      52.598      77.520    1369.057       5.943     344.809      25.682       95.88     387281.    0.4664
        5.27      0.2541      0.5762      0.0595      0.0262       1.796      51.457      73.602    1339.356       5.814     327.380      24.925       95.92     387696.    0.4411
        5.68      0.2737      0.6019      0.0562      0.0256       1.751      50.152      69.574    1305.395       5.666     309.465      24.174       95.97     388128.    0.4159
        6.08      0.2932      0.6249      0.0529      0.0248       1.699      48.678      65.441    1267.021       5.500     291.083      23.427       96.02     388579.    0.3909
        6.49      0.3128      0.6453      0.0494      0.0240       1.642      47.029      61.208    1224.089       5.313     272.254      22.680       96.08     389048.    0.3660
        6.90      0.3323      0.6629      0.0459      0.0230       1.578      45.199      56.879    1176.459       5.107     252.997      21.929       96.14     389536.    0.3412
        7.30      0.3519      0.6776      0.0424      0.0220       1.507      43.183      52.458    1123.998       4.879     233.334      21.169       96.21     390043.    0.3163
        7.71      0.3714      0.6890      0.0387      0.0209       1.430      40.978      47.952    1066.587       4.630     213.289      20.392       96.28     390569.    0.2913
        8.11      0.3910      0.6967      0.0350      0.0197       1.347      38.578      43.365    1004.127       4.359     192.888      19.588       96.35     391115.    0.2661
        8.52      0.4105      0.7000      0.0313      0.0183       1.256      35.981      38.706     936.539       4.065     172.162      18.745       96.42     391681.    0.2406
        8.92      0.4301      0.6981      0.0274      0.0169       1.158      33.186      33.981     863.772       3.749     151.145      17.843       96.50     392267.    0.2146
        9.33      0.4496      0.6894      0.0236      0.0154       1.054      30.190      29.200     785.814       3.411     129.879      16.854       96.58     392873.    0.1879
        9.74      0.4692      0.6715      0.0197      0.0138       0.942      26.997      24.373     702.696       3.050     108.413      15.732       96.67     393499.    0.1602
       10.14      0.4887      0.6404      0.0158      0.0120       0.824      23.609      19.515     614.504       2.667      86.804      14.404       96.76     394146.    0.1313
       10.55      0.5083      0.5888      0.0118      0.0102       0.699      20.031      14.639     521.382       2.263      65.116      12.735       96.85     394812.    0.1005
       10.95      0.5278      0.5019      0.0079      0.0083       0.568      16.270       9.760     423.492       1.838      43.412      10.453       96.95     395496.    0.0674
       11.36      0.5474      0.3435      0.0039      0.0063       0.430      12.325       4.880     320.797       1.392      21.705       6.899       97.05     396192.    0.0314
       11.76      0.5669



         PROP RPM =       2300

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0924      0.0283       2.217      60.753     125.046    1653.191       6.864     556.203      34.308       99.96     401021.    0.7914
        0.43      0.0198      0.0628      0.0905      0.0285       2.229      61.088     122.478    1662.311       6.902     544.784      33.419       99.96     401260.    0.7629
        0.86      0.0395      0.1224      0.0885      0.0286       2.239      61.346     119.766    1669.326       6.931     532.718      32.541       99.96     401513.    0.7346
        1.29      0.0593      0.1787      0.0864      0.0287       2.245      61.514     116.906    1673.904       6.950     519.997      31.677       99.97     401782.    0.7065
        1.72      0.0791      0.2319      0.0842      0.0287       2.247      61.580     113.892    1675.710       6.957     506.593      30.828       99.99     402066.    0.6786
        2.14      0.0989      0.2820      0.0818      0.0287       2.245      61.533     110.721    1674.405       6.952     492.485      29.992      100.00     402366.    0.6510
        2.57      0.1186      0.3291      0.0794      0.0286       2.239      61.358     107.387    1669.661       6.932     477.659      29.172      100.03     402682.    0.6236
        3.00      0.1384      0.3734      0.0768      0.0285       2.228      61.046     103.891    1661.167       6.897     462.107      28.367      100.05     403015.    0.5964
        3.43      0.1582      0.4148      0.0741      0.0282       2.211      60.587     100.235    1648.671       6.845     445.846      27.576      100.08     403365.    0.5695
        3.86      0.1779      0.4535      0.0713      0.0280       2.189      59.974      96.427    1631.994       6.776     428.908      26.799      100.12     403732.    0.5429
        4.29      0.1977      0.4895      0.0683      0.0276       2.160      59.202      92.475    1610.979       6.689     411.328      26.036      100.15     404117.    0.5165
        4.72      0.2175      0.5230      0.0653      0.0272       2.126      58.264      88.385    1585.471       6.583     393.136      25.285      100.19     404521.    0.4904
        5.15      0.2373      0.5538      0.0622      0.0266       2.086      57.156      84.163    1555.300       6.457     374.357      24.544      100.24     404943.    0.4645
        5.58      0.2570      0.5820      0.0590      0.0260       2.039      55.869      79.815    1520.296       6.312     355.016      23.812      100.29     405383.    0.4388
        6.00      0.2768      0.6077      0.0557      0.0254       1.985      54.399      75.345    1480.279       6.146     335.134      23.086      100.34     405843.    0.4134
        6.43      0.2966      0.6307      0.0523      0.0246       1.924      52.737      70.759    1435.074       5.958     314.734      22.364      100.40     406323.    0.3881
        6.86      0.3163      0.6511      0.0488      0.0237       1.857      50.879      66.061    1384.507       5.748     293.838      21.642      100.46     406823.    0.3628
        7.29      0.3361      0.6685      0.0453      0.0228       1.781      48.818      61.256    1328.413       5.515     272.468      20.915      100.53     407342.    0.3377
        7.72      0.3559      0.6829      0.0416      0.0217       1.699      46.548      56.351    1266.640       5.259     250.649      20.179      100.59     407883.    0.3125
        8.15      0.3756      0.6939      0.0380      0.0205       1.608      44.064      51.351    1199.050       4.978     228.409      19.425      100.67     408444.    0.2871
        8.58      0.3954      0.7011      0.0342      0.0193       1.509      41.362      46.263    1125.530       4.673     205.779      18.643      100.74     409026.    0.2616
        9.01      0.4152      0.7036      0.0304      0.0179       1.403      38.439      41.096    1045.992       4.343     182.793      17.820      100.82     409629.    0.2356
        9.44      0.4350      0.7005      0.0265      0.0165       1.288      35.293      35.857     960.388       3.987     159.493      16.935      100.91     410253.    0.2092
        9.86      0.4547      0.6900      0.0226      0.0149       1.165      31.924      30.559     868.714       3.607     135.927      15.955      101.00     410900.    0.1819
       10.29      0.4745      0.6693      0.0186      0.0132       1.034      28.334      25.214     771.022       3.201     112.154      14.833      101.09     411567.    0.1536
       10.72      0.4943      0.6337      0.0147      0.0114       0.895      24.527      19.838     667.434       2.771      88.240      13.481      101.18     412256.    0.1239
       11.15      0.5140      0.5739      0.0107      0.0096       0.748      20.511      14.447     558.132       2.317      64.259      11.740      101.28     412967.    0.0920
       11.58      0.5338      0.4703      0.0067      0.0076       0.594      16.290       9.055     443.291       1.840      40.275       9.265      101.39     413695.    0.0575
       12.01      0.5536      0.2703      0.0027      0.0055       0.433      11.853       3.651     322.529       1.339      16.238       5.134      101.49     414427.    0.0202
       12.44      0.5734



         PROP RPM =       2400

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0924      0.0282       2.512      65.963     136.164    1873.021       7.453     605.657      32.973      104.30     418457.    0.7937
        0.44      0.0196      0.0625      0.0905      0.0284       2.526      66.327     133.395    1883.334       7.494     593.341      32.126      104.30     418703.    0.7654
        0.89      0.0392      0.1217      0.0886      0.0285       2.536      66.607     130.471    1891.298       7.525     580.335      31.289      104.31     418965.    0.7372
        1.33      0.0588      0.1777      0.0865      0.0286       2.543      66.792     127.389    1896.551       7.546     566.628      30.466      104.32     419243.    0.7093
        1.77      0.0784      0.2306      0.0843      0.0286       2.546      66.868     124.144    1898.719       7.555     552.192      29.656      104.33     419536.    0.6816
        2.22      0.0979      0.2805      0.0819      0.0286       2.545      66.823     120.729    1897.435       7.550     537.004      28.860      104.35     419845.    0.6541
        2.66      0.1175      0.3275      0.0795      0.0285       2.538      66.643     117.142    1892.328       7.529     521.049      28.078      104.37     420171.    0.6269
        3.10      0.1371      0.3716      0.0770      0.0284       2.525      66.317     113.381    1883.056       7.492     504.319      27.310      104.40     420514.    0.5999
        3.55      0.1567      0.4130      0.0743      0.0282       2.507      65.833     109.449    1869.330       7.438     486.827      26.556      104.43     420875.    0.5731
        3.99      0.1763      0.4517      0.0715      0.0279       2.482      65.186     105.353    1850.950       7.365     468.610      25.816      104.46     421253.    0.5466
        4.43      0.1959      0.4877      0.0686      0.0276       2.451      64.369     101.102    1827.743       7.272     449.704      25.089      104.50     421650.    0.5204
        4.88      0.2155      0.5212      0.0656      0.0271       2.413      63.376      96.704    1799.537       7.160     430.140      24.374      104.55     422065.    0.4944
        5.32      0.2351      0.5521      0.0626      0.0266       2.368      62.199      92.164    1766.144       7.027     409.947      23.669      104.59     422499.    0.4687
        5.76      0.2547      0.5806      0.0594      0.0260       2.316      60.834      87.489    1727.376       6.873     389.150      22.973      104.64     422953.    0.4432
        6.21      0.2743      0.6064      0.0561      0.0254       2.257      59.273      82.683    1683.036       6.697     367.773      22.283      104.70     423426.    0.4180
        6.65      0.2938      0.6297      0.0528      0.0246       2.190      57.508      77.751    1632.927       6.497     345.838      21.597      104.76     423919.    0.3928
        7.09      0.3134      0.6504      0.0493      0.0238       2.115      55.533      72.700    1576.859       6.274     323.370      20.912      104.82     424433.    0.3678
        7.54      0.3330      0.6683      0.0458      0.0228       2.031      53.342      67.534    1514.645       6.027     300.392      20.224      104.89     424967.    0.3428
        7.98      0.3526      0.6833      0.0423      0.0218       1.939      50.929      62.260    1446.115       5.754     276.931      19.528      104.96     425522.    0.3178
        8.43      0.3722      0.6950      0.0386      0.0207       1.839      48.287      56.883    1371.113       5.455     253.014      18.817      105.03     426098.    0.2927
        8.87      0.3918      0.7031      0.0349      0.0194       1.729      45.414      51.410    1289.510       5.131     228.674      18.083      105.11     426696.    0.2675
        9.31      0.4114      0.7068      0.0311      0.0181       1.611      42.304      45.851    1201.202       4.779     203.946      17.313      105.19     427316.    0.2418
        9.76      0.4310      0.7052      0.0273      0.0167       1.483      38.955      40.215    1106.128       4.401     178.874      16.490      105.28     427957.    0.2157
       10.20      0.4506      0.6969      0.0234      0.0151       1.347      35.368      34.512    1004.270       3.996     153.508      15.587      105.37     428621.    0.1889
       10.64      0.4701      0.6794      0.0195      0.0135       1.201      31.544      28.756     895.675       3.564     127.905      14.562      105.46     429306.    0.1611
       11.09      0.4897      0.6485      0.0156      0.0118       1.047      27.486      22.962     780.460       3.105     102.135      13.345      105.56     430014.    0.1319
       11.53      0.5093      0.5967      0.0116      0.0099       0.883      23.202      17.148     658.812       2.621      76.276      11.806      105.66     430743.    0.1009
       11.97      0.5289      0.5081      0.0077      0.0080       0.712      18.699      11.331     530.946       2.113      50.402       9.680      105.77     431492.    0.0672
       12.42      0.5485      0.3430      0.0037      0.0060       0.532      13.973       5.512     396.768       1.579      24.519       6.301      105.88     432252.    0.0305
       12.86      0.5681



         PROP RPM =       2500

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0924      0.0282       2.831      71.385     147.756    2111.425       8.065     657.218      31.740      108.65     435892.    0.7959
        0.47      0.0197      0.0631      0.0905      0.0283       2.847      71.783     144.728    2123.191       8.110     643.752      30.918      108.65     436151.    0.7673
        0.93      0.0395      0.1228      0.0885      0.0284       2.859      72.090     141.530    2132.265       8.145     629.525      30.106      108.66     436427.    0.7388
        1.40      0.0592      0.1794      0.0864      0.0285       2.867      72.291     138.158    2138.217       8.167     614.525      29.307      108.67     436718.    0.7106
        1.86      0.0790      0.2328      0.0842      0.0286       2.871      72.372     134.605    2140.628       8.177     598.723      28.521      108.68     437026.    0.6826
        2.33      0.0987      0.2831      0.0819      0.0285       2.869      72.319     130.866    2139.051       8.171     582.091      27.749      108.70     437351.    0.6548
        2.79      0.1184      0.3304      0.0794      0.0285       2.861      72.117     126.937    2133.077       8.148     564.614      26.991      108.72     437694.    0.6273
        3.26      0.1382      0.3749      0.0768      0.0283       2.846      71.753     122.815    2122.303       8.107     546.282      26.248      108.75     438055.    0.6000
        3.72      0.1579      0.4165      0.0741      0.0281       2.825      71.215     118.506    2106.405       8.046     527.114      25.518      108.78     438435.    0.5730
        4.19      0.1776      0.4554      0.0713      0.0278       2.796      70.497     114.017    2085.147       7.965     507.149      24.801      108.82     438833.    0.5463
        4.65      0.1974      0.4917      0.0684      0.0275       2.760      69.590     109.359    2058.337       7.862     486.427      24.098      108.86     439251.    0.5198
        5.12      0.2171      0.5253      0.0654      0.0270       2.717      68.489     104.538    2025.766       7.738     464.983      23.406      108.91     439688.    0.4937
        5.58      0.2369      0.5564      0.0623      0.0265       2.665      67.186      99.562    1987.224       7.591     442.850      22.724      108.96     440146.    0.4677
        6.05      0.2566      0.5849      0.0591      0.0259       2.605      65.674      94.436    1942.489       7.420     420.053      22.051      109.01     440623.    0.4420
        6.52      0.2763      0.6108      0.0558      0.0252       2.536      63.944      89.168    1891.330       7.224     396.620      21.384      109.07     441122.    0.4165
        6.98      0.2961      0.6341      0.0524      0.0245       2.459      61.990      83.762    1833.525       7.004     372.575      20.721      109.13     441642.    0.3912
        7.45      0.3158      0.6548      0.0489      0.0236       2.372      59.803      78.225    1768.849       6.757     347.946      20.059      109.19     442184.    0.3660
        7.91      0.3355      0.6727      0.0454      0.0226       2.276      57.377      72.563    1697.089       6.482     322.759      19.393      109.26     442747.    0.3408
        8.38      0.3553      0.6875      0.0418      0.0216       2.170      54.705      66.781    1618.052       6.181     297.044      18.720      109.34     443333.    0.3156
        8.84      0.3750      0.6990      0.0381      0.0204       2.054      51.780      60.888    1531.559       5.850     270.831      18.032      109.42     443941.    0.2902
        9.31      0.3948      0.7068      0.0343      0.0192       1.928      48.599      54.892    1437.465       5.491     244.158      17.320      109.50     444571.    0.2647
        9.77      0.4145      0.7100      0.0305      0.0178       1.791      45.157      48.801    1335.656       5.102     217.065      16.572      109.59     445225.    0.2388
       10.24      0.4342      0.7078      0.0267      0.0164       1.644      41.452      42.626    1226.067       4.683     189.601      15.769      109.68     445902.    0.2124
       10.70      0.4540      0.6984      0.0228      0.0148       1.487      37.484      36.381    1108.693       4.235     161.822      14.884      109.78     446602.    0.1852
       11.17      0.4737      0.6792      0.0188      0.0131       1.319      33.254      30.080     983.595       3.757     133.796      13.871      109.87     447326.    0.1569
       11.63      0.4934      0.6455      0.0149      0.0114       1.141      28.769      23.741     850.928       3.250     105.602      12.655      109.98     448073.    0.1272
       12.10      0.5132      0.5884      0.0109      0.0095       0.953      24.035      17.384     710.920       2.716      77.326      11.091      110.09     448842.    0.0954
       12.57      0.5329      0.4886      0.0069      0.0075       0.756      19.062      11.026     563.805       2.154      49.044       8.870      110.20     449632.    0.0608
       13.03      0.5527      0.2949      0.0029      0.0055       0.549      13.834       4.657     409.185       1.563      20.715       5.162      110.31     450427.    0.0230
       13.50      0.5724



         PROP RPM =       2600

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0924      0.0281       3.177      77.017     159.822    2369.138       8.701     710.886      30.598      112.99     453328.    0.7979
        0.49      0.0198      0.0636      0.0905      0.0283       3.195      77.451     156.529    2382.473       8.750     696.243      29.800      112.99     453599.    0.7691
        0.97      0.0397      0.1238      0.0885      0.0284       3.209      77.785     153.050    2392.749       8.788     680.768      29.012      113.00     453887.    0.7404
        1.46      0.0595      0.1807      0.0864      0.0285       3.218      78.003     149.381    2399.465       8.813     664.448      28.237      113.01     454192.    0.7119
        1.95      0.0794      0.2344      0.0842      0.0285       3.221      78.090     145.515    2402.146       8.823     647.249      27.476      113.03     454514.    0.6837
        2.43      0.0992      0.2851      0.0818      0.0285       3.219      78.030     141.444    2400.287       8.816     629.144      26.728      113.05     454854.    0.6557
        2.92      0.1191      0.3327      0.0793      0.0284       3.210      77.806     137.166    2393.410       8.791     610.114      25.994      113.07     455214.    0.6280
        3.41      0.1389      0.3774      0.0767      0.0282       3.193      77.405     132.678    2381.062       8.745     590.150      25.274      113.10     455592.    0.6005
        3.89      0.1587      0.4192      0.0740      0.0280       3.169      76.814     127.984    2362.872       8.678     569.273      24.567      113.14     455989.    0.5733
        4.38      0.1786      0.4583      0.0712      0.0277       3.136      76.024     123.095    2338.581       8.589     547.527      23.874      113.18     456407.    0.5464
        4.87      0.1984      0.4948      0.0683      0.0274       3.095      75.029     118.021    2307.959       8.477     524.956      23.194      113.22     456844.    0.5198
        5.35      0.2183      0.5285      0.0652      0.0269       3.045      73.820     112.769    2270.774       8.340     501.598      22.525      113.26     457303.    0.4934
        5.84      0.2381      0.5597      0.0621      0.0264       2.986      72.390     107.349    2226.780       8.179     477.487      21.866      113.32     457782.    0.4673
        6.33      0.2579      0.5883      0.0589      0.0258       2.918      70.730     101.766    2175.720       7.991     452.653      21.215      113.37     458283.    0.4415
        6.81      0.2778      0.6143      0.0555      0.0251       2.839      68.832      96.026    2117.336       7.777     427.126      20.571      113.43     458806.    0.4158
        7.30      0.2976      0.6377      0.0521      0.0243       2.751      66.687      90.138    2051.371       7.534     400.933      19.930      113.50     459352.    0.3903
        7.79      0.3175      0.6584      0.0486      0.0235       2.652      64.288      84.106    1977.565       7.263     374.103      19.290      113.57     459920.    0.3649
        8.27      0.3373      0.6762      0.0451      0.0225       2.542      61.626      77.938    1895.682       6.962     346.667      18.648      113.64     460511.    0.3396
        8.76      0.3572      0.6910      0.0414      0.0214       2.421      58.694      71.640    1805.498       6.631     318.655      17.997      113.72     461125.    0.3142
        9.24      0.3770      0.7025      0.0377      0.0202       2.289      55.486      65.221    1706.812       6.269     290.104      17.332      113.80     461763.    0.2887
        9.73      0.3968      0.7100      0.0339      0.0190       2.145      51.996      58.690    1599.461       5.875     261.054      16.643      113.89     462425.    0.2630
       10.22      0.4167      0.7131      0.0301      0.0176       1.989      48.221      52.057    1483.321       5.448     231.550      15.918      113.98     463111.    0.2369
       10.70      0.4365      0.7104      0.0262      0.0161       1.822      44.157      45.334    1358.326       4.989     201.648      15.138      114.08     463822.    0.2103
       11.19      0.4564      0.7003      0.0223      0.0145       1.642      39.806      38.536    1224.474       4.497     171.410      14.275      114.18     464557.    0.1828
       11.68      0.4762      0.6800      0.0183      0.0128       1.451      35.169      31.680    1081.850       3.973     140.911      13.282      114.28     465316.    0.1542
       12.16      0.4961      0.6442      0.0143      0.0110       1.248      30.254      24.784     930.641       3.418     110.241      12.079      114.39     466100.    0.1240
       12.65      0.5159      0.5830      0.0103      0.0091       1.034      25.068      17.872     771.118       2.832      79.494      10.512      114.51     466908.    0.0917
       13.14      0.5357      0.4744      0.0063      0.0072       0.809      19.620      10.960     603.526       2.217      48.749       8.237      114.62     467737.    0.0562
       13.62      0.5556      0.2552      0.0023      0.0051       0.573      13.882       4.022     427.013       1.568      17.892       4.273      114.75     468562.    0.0177
       14.11      0.5754



         PROP RPM =       2700

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0924      0.0280       3.550      82.861     172.361    2646.917       9.362     766.662      29.535      117.34     470764.    0.7999
        0.50      0.0196      0.0630      0.0906      0.0282       3.569      83.324     168.853    2661.733       9.414     751.059      28.773      117.34     471042.    0.7713
        1.00      0.0392      0.1227      0.0886      0.0283       3.585      83.684     165.148    2673.206       9.455     734.581      28.021      117.35     471337.    0.7428
        1.50      0.0588      0.1792      0.0865      0.0284       3.595      83.922     161.244    2680.808       9.481     717.213      27.281      117.36     471649.    0.7146
        2.00      0.0784      0.2326      0.0843      0.0284       3.599      84.022     157.131    2684.001       9.493     698.919      26.554      117.38     471979.    0.6866
        2.50      0.0981      0.2829      0.0819      0.0284       3.597      83.967     152.804    2682.253       9.487     679.673      25.839      117.40     472328.    0.6589
        3.00      0.1177      0.3302      0.0795      0.0283       3.587      83.741     148.258    2675.051       9.461     659.453      25.138      117.42     472695.    0.6314
        3.50      0.1373      0.3747      0.0770      0.0282       3.570      83.329     143.491    2661.884       9.414     638.249      24.450      117.45     473082.    0.6042
        4.00      0.1569      0.4165      0.0743      0.0280       3.543      82.718     138.507    2642.350       9.345     616.079      23.775      117.48     473488.    0.5772
        4.49      0.1765      0.4555      0.0715      0.0277       3.508      81.898     133.316    2616.163       9.253     592.989      23.113      117.52     473914.    0.5505
        4.99      0.1961      0.4918      0.0686      0.0274       3.464      80.862     127.928    2583.071       9.136     569.025      22.463      117.57     474362.    0.5241
        5.49      0.2157      0.5256      0.0656      0.0269       3.410      79.602     122.354    2542.826       8.993     544.229      21.824      117.61     474829.    0.4980
        5.99      0.2353      0.5569      0.0625      0.0264       3.346      78.110     116.599    2495.157       8.825     518.634      21.195      117.67     475319.    0.4721
        6.49      0.2550      0.5856      0.0594      0.0258       3.272      76.377     110.673    2439.796       8.629     492.275      20.575      117.72     475830.    0.4465
        6.99      0.2746      0.6119      0.0561      0.0252       3.187      74.394     104.582    2376.456       8.405     465.179      19.960      117.79     476363.    0.4211
        7.49      0.2942      0.6355      0.0527      0.0244       3.091      72.153      98.331    2304.857       8.152     437.378      19.351      117.85     476919.    0.3958
        7.99      0.3138      0.6566      0.0493      0.0236       2.983      69.644      91.929    2224.725       7.868     408.901      18.742      117.92     477498.    0.3707
        8.49      0.3334      0.6749      0.0458      0.0226       2.864      66.860      85.382    2135.793       7.554     379.778      18.132      118.00     478100.    0.3456
        8.99      0.3530      0.6903      0.0422      0.0216       2.733      63.793      78.697    2037.817       7.207     350.043      17.516      118.08     478726.    0.3205
        9.49      0.3726      0.7026      0.0385      0.0204       2.589      60.436      71.882    1930.575       6.828     319.732      16.888      118.16     479375.    0.2954
        9.99      0.3922      0.7112      0.0348      0.0192       2.432      56.783      64.947    1813.880       6.415     288.885      16.240      118.25     480049.    0.2700
       10.49      0.4119      0.7156      0.0311      0.0179       2.263      52.829      57.902    1687.588       5.969     257.549      15.562      118.34     480748.    0.2443
       10.99      0.4315      0.7147      0.0272      0.0164       2.081      48.572      50.759    1551.608       5.488     225.778      14.838      118.44     481471.    0.2181
       11.49      0.4511      0.7073      0.0233      0.0149       1.885      44.012      43.533    1405.921       4.972     193.636      14.044      118.54     482219.    0.1911
       11.99      0.4707      0.6907      0.0194      0.0132       1.677      39.149      36.240    1250.594       4.423     161.196      13.144      118.65     482991.    0.1632
       12.49      0.4903      0.6608      0.0155      0.0115       1.456      33.990      28.900    1085.797       3.840     128.549      12.073      118.76     483789.    0.1339
       12.99      0.5099      0.6099      0.0115      0.0097       1.223      28.544      21.536     911.804       3.225      95.793      10.713      118.87     484611.    0.1026
       13.48      0.5295      0.5212      0.0076      0.0077       0.977      22.819      14.168     728.919       2.578      63.019       8.816      118.99     485456.    0.0685
       13.98      0.5491      0.3520      0.0036      0.0057       0.720      16.810       6.796     536.967       1.899      30.230       5.741      119.12     486312.    0.0309
       14.48      0.5688



         PROP RPM =       2800

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
