         10x4M-LH                 (10x4M-LH.dat)
         v2022-0915
         Simulation Date: 12/14/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
        0.33      0.0392      0.1118      0.0884      0.0310       0.145      10.173      18.311     108.326       1.149      81.449      76.671       39.12     157112.    0.6768
        0.50      0.0588      0.1633      0.0863      0.0310       0.146      10.194      17.877     108.550       1.152      79.518      74.699       39.12     157216.    0.6515
        0.66      0.0783      0.2121      0.0841      0.0311       0.146      10.200      17.420     108.612       1.152      77.484      72.747       39.12     157326.    0.6263
        0.83      0.0979      0.2581      0.0818      0.0310       0.145      10.189      16.939     108.495       1.151      75.345      70.815       39.13     157442.    0.6012
        1.00      0.1175      0.3013      0.0793      0.0309       0.145      10.159      16.434     108.178       1.148      73.098      68.905       39.14     157564.    0.5762
        1.16      0.1371      0.3419      0.0768      0.0308       0.144      10.109      15.904     107.645       1.142      70.743      67.014       39.15     157693.    0.5513
        1.33      0.1567      0.3798      0.0741      0.0306       0.143      10.038      15.351     106.881       1.134      68.280      65.144       39.16     157828.    0.5265
        1.50      0.1763      0.4152      0.0713      0.0303       0.142       9.943      14.774     105.877       1.123      65.716      63.292       39.17     157970.    0.5018
        1.66      0.1959      0.4479      0.0684      0.0299       0.140       9.826      14.176     104.624       1.110      63.054      61.455       39.19     158118.    0.4773
        1.83      0.2154      0.4781      0.0654      0.0295       0.138       9.684      13.557     103.114       1.094      60.300      59.631       39.20     158274.    0.4529
        1.99      0.2350      0.5057      0.0623      0.0290       0.136       9.517      12.917     101.339       1.075      57.457      57.815       39.22     158437.    0.4286
        2.16      0.2546      0.5306      0.0592      0.0284       0.133       9.325      12.259      99.288       1.053      54.528      56.002       39.24     158607.    0.4045
        2.33      0.2742      0.5529      0.0559      0.0277       0.130       9.105      11.582      96.953       1.029      51.518      54.185       39.26     158784.    0.3804
        2.49      0.2938      0.5724      0.0526      0.0270       0.126       8.858      10.888      94.322       1.001      48.429      52.356       39.28     158969.    0.3564
        2.66      0.3134      0.5890      0.0491      0.0261       0.123       8.583      10.176      91.388       0.970      45.264      50.506       39.31     159162.    0.3323
        2.83      0.3329      0.6024      0.0456      0.0252       0.118       8.278       9.449      88.140       0.935      42.027      48.622       39.33     159362.    0.3083
        2.99      0.3525      0.6125      0.0420      0.0242       0.113       7.942       8.705      84.571       0.897      38.721      46.688       39.36     159570.    0.2842
        3.16      0.3721      0.6188      0.0384      0.0231       0.108       7.576       7.948      80.671       0.856      35.351      44.685       39.39     159786.    0.2599
        3.32      0.3917      0.6207      0.0346      0.0219       0.103       7.178       7.176      76.435       0.811      31.920      42.584       39.42     160010.    0.2353
        3.49      0.4113      0.6176      0.0309      0.0205       0.096       6.748       6.392      71.858       0.762      28.433      40.349       39.45     160242.    0.2104
        3.66      0.4309      0.6082      0.0270      0.0191       0.090       6.286       5.598      66.936       0.710      24.898      37.930       39.48     160483.    0.1851
        3.82      0.4505      0.5910      0.0231      0.0176       0.083       5.791       4.793      61.668       0.654      21.320      35.253       39.51     160731.    0.1592
        3.99      0.4700      0.5634      0.0192      0.0160       0.075       5.265       3.981      56.057       0.595      17.707      32.211       39.55     160988.    0.1326
        4.16      0.4896      0.5217      0.0153      0.0143       0.067       4.706       3.163      50.109       0.532      14.070      28.633       39.59     161254.    0.1050
        4.32      0.5092      0.4593      0.0113      0.0125       0.059       4.117       2.343      43.833       0.465      10.420      24.241       39.62     161527.    0.0765
        4.49      0.5288      0.3646      0.0073      0.0106       0.050       3.497       1.521      37.240       0.395       6.766      18.528       39.66     161808.    0.0471
        4.65      0.5484      0.2134      0.0034      0.0087       0.041       2.848       0.699      30.324       0.322       3.110      10.459       39.70     162093.    0.0180
        4.82      0.5680



         PROP RPM =       1000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0923      0.0304       0.195      12.322      23.603     145.778       1.392     104.985      73.437       43.46     174357.    0.7360
        0.19      0.0197      0.0584      0.0904      0.0305       0.196      12.380      23.117     146.464       1.399     102.825      71.589       43.46     174461.    0.7100
        0.37      0.0395      0.1139      0.0884      0.0306       0.197      12.423      22.604     146.978       1.404     100.544      69.756       43.46     174571.    0.6841
        0.56      0.0592      0.1664      0.0863      0.0307       0.198      12.450      22.064     147.294       1.407      98.139      67.942       43.47     174687.    0.6583
        0.74      0.0790      0.2160      0.0840      0.0307       0.198      12.457      21.494     147.383       1.407      95.605      66.147       43.47     174811.    0.6326
        0.93      0.0987      0.2627      0.0817      0.0307       0.197      12.443      20.895     147.221       1.406      92.939      64.374       43.48     174941.    0.6070
        1.12      0.1185      0.3067      0.0792      0.0306       0.197      12.406      20.265     146.779       1.402      90.138      62.621       43.49     175078.    0.5815
        1.30      0.1382      0.3479      0.0766      0.0304       0.196      12.343      19.604     146.034       1.395      87.200      60.889       43.50     175222.    0.5561
        1.49      0.1579      0.3865      0.0739      0.0302       0.194      12.253      18.914     144.966       1.384      84.128      59.177       43.51     175374.    0.5309
        1.68      0.1777      0.4223      0.0711      0.0299       0.193      12.134      18.194     143.561       1.371      80.929      57.484       43.53     175534.    0.5058
        1.86      0.1974      0.4556      0.0682      0.0296       0.190      11.986      17.448     141.808       1.354      77.608      55.807       43.54     175701.    0.4809
        2.05      0.2172      0.4862      0.0652      0.0291       0.187      11.807      16.675     139.694       1.334      74.172      54.143       43.56     175876.    0.4561
        2.23      0.2369      0.5142      0.0621      0.0286       0.184      11.597      15.878     137.208       1.310      70.624      52.487       43.58     176059.    0.4314
        2.42      0.2566      0.5395      0.0589      0.0280       0.180      11.354      15.056     134.334       1.283      66.971      50.837       43.60     176250.    0.4069
        2.61      0.2764      0.5621      0.0556      0.0273       0.176      11.078      14.212     131.061       1.252      63.214      49.184       43.63     176450.    0.3825
        2.79      0.2961      0.5819      0.0522      0.0266       0.171      10.766      13.345     127.374       1.216      59.360      47.522       43.65     176658.    0.3581
        2.98      0.3159      0.5987      0.0487      0.0257       0.165      10.418      12.458     123.259       1.177      55.411      45.841       43.68     176874.    0.3338
        3.17      0.3356      0.6124      0.0452      0.0247       0.159      10.033      11.550     118.704       1.134      51.372      44.131       43.71     177100.    0.3094
        3.35      0.3554      0.6226      0.0415      0.0237       0.152       9.610      10.622     113.696       1.086      47.248      42.376       43.74     177334.    0.2849
        3.54      0.3751      0.6290      0.0378      0.0226       0.145       9.147       9.677     108.225       1.033      43.043      40.556       43.77     177577.    0.2602
        3.72      0.3948      0.6309      0.0341      0.0213       0.137       8.645       8.715     102.282       0.977      38.764      38.647       43.80     177830.    0.2353
        3.91      0.4146      0.6276      0.0303      0.0200       0.129       8.102       7.738      95.859       0.915      34.417      36.611       43.84     178091.    0.2101
        4.10      0.4343      0.6178      0.0264      0.0185       0.119       7.519       6.747      88.954       0.849      30.009      34.400       43.87     178362.    0.1843
        4.28      0.4541      0.5997      0.0225      0.0170       0.109       6.894       5.744      81.564       0.779      25.549      31.942       43.91     178642.    0.1579
        4.47      0.4738      0.5706      0.0185      0.0154       0.099       6.229       4.732      73.695       0.704      21.050      29.126       43.95     178932.    0.1307
        4.66      0.4936      0.5261      0.0145      0.0136       0.088       5.524       3.714      65.356       0.624      16.522      25.778       43.99     179231.    0.1025
        4.84      0.5133      0.4584      0.0105      0.0118       0.076       4.781       2.693      56.561       0.540      11.980      21.598       44.03     179539.    0.0731
        5.03      0.5330      0.3531      0.0065      0.0099       0.063       4.000       1.672      47.324       0.452       7.436      16.022       44.08     179855.    0.0427
        5.21      0.5528      0.1786      0.0025      0.0078       0.050       3.180       0.648      37.618       0.359       2.883       7.814       44.13     180173.    0.0130
        5.40      0.5725



         PROP RPM =       1100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0923      0.0301       0.258      14.766      28.565     192.167       1.668     127.058      67.422       47.80     191793.    0.7433
        0.20      0.0195      0.0583      0.0904      0.0302       0.259      14.836      27.986     193.081       1.676     124.480      65.741       47.81     191905.    0.7174
        0.40      0.0390      0.1136      0.0884      0.0303       0.260      14.889      27.373     193.773       1.682     121.757      64.074       47.81     192025.    0.6915
        0.61      0.0585      0.1660      0.0864      0.0304       0.260      14.923      26.729     194.208       1.686     118.889      62.425       47.81     192151.    0.6657
        0.81      0.0780      0.2156      0.0842      0.0304       0.261      14.934      26.050     194.351       1.687     115.870      60.794       47.82     192285.    0.6401
        1.01      0.0975      0.2624      0.0819      0.0304       0.260      14.920      25.336     194.167       1.686     112.694      59.184       47.83     192426.    0.6145
        1.21      0.1170      0.3064      0.0794      0.0303       0.260      14.878      24.586     193.624       1.681     109.359      57.594       47.84     192574.    0.5891
        1.42      0.1365      0.3477      0.0769      0.0302       0.258      14.806      23.800     192.688       1.673     105.863      56.023       47.85     192730.    0.5638
        1.62      0.1559      0.3864      0.0742      0.0300       0.257      14.702      22.979     191.334       1.661     102.209      54.472       47.86     192894.    0.5386
        1.82      0.1754      0.4224      0.0715      0.0297       0.254      14.564      22.123     189.543       1.645      98.403      52.939       47.88     193067.    0.5136
        2.02      0.1949      0.4559      0.0686      0.0293       0.251      14.392      21.235     187.301       1.626      94.453      51.423       47.90     193247.    0.4888
        2.22      0.2144      0.4869      0.0656      0.0289       0.248      14.184      20.316     184.592       1.602      90.366      49.920       47.92     193436.    0.4641
        2.43      0.2339      0.5152      0.0626      0.0284       0.243      13.938      19.368     181.400       1.575      86.148      48.427       47.94     193634.    0.4396
        2.63      0.2534      0.5410      0.0594      0.0278       0.238      13.655      18.391     177.707       1.543      81.803      46.940       47.96     193840.    0.4152
        2.83      0.2729      0.5642      0.0562      0.0272       0.233      13.331      17.387     173.496       1.506      77.336      45.454       47.98     194055.    0.3910
        3.03      0.2924      0.5847      0.0528      0.0264       0.226      12.966      16.356     168.748       1.465      72.753      43.964       48.01     194279.    0.3668
        3.24      0.3119      0.6023      0.0494      0.0256       0.219      12.559      15.301     163.448       1.419      68.058      42.460       48.04     194513.    0.3426
        3.44      0.3314      0.6170      0.0459      0.0247       0.211      12.108      14.221     157.576       1.368      63.256      40.935       48.07     194756.    0.3184
        3.64      0.3509      0.6284      0.0424      0.0237       0.203      11.612      13.119     151.119       1.312      58.352      39.375       48.10     195008.    0.2942
        3.84      0.3704      0.6362      0.0388      0.0226       0.193      11.069      11.995     144.061       1.251      53.352      37.764       48.14     195270.    0.2698
        4.04      0.3899      0.6398      0.0351      0.0214       0.183      10.480      10.850     136.390       1.184      48.262      36.083       48.17     195542.    0.2452
        4.25      0.4094      0.6387      0.0313      0.0201       0.172       9.843       9.687     128.096       1.112      43.090      34.302       48.21     195823.    0.2202
        4.45      0.4289      0.6316      0.0275      0.0187       0.160       9.157       8.508     119.175       1.035      37.844      32.381       48.25     196115.    0.1948
        4.65      0.4483      0.6171      0.0236      0.0172       0.147       8.423       7.314     109.622       0.952      32.534      30.264       48.29     196416.    0.1688
        4.85      0.4678      0.5929      0.0197      0.0156       0.133       7.641       6.109      99.443       0.863      27.173      27.864       48.33     196728.    0.1421
        5.06      0.4873      0.5552      0.0158      0.0139       0.119       6.811       4.895      88.646       0.770      21.774      25.048       48.38     197049.    0.1143
        5.26      0.5068      0.4976      0.0119      0.0121       0.104       5.936       3.677      77.249       0.671      16.354      21.588       48.42     197381.    0.0854
        5.46      0.5263      0.4087      0.0079      0.0102       0.088       5.015       2.457      65.271       0.567      10.928      17.072       48.47     197721.    0.0552
        5.66      0.5458      0.2642      0.0040      0.0083       0.071       4.050       1.237      52.712       0.458       5.500      10.641       48.52     198068.    0.0244
        5.87      0.5653     -0.0126     -0.0001      0.0061       0.052       2.988      -0.042      38.887       0.338      -0.187      -0.491       48.57     198337.    0.0000



         PROP RPM =       1200

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0923      0.0298       0.332      17.425      34.001     247.393       1.969     151.237      62.337       52.15     209228.    0.7498
        0.22      0.0198      0.0597      0.0904      0.0300       0.333      17.511      33.300     248.611       1.978     148.118      60.753       52.15     209353.    0.7232
        0.45      0.0396      0.1163      0.0884      0.0301       0.335      17.576      32.559     249.529       1.986     144.822      59.182       52.15     209486.    0.6966
        0.67      0.0594      0.1699      0.0863      0.0302       0.335      17.616      31.778     250.101       1.990     141.347      57.630       52.16     209626.    0.6701
        0.90      0.0792      0.2206      0.0840      0.0302       0.336      17.628      30.954     250.279       1.992     137.685      56.097       52.17     209775.    0.6438
        1.12      0.0990      0.2683      0.0817      0.0302       0.335      17.610      30.088     250.016       1.990     133.831      54.585       52.18     209932.    0.6176
        1.35      0.1189      0.3131      0.0792      0.0301       0.334      17.557      29.177     249.266       1.984     129.781      53.092       52.19     210097.    0.5916
        1.57      0.1387      0.3552      0.0766      0.0299       0.333      17.467      28.222     247.985       1.973     125.533      51.619       52.20     210271.    0.5657
        1.79      0.1585      0.3945      0.0739      0.0297       0.330      17.337      27.224     246.139       1.959     121.091      50.166       52.22     210454.    0.5399
        2.02      0.1783      0.4311      0.0711      0.0294       0.327      17.165      26.184     243.704       1.939     116.465      48.732       52.23     210646.    0.5144
        2.24      0.1981      0.4651      0.0682      0.0290       0.323      16.951      25.104     240.660       1.915     111.663      47.313       52.25     210848.    0.4890
        2.47      0.2179      0.4964      0.0651      0.0286       0.318      16.692      23.987     236.984       1.886     106.693      45.909       52.28     211059.    0.4638
        2.69      0.2377      0.5251      0.0620      0.0281       0.312      16.387      22.833     232.654       1.851     101.563      44.515       52.30     211280.    0.4388
        2.91      0.2575      0.5511      0.0588      0.0275       0.305      16.034      21.645     227.646       1.812      96.279      43.127       52.33     211510.    0.4139
        3.14      0.2773      0.5744      0.0555      0.0268       0.298      15.632      20.424     221.936       1.766      90.847      41.741       52.35     211751.    0.3891
        3.36      0.2971      0.5949      0.0520      0.0260       0.289      15.179      19.171     215.500       1.715      85.273      40.350       52.38     212002.    0.3644
        3.59      0.3170      0.6125      0.0486      0.0251       0.279      14.673      17.887     208.314       1.658      79.562      38.947       52.42     212264.    0.3398
        3.81      0.3368      0.6270      0.0450      0.0242       0.269      14.112      16.574     200.354       1.594      73.722      37.521       52.45     212536.    0.3151
        4.04      0.3566      0.6380      0.0414      0.0231       0.257      13.495      15.234     191.601       1.525      67.759      36.062       52.49     212819.    0.2903
        4.26      0.3764      0.6453      0.0376      0.0220       0.244      12.822      13.867     182.034       1.449      61.680      34.552       52.52     213112.    0.2654
        4.48      0.3962      0.6481      0.0339      0.0207       0.230      12.089      12.476     171.638       1.366      55.493      32.969       52.56     213417.    0.2402
        4.71      0.4160      0.6457      0.0300      0.0194       0.215      11.298      11.063     160.402       1.276      49.209      31.283       52.61     213733.    0.2146
        4.93      0.4358      0.6369      0.0261      0.0179       0.199      10.447       9.631     148.318       1.180      42.838      29.452       52.65     214060.    0.1885
        5.16      0.4556      0.6197      0.0222      0.0163       0.182       9.536       8.182     135.387       1.077      36.395      27.412       52.70     214398.    0.1617
        5.38      0.4754      0.5913      0.0182      0.0147       0.163       8.566       6.721     121.616       0.968      29.894      25.065       52.74     214747.    0.1340
        5.61      0.4952      0.5468      0.0143      0.0129       0.144       7.538       5.251     107.022       0.852      23.355      22.252       52.79     215108.    0.1052
        5.83      0.5151      0.4777      0.0103      0.0111       0.123       6.454       3.776      91.632       0.729      16.797      18.692       52.85     215480.    0.0749
        6.05      0.5349      0.3671      0.0062      0.0091       0.101       5.316       2.302      75.468       0.601      10.238      13.833       52.90     215861.    0.0433
        6.28      0.5547      0.1756      0.0022      0.0071       0.078       4.118       0.822      58.461       0.465       3.658       6.381       52.96     216243.    0.0119
        6.50      0.5745



         PROP RPM =       1300

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0923      0.0296       0.419      20.299      39.910     312.213       2.293     177.521      57.980       56.50     226664.    0.7556
        0.24      0.0195      0.0594      0.0904      0.0298       0.421      20.400      39.099     313.757       2.305     173.912      56.522       56.50     226797.    0.7290
        0.48      0.0391      0.1157      0.0885      0.0299       0.422      20.476      38.242     314.931       2.313     170.100      55.077       56.50     226939.    0.7026
        0.72      0.0586      0.1691      0.0864      0.0300       0.423      20.525      37.339     315.678       2.319     166.084      53.649       56.51     227089.    0.6762
        0.96      0.0782      0.2195      0.0842      0.0300       0.424      20.542      36.388     315.940       2.321     161.855      52.240       56.51     227247.    0.6500
        1.20      0.0977      0.2671      0.0819      0.0300       0.423      20.523      35.388     315.658       2.319     157.407      50.850       56.52     227414.    0.6240
        1.44      0.1173      0.3119      0.0794      0.0299       0.422      20.466      34.338     314.777       2.312     152.735      49.478       56.54     227590.    0.5981
        1.68      0.1368      0.3539      0.0769      0.0297       0.420      20.366      33.237     313.242       2.301     147.837      48.126       56.55     227776.    0.5723
        1.92      0.1564      0.3933      0.0742      0.0295       0.417      20.221      32.086     311.010       2.285     142.716      46.793       56.57     227970.    0.5468
        2.16      0.1759      0.4300      0.0715      0.0292       0.413      20.029      30.887     308.051       2.263     137.384      45.477       56.58     228175.    0.5214
        2.40      0.1954      0.4641      0.0686      0.0289       0.408      19.787      29.642     304.339       2.236     131.849      44.177       56.61     228389.    0.4961
        2.64      0.2150      0.4957      0.0656      0.0285       0.402      19.495      28.355     299.846       2.203     126.122      42.892       56.63     228613.    0.4711
        2.88      0.2345      0.5247      0.0625      0.0279       0.395      19.151      27.026     294.548       2.164     120.211      41.617       56.65     228847.    0.4463
        3.12      0.2541      0.5511      0.0594      0.0274       0.387      18.752      25.657     288.412       2.119     114.123      40.349       56.68     229092.    0.4216
        3.36      0.2736      0.5749      0.0561      0.0267       0.377      18.297      24.250     281.411       2.067     107.864      39.085       56.71     229347.    0.3970
        3.59      0.2932      0.5960      0.0528      0.0260       0.367      17.783      22.806     273.514       2.009     101.442      37.820       56.74     229614.    0.3726
        3.83      0.3127      0.6143      0.0493      0.0251       0.355      17.210      21.327     264.692       1.944      94.863      36.546       56.78     229891.    0.3481
        4.07      0.3323      0.6297      0.0458      0.0242       0.342      16.574      19.814     254.915       1.873      88.135      35.256       56.81     230179.    0.3237
        4.31      0.3518      0.6418      0.0423      0.0232       0.327      15.875      18.270     244.159       1.793      81.264      33.939       56.85     230479.    0.2992
        4.55      0.3714      0.6504      0.0386      0.0221       0.312      15.110      16.695     232.399       1.707      74.258      32.583       56.89     230790.    0.2746
        4.79      0.3909      0.6549      0.0349      0.0208       0.295      14.279      15.092     219.614       1.613      67.128      31.169       56.93     231112.    0.2498
        5.03      0.4104      0.6547      0.0311      0.0195       0.276      13.380      13.463     205.789       1.512      59.883      29.673       56.98     231446.    0.2246
        5.27      0.4300      0.6486      0.0273      0.0181       0.256      12.413      11.811     190.914       1.402      52.536      28.061       57.02     231792.    0.1989
        5.51      0.4495      0.6351      0.0235      0.0166       0.235      11.377      10.140     174.986       1.285      45.101      26.282       57.07     232150.    0.1726
        5.75      0.4691      0.6117      0.0196      0.0150       0.212      10.273       8.452     158.011       1.161      37.594      24.261       57.12     232520.    0.1455
        5.99      0.4886      0.5746      0.0156      0.0133       0.188       9.103       6.753     140.007       1.028      30.037      21.877       57.18     232902.    0.1173
        6.23      0.5082      0.5168      0.0117      0.0115       0.162       7.867       5.047     121.002       0.889      22.451      18.920       57.23     233295.    0.0877
        6.47      0.5277      0.4254      0.0077      0.0096       0.135       6.569       3.340     101.030       0.742      14.858      14.997       57.29     233700.    0.0565
        6.71      0.5473      0.2721      0.0038      0.0076       0.107       5.207       1.633      80.082       0.588       7.264       9.249       57.35     234111.    0.0244
        6.95      0.5668



         PROP RPM =       1400

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0923      0.0294       0.519      23.387      46.293     387.379       2.642     205.912      54.203       60.84     244100.    0.7607
        0.26      0.0196      0.0600      0.0905      0.0296       0.522      23.505      45.349     389.330       2.656     201.710      52.831       60.84     244244.    0.7339
        0.52      0.0392      0.1169      0.0885      0.0297       0.524      23.595      44.351     390.815       2.666     197.273      51.473       60.85     244397.    0.7071
        0.78      0.0588      0.1708      0.0864      0.0298       0.525      23.652      43.300     391.761       2.672     192.597      50.131       60.85     244559.    0.6805
        1.04      0.0785      0.2217      0.0842      0.0298       0.526      23.672      42.193     392.097       2.674     187.673      48.808       60.86     244730.    0.6540
        1.30      0.0981      0.2697      0.0818      0.0298       0.525      23.651      41.028     391.746       2.672     182.492      47.503       60.87     244911.    0.6276
        1.55      0.1177      0.3149      0.0794      0.0297       0.524      23.584      39.804     390.640       2.665     177.049      46.216       60.88     245101.    0.6015
        1.81      0.1373      0.3573      0.0768      0.0295       0.521      23.468      38.521     388.710       2.651     171.342      44.949       60.90     245302.    0.5755
        2.07      0.1569      0.3970      0.0742      0.0293       0.517      23.298      37.180     385.900       2.632     165.376      43.700       60.92     245513.    0.5497
        2.33      0.1765      0.4340      0.0714      0.0290       0.513      23.073      35.783     382.172       2.607     159.162      42.468       60.94     245734.    0.5240
        2.59      0.1962      0.4684      0.0685      0.0287       0.506      22.790      34.333     377.493       2.575     152.712      41.252       60.96     245966.    0.4986
        2.85      0.2158      0.5002      0.0655      0.0282       0.499      22.449      32.832     371.832       2.536     146.039      40.050       60.99     246208.    0.4734
        3.11      0.2354      0.5295      0.0624      0.0277       0.490      22.045      31.284     365.151       2.491     139.150      38.859       61.01     246462.    0.4483
        3.37      0.2550      0.5562      0.0592      0.0272       0.479      21.578      29.689     357.414       2.438     132.055      37.676       61.04     246727.    0.4235
        3.63      0.2746      0.5802      0.0559      0.0265       0.467      21.045      28.049     348.583       2.378     124.762      36.497       61.07     247004.    0.3987
        3.89      0.2942      0.6015      0.0526      0.0257       0.454      20.444      26.367     338.621       2.310     117.278      35.317       61.11     247292.    0.3741
        4.14      0.3139      0.6201      0.0492      0.0249       0.439      19.772      24.643     327.489       2.234     109.612      34.130       61.15     247592.    0.3495
        4.40      0.3335      0.6357      0.0456      0.0239       0.423      19.027      22.880     315.153       2.150     101.771      32.929       61.18     247905.    0.3249
        4.66      0.3531      0.6480      0.0420      0.0229       0.404      18.207      21.080     301.578       2.057      93.764      31.704       61.23     248229.    0.3003
        4.92      0.3727      0.6568      0.0384      0.0218       0.385      17.311      19.245     286.735       1.956      85.602      30.443       61.27     248566.    0.2755
        5.18      0.3923      0.6615      0.0347      0.0206       0.363      16.337      17.377     270.598       1.846      77.294      29.127       61.31     248916.    0.2505
        5.44      0.4119      0.6614      0.0309      0.0192       0.339      15.283      15.480     253.148       1.727      68.854      27.735       61.36     249278.    0.2251
        5.70      0.4315      0.6553      0.0270      0.0178       0.314      14.150      13.556     234.372       1.599      60.295      26.234       61.41     249653.    0.1992
        5.96      0.4512      0.6418      0.0232      0.0163       0.287      12.936      11.609     214.268       1.462      51.636      24.574       61.47     250041.    0.1727
        6.22      0.4708      0.6181      0.0192      0.0147       0.259      11.643       9.644     192.845       1.315      42.895      22.682       61.52     250442.    0.1453
        6.48      0.4904      0.5802      0.0153      0.0129       0.228      10.271       7.666     170.126       1.160      34.097      20.437       61.58     250855.    0.1167
        6.73      0.5100      0.5205      0.0113      0.0111       0.196       8.823       5.681     146.149       0.997      25.268      17.630       61.64     251282.    0.0867
        6.99      0.5296      0.4248      0.0074      0.0092       0.162       7.302       3.695     120.955       0.825      16.434      13.855       61.70     251720.    0.0549
        7.25      0.5492      0.2605      0.0034      0.0072       0.127       5.706       1.707      94.516       0.645       7.593       8.192       61.76     252164.    0.0221
        7.51      0.5689



         PROP RPM =       1500

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.0924      0.0293       0.635      26.689      53.149     473.642       3.015     236.408      50.897       65.19     261536.    0.7654
        0.28      0.0196      0.0603      0.0905      0.0294       0.638      26.825      52.067     476.056       3.031     231.594      49.608       65.19     261690.    0.7384
        0.55      0.0392      0.1174      0.0885      0.0295       0.641      26.929      50.924     477.899       3.042     226.510      48.332       65.19     261853.    0.7115
        0.83      0.0588      0.1715      0.0864      0.0296       0.642      26.995      49.720     479.082       3.050     221.153      47.072       65.20     262027.    0.6847
        1.11      0.0783      0.2227      0.0842      0.0296       0.643      27.020      48.451     479.514       3.053     215.511      45.830       65.21     262210.    0.6580
        1.39      0.0979      0.2709      0.0819      0.0296       0.642      26.997      47.117     479.107       3.050     209.576      44.605       65.22     262403.    0.6316
        1.66      0.1175      0.3163      0.0794      0.0295       0.641      26.922      45.715     477.773       3.042     203.342      43.399       65.23     262607.    0.6053
        1.94      0.1371      0.3589      0.0769      0.0294       0.638      26.790      44.246     475.427       3.027     196.805      42.211       65.25     262821.    0.5792
        2.22      0.1567      0.3988      0.0742      0.0292       0.633      26.597      42.709     472.003       3.005     189.971      41.041       65.27     263046.    0.5533
        2.49      0.1763      0.4361      0.0714      0.0289       0.627      26.340      41.109     467.453       2.976     182.853      39.888       65.29     263283.    0.5276
        2.77      0.1958      0.4707      0.0685      0.0285       0.619      26.018      39.448     461.736       2.940     175.466      38.751       65.31     263531.    0.5021
        3.05      0.2154      0.5027      0.0656      0.0281       0.610      25.628      37.730     454.812       2.895     167.823      37.627       65.34     263790.    0.4768
        3.32      0.2350      0.5322      0.0625      0.0276       0.599      25.167      35.956     446.637       2.843     159.933      36.514       65.37     264061.    0.4517
        3.60      0.2546      0.5591      0.0593      0.0270       0.586      24.634      34.129     437.166       2.783     151.807      35.410       65.40     264345.    0.4267
        3.88      0.2742      0.5835      0.0560      0.0263       0.572      24.024      32.251     426.351       2.714     143.454      34.310       65.44     264640.    0.4019
        4.16      0.2938      0.6051      0.0527      0.0256       0.555      23.336      30.324     414.147       2.637     134.883      33.211       65.47     264948.    0.3773
        4.43      0.3133      0.6240      0.0493      0.0247       0.537      22.568      28.351     400.508       2.550     126.103      32.107       65.51     265269.    0.3526
        4.71      0.3329      0.6399      0.0458      0.0238       0.517      21.716      26.332     385.389       2.453     117.123      30.990       65.55     265603.    0.3280
